,PRE062-1
LRRC57,0.0658939
HAUS2,0.037357785
STARD9,0.015053045
CDAN1,0.013166883
TTBK2,0.056378625
TTBK2-AS1,0.0031272846
UBR1,0.079515986
CCNDBP1,0.22929466
MAPDA,0.1391373
ZSCAN29,0.033192262
TUBGCP4,0.035904173
TP53BP1,0.11796075
MAP1A,0.03677339
PPIP5K1,0.02213806
CKMT1B,0.033720355
CATSPER2,0.02039353
PDIA3,0.6837546
SERF2,2.4788556
HYPK,0.036360573
MFAP1,0.1598836
WDR76,0.011919458
GOLM2,0.21159065
CTDSPL2,0.109292455
EIF3J-DT,0.10138765
EIF3J,0.25774568
SPG11,0.107916236
B2M,2.870235
TRIM69,0.085635215
SORD,0.07232413
SHF,0.008745959
GATM,0.29525474
AFG2B,0.020990562
C15orf48,0.0378817
SLC30A4,0.008662942
BLOC1S6,0.1428052
SQOR,0.10839862
SEMA6D,0.09306018
MYEF2,0.11898588
DUT,0.5346817
FBN1,0.09609789
EID1,1.0841078
SECISBP2L,0.21603543
COPS2,0.18571718
GALK2,0.086664975
FAM227B,0.04127722
ENSG00000275580,0.007189608
FGF7,0.04766862
DTWD1,0.11629302
ATP8B4,0.010863736
GABPB1,0.02893979
GABPB1-AS1,0.1940729
USP8,0.26684555
TRPM7,0.15783775
SPPL2A,0.2829306
AP4E1,0.02581233
TNFAIP8L3,0.017609823
GLDN,0.010881524
DMXL2,0.057729717
ENSG00000259668,0.0
LYSMD2,0.16680291
TMOD2,0.03229048
TMOD3,0.2185547
LEO1,0.073943675
MAPK6,0.07677337
GNB5,0.13690636
MYO5C,0.06799117
MYO5A,0.077478714
ARPP19,0.34141192
ATOSA,0.10926271
RSL24D1,0.48715296
RAB27A,0.07858575
PIGBOS1,0.11580334
PIGB,0.018441498
CCPG1,0.06682444
DNAAF4,0.011748143
PRTG,0.020474771
NEDD4,0.035319593
RFX7,0.023461325
TEX9,0.053815983
MNS1,0.087856404
ZNF280D,0.08350719
TCF12,0.09075371
POLR2M,0.054032188
AQP9,0.011784355
ADAM10,0.1654191
MINDY2,0.21588017
RNF111,0.062353395
SLTM,0.3509666
MYO1E,0.11075692
FAM81A,0.029810667
GTF2A2,0.5735227
BNIP2,0.18795179
ANXA2,0.7392232
ICE2,0.14524658
RORA,0.1221102
VPS13C,0.2833074
C2CD4B,0.00969391
TLN2,0.07196022
ENSG00000259727,0.0
TPM1,0.7242572
LACTB,0.10953427
RPS27L,0.93175924
RAB8B,0.09744764
APH1B,0.07589808
CA12,1.0491805
USP3,0.12037206
FBXL22,0.05609177
HERC1,0.15676121
DAPK2,0.0017325743
CIAO2A,0.25523543
SNX1,0.15691765
PPIB,0.99168766
CSNK1G1,0.053488173
PCLAF,0.019335177
TRIP4,0.06327659
ZNF609,0.05010797
OAZ2,0.22539538
ENSG00000264937,0.0
ENSG00000259635,0.005101243
RBPMS2,0.03976353
PLEKHO2,0.043413103
SPG21,0.18104811
MTFMT,0.0696598
RASL12,0.03454655
UBAP1L,0.011012916
PDCD7,0.13728866
CLPX,0.11298565
DPP8,0.13487317
HACD3,0.4904293
INTS14,0.06615534
SLC24A1,0.010614974
DENND4A,0.06511403
RAB11A,0.3827907
DIS3L,0.05633839
TIPIN,0.03496756
MAP2K1,0.11393852
ENSG00000261351,0.02023466
SNAPC5,0.18575406
RPL4,1.322297
ZWILCH,0.018119432
SMAD6,0.06160999
SMAD3,0.10962814
AAGAB,0.07920575
C15orf61,0.24507944
MAP2K5,0.03760336
PIAS1,0.14032662
CLN6,0.0072892136
FEM1B,0.08646769
ANP32A,0.36853194
GLCE,0.06580732
RPLP1,3.126123
TLE3,0.10545204
UACA,0.27878255
LARP6,0.27922687
LRRC49,0.036550257
THSD4,0.033324365
MYO9A,0.19111843
PKM,1.016916
PARP6,0.049113017
HEXA,0.32863474
ARIH1,0.14633746
BBS4,0.07555034
ADPGK,0.0701026
NEO1,0.07883517
NPTN,0.27949157
CD276,0.035170835
INSYN1,0.049476948
LOXL1,0.057878546
PML,0.06711673
ISLR,0.0449114
SEMA7A,0.0036361383
UBL7,0.1014522
UBL7-DT,0.036969747
CLK3,0.096206486
EDC3,0.031521067
CSK,0.09074977
ULK3,0.111393176
SCAMP2,0.30647904
MPI,0.07666723
FAM219B,0.09432234
COX5A,1.1306347
RPP25,0.036948655
PPCDC,0.0459626
C15orf39,0.026486346
COMMD4,0.29203585
ENSG00000275645,0.020769713
NEIL1,0.047144547
MAN2C1,0.0926276
SIN3A,0.0703221
PTPN9,0.047091115
SNUPN,0.07197026
IMP3,0.38559008
SNX33,0.028439596
CSPG4,0.066802986
UBE2Q2,0.086244226
FBXO22,0.13397904
ETFA,0.30356312
SCAPER,0.07522158
RCN2,0.3523863
PSTPIP1,0.020860936
TSPAN3,0.37931624
PEAK1,0.051341884
HMG20A,0.05838122
LINGO1,0.01939561
TBC1D2B,0.050421678
CIB2,0.045978077
IDH3A,0.15758163
DNAJA4,0.03932845
SKIC8,0.18704155
CRABP1,0.14576863
IREB2,0.11772741
HYKK,0.04443379
PSMA4,0.39735278
ADAMTS7,0.014580019
MORF4L1,0.9382026
CTSH,0.501137
TMED3,0.2018255
MTHFS,0.27897546
ST20,0.089690775
ST20-AS1,0.013679345
BCL2A1,0.046472967
ZFAND6,0.26154155
FAH,0.079642326
MESD,0.27134848
TLNRD1,0.085594326
IL16,0.025202759
STARD5,0.006729689
MEX3B,0.0
EFL1,0.03407831
GOLGA6L10,0.0046550673
RPS17,0.20199184
SNHG21,0.028866353
WHAMM,0.044297185
HOMER2,0.027634613
RAMAC,0.15298969
C15orf40,0.18764058
BTBD1,0.094383635
TM6SF1,0.017418113
HDGFL3,0.114254855
ADAMTSL3,0.016319187
GOLGA6L4,0.0036842485
ZSCAN2,0.020295927
WDR73,0.14241149
NMB,0.10014084
SEC11A,0.84716827
ENSG00000259654,0.0
ZNF592,0.03904337
ALPK3,0.056325626
PDE8A,0.09962577
AKAP13,0.342645
LINC00052,0.0
NTRK3,0.07567277
MRPL46,0.16778369
MRPS11,0.23748666
DET1,0.023219334
ISG20,0.13828884
HAPLN3,0.016899535
MFGE8,0.14343129
ABHD2,0.25674513
POLG,0.051954187
POLG-DT,0.0015935226
KIF7,0.002878117
PEX11A,0.043429956
MESP1,0.021473564
MESP2,0.0023979787
ANPEP,0.11147896
AP3S2,0.054819535
ARPIN,0.059232373
ZNF710,0.011371213
ZNF710-AS1,0.09779139
IDH2,0.6198322
SEMA4B,0.0420002
CIB1,0.7322935
NGRN,0.02607396
IQGAP1,0.35039112
CRTC3,0.08238332
BLM,0.0030488702
FURIN,0.12971048
FES,0.031627383
MAN2A2,0.04607792
HDDC3,0.13119382
UNC45A,0.08297183
RCCD1,0.036491353
VPS33B,0.02822426
SLCO3A1,0.08369572
FAM174B,0.021493483
CHD2,0.23571467
RGMA,0.003167289
MCTP2,0.029894968
LETR1,0.0103695085
LINC00924,0.0035215288
NR2F2-AS1,0.052688356
NR2F2,0.40373558
LINC02253,0.0
ARRDC4,0.1364652
IGF1R,0.17815965
SYNM,0.09340763
TTC23,0.03345768
LRRC28,0.108212546
MEF2A,0.32885873
LYSMD4,0.025751958
LINS1,0.06350265
ASB7,0.02556387
LRRK1,0.022219546
CHSY1,0.10454396
SELENOS,0.5105127
SNRPA1,0.22089134
TM2D3,0.19817883
TARS3,0.08112466
POLR3K,0.14389384
SNRNP25,0.24842323
RHBDF1,0.062914416
MPG,0.28551006
NPRL3,0.09181447
HBA2,0.0
HBA1,0.0
LUC7L,0.13789065
FAM234A,0.13442825
RGS11,0.0062371893
AXIN1,0.025436146
MRPL28,0.33588186
PGAP6,0.16003291
NME4,0.39976177
RAB11FIP3,0.18764225
CAPN15,0.03506523
PIGQ,0.22643757
NHLRC4,0.051914997
RAB40C,0.042292442
METTL26,0.39933732
MCRIP2,0.57657045
RHOT2,0.12116293
STUB1,0.5839722
JMJD8,0.22462144
WDR24,0.029658336
FBXL16,0.031845022
METRN,0.30544898
ANTKMT,0.3670156
HAGHL,0.0416806
CIAO3,0.05382319
RPUSD1,0.035474733
LMF1,0.06341963
CACNA1H,0.049666077
TPSB2,0.0
TPSAB1,0.0
UBE2I,0.38745865
TSR3,0.2816071
GNPTG,0.20555341
UNKL,0.038479682
UQCC4,0.13589361
CLCN7,0.11638485
TELO2,0.044131447
TMEM204,0.15419303
CRAMP1,0.016138209
ENSG00000261732,0.010390851
JPT2,0.10305945
MAPK8IP3,0.055777445
NME3,0.6664118
MRPS34,0.46722114
EME2,0.016237808
SPSB3,0.27687454
NUBP2,0.21422884
IGFALS,0.016529098
HAGH,0.3486388
FAHD1,0.16538076
MSRB1,0.13715483
NDUFB10,1.0522571
RPS2,1.9842081
SNHG9,0.33654273
TBL3,0.08326778
GFER,0.13645905
ZNF598,0.043943197
NPW,0.009451408
NHERF2,0.26960206
NTHL1,0.09633213
TSC2,0.14629918
PKD1,0.103867754
RAB26,0.0029829901
SNHG19,0.022653671
TRAF7,0.085531905
MLST8,0.08077883
PGP,0.29692474
E4F1,0.047065135
ECI1,0.58399975
RNPS1,0.37789023
ABCA3,0.03811435
TBC1D24,0.14587371
AMDHD2,0.06937672
PDPK1,0.101045564
KCTD5,0.04463657
SRRM2,0.73214555
ELOB,1.4209356
ZG16B,0.0072171153
PRSS22,0.049654696
FLYWCH2,0.31023467
FLYWCH1,0.077123106
TNFRSF12A,0.53342855
HCFC1R1,0.41089803
THOC6,0.07984819
BICDL2,0.017791634
MMP25,0.0
MMP25-AS1,0.022043845
IL32,0.45346117
ENSG00000262370,0.0120784035
ZNF205,0.030796856
ZNF213,0.02843619
ZNF200,0.027259003
LINC00921,0.005707918
ZNF263,0.044857115
TIGD7,0.017097771
ZNF75A,0.081778675
ZSCAN32,0.018597906
ZNF174,0.020304104
NAA60,0.1711644
CLUAP1,0.066365734
NLRC3,0.0020388146
DNASE1,0.162081
TRAP1,0.14431162
CREBBP,0.14063169
ADCY9,0.03856205
TFAP4,0.025596432
GLIS2,0.09422248
CORO7,0.051792715
VASN,0.21805042
DNAJA3,0.104192995
NMRAL1,0.1614459
HMOX2,0.24906248
CDIP1,0.11452932
UBALD1,0.1047439
MGRN1,0.07897222
NUDT16L1,0.19990823
ANKS3,0.06716753
ZNF500,0.016720705
SMIM22,0.16239506
ROGDI,0.110262185
GLYR1,0.22683774
UBN1,0.077290095
NAGPA,0.05356905
ALG1,0.04536535
EEF2KMT,0.025934108
METTL22,0.022696678
ABAT,0.040640045
PMM2,0.063354105
CARHSP1,0.30060744
USP7,0.2121539
HAPSTR1,0.06080011
ATF7IP2,0.13979003
EMP2,0.18750377
NUBP1,0.1319608
CIITA,0.030165587
DEXI,0.15702291
CLEC16A,0.063015684
SOCS1,0.14472392
LITAF,0.5277964
SNN,0.07687383
TXNDC11,0.10846142
TXNDC11-AS1,0.0072283363
ZC3H7A,0.12988058
RSL1D1,0.43367723
GSPT1,0.24189888
SNX29,0.15539885
CPPED1,0.13506606
ERCC4,0.055546865
LINC02185,0.007412429
MRTFB,0.06851812
PARN,0.076427035
BFAR,0.151353
NOMO1,0.065983705
NPIPA1,0.023498127
PDXDC1,0.17238155
NTAN1,0.18203342
RRN3,0.040145963
MPV17L,0.029816214
BMERB1,0.1155161
MARF1,0.10504986
NDE1,0.02265205
MYH11,0.2323395
CEP20,0.12054721
XYLT1,0.017635223
RPS15A,2.5554304
ARL6IP1,0.42105737
SMG1,0.14591157
TMC7,0.0043658656
COQ7,0.12742947
ITPRIPL2,0.089428894
ENSG00000261759,0.0040189247
SYT17,0.030425997
GDE1,0.12549281
CCP110,0.05122243
VPS35L,0.08134139
KNOP1,0.07880787
IQCK,0.13103698
GPRC5B,0.20633614
ACSM2A,0.15363534
ACSM3,0.16043839
THUMPD1,0.24838087
ERI2,0.027686391
DCUN1D3,0.0449118
LYRM1,0.17969783
LDAF1,0.054096077
CRYM,0.08886014
METTL9,0.5754266
IGSF6,0.032544803
OTOA,0.0
ENSG00000274460,0.0041087475
UQCRC2,0.6074484
MOSMO,0.108565874
EEF2K,0.027931405
POLR3E,0.07200679
CDR2,0.05308005
NPIPB5,0.013268623
HS3ST2,0.0
USP31,0.011250634
SCNN1B,0.2901861
COG7,0.10236366
ENSG00000260136,0.03291726
GGA2,0.11936064
UBFD1,0.07205008
NDUFAB1,0.98829997
PALB2,0.023416229
DCTN5,0.09372723
PRKCB,0.030302742
RBBP6,0.26526448
TNRC6A,0.16574496
ENSG00000261669,0.0
ARHGAP17,0.07423117
LCMT1,0.16071056
ZKSCAN2-DT,0.006051153
NSMCE1,0.23384848
NSMCE1-DT,0.0030567378
IL4R,0.06606801
GTF3C1,0.12080528
XPO6,0.07409443
CLN3,0.005921517
APOBR,0.003914893
NUPR1,0.30409557
SGF29,0.046918947
SULT1A1,0.10973578
EIF3C,0.027771201
ATXN2L,0.12124875
TUFM,0.7390622
SH2B1,0.07339067
RABEP2,0.0763563
NFATC2IP,0.1120743
SPNS1,0.007223144
LAT,0.0011783902
NPIPB11,0.002331796
BOLA2-SMG1P6,0.006346846
SPN,0.013743324
QPRT,0.15217027
C16orf54,0.018956192
KIF22,0.16804914
MAZ,0.2216962
PRRT2,0.018817298
PAGR1,0.007342328
MVP,0.16482851
CDIPT,0.25547692
SEZ6L2,0.05283295
KCTD13,0.033263866
TMEM219,0.58227676
TAOK2,0.05049361
HIRIP3,0.06500886
INO80E,0.12697133
ALDOA,0.101225495
PPP4C,0.3499225
TBX6,0.00468416
YPEL3,0.40708137
GDPD3,0.028172813
MAPK3,0.14053105
CORO1A,0.15440658
BOLA2B,0.08946749
SULT1A3,0.0017899461
ENSG00000258130,0.0
CD2BP2,0.20451458
TBC1D10B,0.07124187
ZNF48,0.026114829
SEPTIN1,0.10804598
ZNF771,0.0367747
DCTPP1,0.16368632
SEPHS2,0.34678358
ITGAL,0.029052816
ZNF768,0.07094134
ZNF747,0.038998622
ZNF747-DT,0.018521931
ZNF764,0.011393201
ZNF688,0.10673004
ZNF785,0.013009473
ZNF689,0.021513298
PRR14,0.063635245
FBRS,0.08557335
ENSG00000261840,0.039020017
PHKG2,0.100723594
RNF40,0.10401895
ZNF629,0.049590297
BCL7C,0.50587654
MIR762HG,0.041268613
CTF1,0.0626296
FBXL19,0.014250135
ORAI3,0.07067578
SETD1A,0.029323824
HSD3B7,0.060371447
STX4,0.12404195
ZNF668,0.026080439
VKORC1,0.47887456
BCKDK,0.1599791
KAT8,0.112858266
PRSS8,0.121442825
PRSS36,0.007864572
FUS,0.6157966
PYCARD,0.12172778
ITGAM,0.02278482
ITGAX,0.029103518
ENSG00000261474,0.0064468654
ENSG00000260267,0.010217898
TGFB1I1,0.15136802
RUSF1,0.094666064
KRBOX5,0.08672436
ZNF267,0.039224096
TP53TG3D,0.0
VPS35,0.3250444
C16orf87,0.07353112
GPT2,0.037206016
DNAJA2,0.31148854
NETO2,0.033248875
ITFG1,0.2376727
PHKB,0.21980043
LONP2,0.21397886
SIAH1,0.08994857
N4BP1,0.112953775
CBLN1,0.0
ENSG00000279249,0.0
CNEP1R1,0.024828663
HEATR3,0.018080344
TENT4B,0.059293397
ADCY7,0.027257724
BRD7,0.24416612
NKD1,0.010963121
CYLD,0.121873766
HNRNPA1L3,0.05189794
CHD9,0.43006185
RBL2,0.19003692
AKTIP,0.12708394
FTO,0.06259663
IRX3,0.02816037
CRNDE,0.055428207
IRX5,0.0045450563
MMP2,0.0753684
LPCAT2,0.13001458
ENSG00000261997,0.003126637
CES1,0.04050689
AMFR,0.22727711
NUDT21,0.15735468
OGFOD1,0.062946014
BBS2,0.089638606
MT2A,2.2281227
MT1E,1.5450168
MT1M,0.44608644
MT1A,0.08688459
MT1F,0.8082183
MT1G,1.0736115
MT1H,0.52568054
MT1X,1.2155677
NUP93,0.044274848
HERPUD1,0.7807068
CETP,0.013450997
NLRC5,0.033451915
CPNE2,0.09105093
PSME3IP1,0.18057978
RSPRY1,0.08676366
ARL2BP,0.21842371
PLLP,0.28891906
CX3CL1,0.11389189
CIAPIN1,0.1382056
COQ9,0.28862092
POLR2C,0.27724436
DOK4,0.051666114
CCDC102A,0.03119221
ADGRG1,0.39064175
KATNB1,0.03128257
KIFC3,0.19405107
ZNF319,0.0072893524
USB1,0.06295496
CFAP20,0.10839018
CSNK2A2,0.117859274
NDRG4,0.0061829193
SETD6,0.029310461
CNOT1,0.18198884
ENSG00000276259,0.007770153
SLC38A7,0.018233743
GOT2,0.14996333
CDH11,0.035645686
CDH5,0.07985683
LINC00920,0.008184163
TK2,0.076397784
CKLF,0.17607081
CMTM2,0.0
CMTM3,0.06574341
CMTM4,0.2071754
DYNC1LI2,0.2624901
NAE1,0.16165388
PDP2,0.027043885
RRAD,0.14645009
CIAO2B,0.76691943
CES2,0.14056797
CES4A,0.015633253
CBFB,0.07728588
PHAF1,0.022717021
B3GNT9,0.027273199
TRADD,0.14608335
HSF4,0.018645585
NOL3,0.12591137
MATCAP1,0.043844014
EXOC3L1,0.033868108
E2F4,0.11417406
ELMO3,0.04379801
FBXL9P,0.013981355
TMEM208,0.44925013
FHOD1,0.036759194
TPPP3,0.051954255
ZDHHC1,0.04882618
ATP6V0D1,0.37083933
RIPOR1,0.14551939
CTCF,0.15717137
ACD,0.064671785
PARD6A,0.09334157
ENKD1,0.047837988
GFOD2,0.033933315
RANBP10,0.029681649
CENPT,0.06507039
THAP11,0.0785522
NUTF2,0.2717055
PSKH1,0.07218465
PSMB10,0.04258115
LCAT,0.027773011
SLC12A4,0.057044357
DPEP2,0.007597176
DUS2,0.02338281
DDX28,0.048419088
NFATC3,0.033073742
PLA2G15,0.070573404
SLC7A6,0.029043978
SLC7A6OS,0.053955235
PRMT7,0.06748969
ZFP90,0.05576462
CDH1,0.1844307
TANGO6,0.0220629
CHTF8,0.14323565
UTP4,0.04636276
SNTB2,0.09237081
VPS4A,0.15458818
COG8,0.0
NIP7,0.110231236
TERF2,0.06507979
CYB5B,0.20500678
NFAT5,0.17556247
NQO1,0.19667906
NOB1,0.08478595
WWP2,0.10795589
PDPR,0.0776016
EXOSC6,0.16176346
AARS1,0.10565229
DDX19B,0.05612311
DDX19A,0.076391175
ST3GAL2,0.036516506
FCSK,0.03792205
COG4,0.09409002
SF3B3,0.13546439
MTSS2,0.04038163
VAC14,0.08432907
CMTR2,0.08138725
CALB2,0.0
TAT,0.0
MARVELD3,0.036638048
PHLPP2,0.021705093
AP1G1,0.15828466
ATXN1L,0.06403025
IST1,0.1830142
ZNF821,0.052982204
DHODH,0.036928028
TXNL4B,0.03309587
HP,0.0067476137
HPR,0.0
DHX38,0.056023978
ZFHX3,0.20547618
ENSG00000271009,0.005449994
ENSG00000261227,0.008798089
PSMD7,0.26511148
GLG1,0.34997746
RFWD3,0.03212176
MLKL,0.02728877
WDR59,0.07129754
ZNRF1,0.08392277
ZFP1,0.023106178
BCAR1,0.13419847
CFDP1,0.36840454
TMEM170A,0.13305748
TMEM231,0.031989995
GABARAPL2,1.0289783
ADAT1,0.05272666
KARS1,0.18305254
TERF2IP,0.40403524
MON1B,0.089003086
SYCE1L,0.11705631
NUDT7,0.11570902
WWOX,0.0933182
MAF,0.16535394
CDYL2,0.020463869
CMC2,0.32030547
CENPN,0.01833647
ATMIN,0.116635926
GCSH,0.4236071
GAN,0.02735647
CMIP,0.10716854
PLCG2,0.14826126
MPHOSPH6,0.11240813
CDH13,0.058213297
HSBP1,0.840445
MLYCD,0.079333
NECAB2,0.015212718
MBTPS1,0.27222234
HSDL1,0.037369795
TAF1C,0.07536824
WFDC1,0.15186727
MEAK7,0.042007614
COTL1,0.4025069
KLHL36,0.13121538
USP10,0.14197941
CRISPLD2,0.05443271
ZDHHC7,0.100269176
GSE1,0.09157562
GINS2,0.01351671
C16orf74,0.022086097
EMC8,0.10177979
COX4I1,1.8244836
IRF8,0.06915939
FENDRR,0.0
FOXF1,0.0
MTHFSD,0.028626988
FOXC2,0.049066193
C16orf95,0.0038877085
FBXO31,0.022165054
MAP1LC3B,0.5360853
ZCCHC14,0.07601306
KLHDC4,0.06305297
BANP,0.063225746
ZFPM1,0.19311632
ZC3H18,0.09926516
CYBA,0.76049155
MVD,0.10759292
SNAI3-AS1,0.010732884
RNF166,0.06946742
CTU2,0.032919787
PIEZO1,0.14149964
CDT1,0.0
APRT,0.71111286
TRAPPC2L,0.4348965
CBFA2T3,0.012060106
ACSF3,0.0645477
ZNF778,0.02637731
ANKRD11,0.32721424
ENSG00000268218,0.0
SPG7,0.18278793
RPL13,3.0946918
CPNE7,0.0051060407
CHMP1A,0.14946507
SPATA33,0.10088862
CDK10,0.108040094
VPS9D1,0.026511224
ZNF276,0.046627488
SPIRE2,0.014613084
TCF25,0.50994486
DEF8,0.111408934
DBNDD1,0.021475181
GAS8,0.06455015
DOC2B,0.064137205
RPH3AL,0.053138353
LIAT1,0.08658893
RFLNB,0.05387901
VPS53,0.08583049
TLCD3A,0.00817816
GEMIN4,0.027575823
GLOD4,0.28097388
MRM3,0.05974926
NXN,0.029335571
TIMM22,0.13382688
ABR,0.102969155
YWHAE,1.0029954
CRK,0.21569262
MYO1C,0.2568078
INPP5K,0.05737194
PITPNA-AS1,0.147121
PITPNA,0.16690099
SLC43A2,0.24175018
SCARF1,0.029158095
RILP,0.10220133
PRPF8,0.27195802
TLCD2,0.016762732
MIR22HG,0.26678798
WDR81,0.034941375
SERPINF1,0.16046415
SMYD4,0.035315637
RPA1,0.06267408
HIC1,0.020090897
SMG6,0.088424414
SRR,0.038842093
TSR1,0.070441954
SGSM2,0.095441155
MNT,0.04613857
METTL16,0.07212432
PAFAH1B1,0.3458255
CLUH,0.14263038
RAP1GAP2,0.07178024
OR3A3,0.0
TRPV3,0.0
CTNS,0.03600352
TAX1BP3,0.1716325
EMC6,0.4263294
P2RX5,0.0
ITGAE,0.19223054
NCBP3,0.13458388
CAMKK1,0.00977818
P2RX1,0.0054476573
ATP2A3,0.055573814
ZZEF1,0.0664939
CYB5D2,0.17316552
ANKFY1,0.07398375
UBE2G1,0.13732624
SPNS2,0.054333862
MYBBP1A,0.044164475
PELP1,0.067332365
ARRB2,0.09547223
MED11,0.15793836
CXCL16,0.12075266
ZMYND15,0.0071376483
VMO1,0.027594168
PSMB6,0.8098915
PLD2,0.018394087
MINK1,0.07810175
SLC25A11,0.42435038
RNF167,0.20061933
PFN1,1.3238028
SPAG7,0.44683242
CAMTA2,0.067865856
KIF1C,0.15899076
ZNF232,0.032909393
ZNF594,0.022336856
SCIMP,0.010163395
RABEP1,0.15946922
NUP88,0.06972748
RPAIN,0.3279029
ENSG00000263272,0.037936073
C1QBP,0.5767221
DHX33,0.035156664
DERL2,0.25413817
MIS12,0.050250877
NLRP1,0.0641223
WSCD1,0.023721328
KIAA0753,0.026689025
TXNDC17,0.64581585
MED31,0.1742028
XAF1,0.03998144
RNASEK,0.065761104
C17orf49,0.0387542
MIR497HG,0.015290669
BCL6B,0.025137717
CLEC10A,0.03681324
ASGR2,0.0
ASGR1,0.0010285396
DLG4,0.017519893
ACADVL,0.77688074
DVL2,0.042149093
PHF23,0.098987
GABARAP,0.11656266
CTDNEP1,0.21839616
ELP5,0.29334638
CLDN7,0.40441838
SLC2A4,0.027004002
YBX2,0.0097168535
EIF5A,0.5919504
GPS2,0.121406905
ACAP1,0.10301194
KCTD11,0.019780198
TMEM256,0.51607823
NLGN2,0.015655039
TMEM102,0.026251316
CHRNB1,0.04958264
ZBTB4,0.14145689
POLR2A,0.19292682
TNFSF12,0.22400092
SENP3,0.026085183
EIF4A1,0.06269633
CD68,0.022499459
MPDU1-AS1,0.037783887
MPDU1,0.23589998
FXR2,0.057086818
SAT2,0.61675227
ATP1B2,0.089866705
TP53,0.055377252
WRAP53,0.019758716
KDM6B,0.17193419
TMEM88,0.085765794
NAA38,0.75786495
CHD3,0.17804046
KCNAB3,0.0021401437
TRAPPC1,0.5786695
GUCY2D,0.0
ALOX15B,0.0
PER1,0.33514914
VAMP2,0.70801216
TMEM107,0.12730405
BORCS6,0.05140679
LINC00324,0.017238963
CTC1,0.030401666
PFAS,0.03077637
RANGRF,0.1465061
ARHGEF15,0.023275478
KRBA2,0.050223254
RPL26,2.5490398
NDEL1,0.12553068
MYH10,0.20577917
PIK3R5,0.021872379
STX8,0.25174987
GAS7,0.02424408
SCO1,0.12012685
ADPRM,0.029890211
TMEM220,0.10465077
TMEM220-AS1,0.008883733
MAP2K4,0.0678518
MYOCD,0.023532493
ARHGAP44,0.022305174
ELAC2,0.09745493
HS3ST3B1,0.02047075
ENSG00000266378,0.003748054
PMP22,0.16870366
CDRT4,0.0
TVP23C,0.0042412756
ENSG00000266538,0.0064810514
TRIM16,0.052591965
ZNF286A,0.010488172
ENSG00000276855,0.020508282
ZSWIM7,0.19732912
TTC19,0.22119486
NCOR1,0.4172372
PIGL,0.06323479
CENPV,0.09919968
UBB,1.872205
TRPV2,0.036321867
LRRC75A,0.035374932
ZNF287,0.024863567
ZNF624,0.01014625
CCDC144A,0.012660259
ENSG00000266302,0.0
MPRIP,0.27299014
FLCN,0.016889257
COPS3,0.17127334
NT5M,0.04562456
MED9,0.112701185
RASD1,0.55144477
PEMT,0.108611986
RAI1,0.03508781
SMCR5,0.005242159
SREBF1,0.078316525
TOM1L2,0.14484343
DRC3,0.023588983
ATPAF2,0.079477265
GID4,0.024372477
DRG2,0.12716775
ALKBH5,0.1885783
LLGL1,0.010355546
FLII,0.15980165
TOP3A,0.032357205
SMCR8,0.041219585
SHMT1,0.19845869
TRIM16L,0.019161548
TVP23B,0.036547784
PRPSAP2,0.086024955
GRAP,0.0062119146
ENSG00000263394,0.0
ENSG00000262202,0.0055332193
GRAPL,0.0
EPN2,0.14730288
B9D1,0.10131351
MAPK7,0.035301615
MFAP4,0.08963767
ALDH3A2,0.24911503
ULK2,0.04317319
AKAP10,0.05911138
SPECC1,0.07930791
USP22,0.26577544
DHRS7B,0.14176063
TMEM11,0.1474386
NATD1,0.016050974
MAP2K3,0.22149451
LINC02693,0.015469411
WSB1,0.87439495
KSR1,0.038734727
LGALS9,0.02674652
LYRM9,0.1738044
NLK,0.080553986
TMEM97,0.052796952
IFT20,0.21508248
TNFAIP1,0.08397185
POLDIP2,0.2546939
TMEM199,0.10826685
VTN,0.0012675076
SLC46A1,0.033743177
ENSG00000258472,0.016622031
UNC119,0.113541625
PIGS,0.07636654
ALDOC,0.022223707
SPAG5,0.008553017
ENSG00000265287,0.0
RSKR,0.0058731884
BLTP2,0.12146742
SDF2,0.30719125
SUPT6H,0.11750038
RAB34,0.31408593
RPL23A,1.9511013
NEK8,0.033276632
TRAF4,0.1287111
FAM222B,0.03835443
ERAL1,0.10293811
FLOT2,0.103378125
PHF12,0.048585728
PIPOX,0.034657165
MYO18A,0.025199154
NUFIP2,0.1716039
TAOK1,0.18192732
ABHD15,0.024017112
TP53I13,0.24776207
GIT1,0.050422687
ANKRD13B,0.006016814
SSH2,0.13012809
NSRP1,0.24960126
BLMH,0.09499715
CPD,0.16850223
GOSR1,0.21942793
CRLF3,0.02209421
ATAD5,0.017886272
TEFM,0.078388385
ADAP2,0.025439652
RNF135,0.09173253
MIR4733HG,0.005365514
NF1,0.15936537
EVI2B,0.055839125
EVI2A,0.013597505
RAB11FIP4,0.064206764
COPRS,0.4249329
UTP6,0.10948074
SUZ12,0.14956166
LRRC37B,0.016948765
RHOT1,0.087849386
C17orf75,0.11009698
ZNF207,0.25382724
ENSG00000266385,0.0
PSMD11,0.28979343
MYO1D,0.11872697
ENSG00000266599,0.0
TMEM98,0.13752434
CCL2,0.14771675
CCL7,0.0
CCL8,0.0
ZNF830,0.08763276
LIG3,0.039277773
RFFL,0.039052196
RAD51D,0.028751427
NLE1,0.021762276
UNC45B,0.005548136
SLFN5,0.08927092
