,KRP462
CACTIN,0.022190612
PIP5K1C,0.11060008
TJP3,0.09557754
APBA3,0.031675085
MRPL54,0.062174384
MATK,0.010511875
DAPK3,0.118990816
EEF2,0.36530018
PIAS4,0.09307592
ZBTB7A,0.22459263
MAP2K2,0.12930235
SIRT6,0.05484909
EBI3,0.0057462053
YJU2,0.050913688
TMIGD2,0.0025125265
STAP2,0.06774787
MPND,0.02392065
SH3GL1,0.19949989
UBXN6,0.1050464
HDGFL2,0.08052753
PLIN5,0.21467203
LRG1,0.0
SEMA6B,0.028002819
TNFAIP8L1,0.045440715
MYDGF,0.079337865
DPP9,0.17336562
FEM1A,0.023106176
ENSG00000269604,0.0050102947
TICAM1,0.13134228
PLIN3,0.14635806
KDM4B,0.40900436
PTPRS,0.2781624
TINCR,0.028088385
SAFB2,0.35867268
SAFB,0.37049842
RPL36,0.4305284
MICOS13,0.11780995
HSD11B1L,0.0
LONP1,0.15532918
DUS3L,0.016749568
NRTN,0.0075084004
NDUFA11,0.0005339823
VMAC,0.0
ENSG00000267571,0.025211241
CAPS,0.14258626
RANBP3,0.12164198
RFX2,0.44346437
MLLT1,0.11981298
CLPP,0.038856402
ALKBH7,0.071911134
PSPN,0.00512193
GTF2F1,0.084870815
KHSRP,0.116446465
CRB3,0.021264074
DENND1C,0.012367463
TNFSF9,0.015233718
TNFSF14,0.019004151
C3,0.25810125
GPR108,0.01889946
SH2D3A,0.20067428
VAV1,0.029294752
ZNF557,0.05795003
INSR,1.1996435
PEX11G,0.02445977
ZNF358,0.055297572
MCOLN1,0.02812497
PNPLA6,0.12328552
XAB2,0.05616787
PET100,0.014748312
STXBP2,0.077756524
RETN,0.00030697824
MCEMP1,0.0
TRAPPC5,0.0054654386
CLEC4G,0.0
CD209,0.0010472828
CLEC4M,0.0007859539
EVI5L,0.099617064
MAP2K7,0.13599104
TGFBR3L,0.0005114016
SNAPC2,0.008408766
CTXN1,0.020164862
TIMM44,0.09195966
ELAVL1,0.22539137
CERS4,0.3935598
CD320,0.04230962
NDUFA7,0.0005616726
RPS28,0.24124523
KANK3,0.092127524
ANGPTL4,0.19455072
RAB11B-AS1,0.053764645
RAB11B,0.16762796
MARCHF2,0.1348139
HNRNPM,0.6047433
PRAM1,0.012051286
ZNF414,0.021807391
MYO1F,0.07480411
ADAMTS10,0.058995165
ZNF558,0.04387137
ZNF317,0.06597161
ZNF559,0.0
ZNF426,0.06256658
ZNF121,0.12288785
ZNF561,0.069052905
ZNF562,0.18898016
FBXL12,0.10173179
UBL5,0.11652758
PIN1,0.07656605
OLFM2,0.032605987
SHFL,0.09497382
ANGPTL6,0.0022668312
PPAN,0.0
EIF3G,0.09160987
DNMT1,0.104689546
S1PR2,0.0
MRPL4,0.091292776
ICAM1,0.19415957
ZGLP1,0.013801886
ENSG00000167807,0.010221338
FDX2,0.0
RAVER1,0.032592274
ICAM3,0.010027967
TYK2,0.18268704
CDC37,0.2767772
PDE4A,0.09037116
KEAP1,0.06455265
ATG4D,0.10758726
KRI1,0.08895531
CDKN2D,0.013085807
AP1M2,0.086978026
SLC44A2,0.2686112
ILF3-DT,0.09275245
ILF3,0.40681976
QTRT1,0.22059551
DNM2,0.8624789
TMED1,0.034375686
C19orf38,0.012199198
CARM1,0.11979348
YIPF2,0.06778394
TIMM29,0.04277652
SMARCA4,0.49029145
LDLR,0.28670946
KANK2,0.19422445
DOCK6,0.35929972
RAB3D,0.085144036
TMEM205,6.252588e-05
CCDC159,0.046509042
PLPPR2,0.025243174
EPOR,0.10382142
RGL3,0.6246087
ODAD3,0.016363706
PRKCSH,0.1415361
ECSIT,0.12497539
CNN1,0.006236419
ELOF1,0.04142129
ZNF627,0.17035843
ACP5,0.029482536
ZNF823,0.13038717
ZNF441,0.09295111
ZNF439,0.14451629
ZNF69,0.4112375
ZNF700,0.0
ZNF763,0.021060586
ZNF844,0.15020314
ZNF788P,0.072889805
ZNF625,0.0
ZNF136,0.101040386
ZNF44,0.53925616
ZNF563,0.03586139
ZNF442,0.051302936
ENSG00000268744,0.01597166
ZNF799,0.0
ZNF564,0.0
ZNF791,0.20174372
MAN2B1,0.054174118
WDR83,0.039727103
WDR83OS,0.0025589655
DHPS,0.04823162
ENSG00000268945,0.01682603
FBXW9,0.025103875
TNPO2,0.17419548
TRIR,0.18582751
GET3,0.05198976
HOOK2,0.36459163
JUNB,0.68699723
PRDX2,0.0
DNASE2,0.026687568
GCDH,0.096082866
FARSA,0.058855783
CALR,0.2981252
ENSG00000267458,0.07157198
RAD23A,0.106859006
GADD45GIP1,0.08109142
NFIX,0.086436585
LYL1,0.009891549
TRMT1,0.0655693
NACC1,0.07040971
STX10,0.047376424
IER2,0.8140001
YJU2B,0.28114235
MRI1,0.06266724
C19orf53,0.07797671
ZSWIM4,0.16784196
MIR23AHG,0.4496261
CC2D1A,0.119833
DCAF15,0.049994033
RFX1,0.17678842
IL27RA,0.029905897
PALM3,0.12017327
MISP3,0.015152629
SAMD1,0.029414114
PRKACA,0.09483175
ASF1B,0.008330746
ADGRL1-AS1,0.039033417
ADGRL1,0.10911089
ADGRE5,0.13488398
DDX39A,0.051057953
PKN1,0.1486598
PTGER1,0.03302472
GIPC1,0.3558731
DNAJB1,0.27058133
TECR,0.19866064
NDUFB7,0.15735087
ZNF333,0.07470632
ADGRE2,0.08652355
SYDE1,0.024117623
ILVBL,0.074732296
NOTCH3,0.099545024
BRD4,0.72699904
AKAP8,0.19775051
AKAP8L,0.46084166
WIZ,0.04436207
RASAL3,0.017379327
PGLYRP2,0.0053505995
CYP4F12,0.04730337
TPM4,0.5406287
RAB8A,0.06406928
HSH2D,0.03316385
FAM32A,0.04523893
AP1M1,0.120682396
KLF2-DT,0.025507227
KLF2,0.19982427
EPS15L1,0.3164884
C19orf44,0.08225447
CHERP,0.0
SLC35E1,0.0
MED26,0.0
SMIM7,0.00062476395
TMEM38A,0.056050014
SIN3B,0.20979467
F2RL3,0.01311889
CPAMD8,0.21544194
HAUS8,0.02569125
MYO9B,0.36957735
USE1,0.03787193
OCEL1,0.030424062
NR2F6,0.06283668
USHBP1,0.042654604
BABAM1,0.0
ABHD8,0.04580576
MRPL34,0.040166143
DDA1,0.07763957
GTPBP3,0.032722082
PLVAP,0.10490666
BST2,0.09030008
BISPR,0.0
MVB12A,0.08938445
SLC27A1,0.17498507
PGLS,0.0961747
COLGALT1,0.07530952
MAP1S,0.037004035
FCHO1,0.009725415
JAK3,0.042044826
RPL18A,0.01484271
CCDC124,0.0562196
ARRDC2,0.0694985
IL12RB1,0.012221846
MAST3,0.12845422
PIK3R2,0.0
IFI30,0.0
MPV17L2,0.009771118
JUND,0.6696414
LSM4,0.08519835
PGPEP1,0.2588056
GDF15,0.45181102
LRRC25,0.0033276503
SSBP4,0.16757128
ISYNA1,0.10532386
ELL,0.2994767
FKBP8,0.12481533
KXD1,0.08059705
UBA52,0.29462203
CRLF1,0.020288242
REX1BD,0.11703811
KLHL26,0.030967088
CRTC1,0.3909458
UPF1,0.13148816
COPE,0.09809134
DDX49,0.049693033
HOMER3,0.005637085
SUGP2,0.3600585
ARMC6,0.038752075
SLC25A42,0.1716367
TMEM161A,0.08523889
BORCS8,0.0005321423
RFXANK,0.0493248
NR2C2AP,0.008555044
SUGP1,0.1158135
MAU2,0.2924626
GATAD2A,0.5587322
NDUFA13,0.00430333
PBX4,0.10518047
GMIP,0.017587112
ATP13A1,0.06265978
ZNF101,0.038756747
ZNF14,0.13415414
ZNF506,0.006381776
ZNF253,0.11236982
ZNF93,0.030867722
ZNF682,0.11556236
ZNF90,0.21075518
ENSG00000267383,0.16131267
ZNF486,0.17440866
ZNF737,0.15076944
ZNF626,0.0
ZNF66,0.054851107
ZNF85,0.05498729
ZNF430,0.11885919
ZNF714,0.096596055
ZNF431,0.2377096
ZNF708,0.2158856
ZNF738,0.040778477
ZNF493,0.10583648
LINC00664,0.0011058107
ZNF429,0.23190337
ZNF100,0.09602363
ZNF43,0.2601928
ZNF208,0.25658906
ZNF257,0.029483123
ZNF676,0.06455322
ZNF730,0.026908547
ZNF91,0.6535543
ZNF675,0.11676138
ZNF254,0.52665114
ENSG00000268362,0.0
LINC00662,0.19955571
ENSG00000261770,0.0
LINC02987,0.13512562
UQCRFS1,0.11234905
POP4,0.029332444
PLEKHF1,0.009369353
C19orf12,0.1543753
URI1,0.3966981
TSHZ3,0.11713513
ZNF507,0.15396588
DPY19L3,0.2003737
PDCD5,0.052760076
ANKRD27,0.16512369
NUDT19-DT,0.0029744217
NUDT19,0.045736916
CEP89,0.1980912
RHPN2,0.5817416
GPATCH1,0.091976754
LRP3,0.024424074
CEBPA,0.0044732825
CEBPG,0.049667343
PEPD,0.20998736
KCTD15,0.044116408
SUNO1,0.0024178326
LSM14A,0.7107819
GARRE1,0.4710751
GPI,0.29980984
PDCD2L,0.010903835
UBA2,0.29366142
WTIP,0.10262079
ZNF302,0.16246282
ZNF181,0.033658564
ZNF599,0.0100864405
ZNF30,0.035568565
ZNF792,0.005486765
GRAMD1A,0.16221657
SCN1B,0.010810813
HPN,0.61354226
FXYD3,0.04962859
LGI4,0.009628884
FXYD1,0.0038230296
FXYD5,0.047455646
LSR,0.2080195
USF2,0.11746725
HAMP,0.0
CD22,0.025121741
FFAR2,0.0
DMKN,0.16183278
TMEM147,0.064126216
HAUS5,0.040472303
RBM42,0.038524874
COX6B1,0.1808597
KMT2B,0.14203432
U2AF1L4,0.0
PSENEN,0.0
LIN37,0.0
HSPB6,0.0024457192
PROSER3,0.10647451
ARHGAP33,0.028637266
APLP1,0.0044312202
NFKBID,0.10292466
HCST,0.0045141377
TYROBP,0.007834197
LRFN3,0.0149069615
SDHAF1,0.013693752
SYNE4,0.03442874
ALKBH6,0.019208476
CLIP3,0.018210458
POLR2I,0.02708402
TBCB,0.08178465
CAPNS1,0.22345218
COX7A1,0.020168876
ZNF565,0.15051058
ZNF146,0.2359436
LINC00665,0.10276207
ZFP14,0.18366492
ZFP82,0.064960696
ZNF566,0.120955035
ZNF260,0.06374076
ZNF529,0.1307068
ZNF529-AS1,0.122140616
ZNF382,0.034786027
ZNF461,0.0708419
ZNF567,0.068807065
ZNF850,0.03212077
ZNF790-AS1,0.13389446
ZNF790,0.11392827
ZNF345,0.15080088
ZNF829,0.0150554925
ZNF568,0.09012157
ZNF420,0.19460224
ZNF585A,0.0
ZNF383,0.08070478
LINC01535,0.0232554
ZNF875,0.23859099
ENSG00000276846,0.000836591
ZNF569,0.08639786
ZNF570,0.023439864
ZNF793-AS1,0.0057844617
ZNF540,0.0921525
ZNF571,0.067484245
ZFP30,0.11734967
ZNF781,0.0
ZNF573,0.13064165
SIPA1L3,0.9625478
SPINT2,0.11904842
PPP1R14A,0.012344906
C19orf33,0.053935558
YIF1B,0.044633888
KCNK6,0.05976295
PSMD8,0.1243715
SPRED3,0.027623307
FAM98C,0.034915213
RASGRP4,0.0019493216
RYR1,0.020971967
MAP4K1,0.009849525
EIF3K,0.23506595
ACTN4,1.248926
CAPN12,0.15536119
LGALS4,0.01508359
ECH1,0.076416306
HNRNPL,0.2836967
RINL,0.012332947
SIRT2,0.15276153
NFKBIB,0.03977179
SARS2,0.03037937
MRPS12,0.038087245
FBXO17,0.3739345
FBXO27,0.03522027
PAK4,0.25728193
LRFN1,0.0028017429
GMFG,0.037304312
SAMD4B,0.37789452
PAF1,0.040755637
MED29,0.06962882
ZFP36,0.6893218
RPS16,0.34434143
SUPT5H,0.27975443
TIMM50,0.04938857
DLL3,0.00368498
EID2,0.013785251
DYRK1B,0.05347658
FBL,0.04507937
PSMC4,0.07186848
ZNF546,0.05728292
ZNF780B,0.41944036
ZNF780A,0.040317632
MAP3K10,0.06669972
AKT2,0.4027629
PLD3,0.39892337
PRX,0.035368018
SERTAD1,0.09429366
SERTAD3,0.05065011
BLVRB,0.13539042
SHKBP1,0.05667604
LTBP4,0.06791513
NUMBL,0.033116136
COQ8B,0.110463835
ITPKC,0.38325316
ACTMAP,0.018267497
SNRPA,0.070078865
RAB4B,0.0
EGLN2,0.0
AXL,0.11058794
HNRNPUL1,0.20726319
TGFB1,0.22305176
CCDC97,0.058768373
TMEM91,0.0
B9D2,0.023681551
EXOSC5,0.009895571
B3GNT8,0.008009202
DMAC2,0.042513944
PCAT19,0.064598694
LINC01480,0.0009801527
ENSG00000268027,0.00020330958
CEACAM21,0.0075600324
RPS19,0.5153406
ARHGEF1,0.13100305
RABAC1,0.15559101
ZNF574,0.016710285
POU2F2,0.045171384
DEDD2,0.04182554
GSK3A,0.034753338
ERF,0.0004397174
CIC,0.06842915
PAFAH1B3,0.02528855
MEGF8,0.103232644
CNFN,0.0068564545
LIPE-AS1,0.18081139
LIPE,0.0341789
CEACAM1,0.21634243
ETHE1,0.17119132
XRCC1,0.05222214
PINLYP,0.026977168
IRGQ,0.0033172034
ZNF576,0.0
ZNF428,0.0737223
CADM4,0.026866399
PLAUR,0.13675116
SMG9,0.0615619
ZNF283,0.06607263
ZNF155,0.11204164
ZNF230,0.013944699
ZNF224,0.10018361
ZNF225,0.020524856
ZNF234,0.05151126
ZNF226,0.07533747
ZNF227,0.06154168
ZNF235,0.24942382
ZNF233,0.015714254
ZNF112,0.017779315
ZNF180,0.049185198
PVR,0.08251278
BCL3,0.15709604
BCAM,0.5074675
NECTIN2,0.5296186
TOMM40,0.0561712
APOE,0.11993746
APOC1,0.002562056
CLPTM1,0.18427874
RELB,0.25850055
CLASRP,0.31121424
ZNF296,0.005292328
GEMIN7,0.001345776
MARK4,0.23489836
PPP1R37,0.0
TRAPPC6A,0.07623295
BLOC1S3,0.0
EXOC3L2,0.13190317
ERCC2,0.055369727
PPP1R13L,0.18272033
POLR1G,0.009358201
ERCC1,0.2653193
FOSB,0.7676675
RTN2,0.011516499
PPM1N,0.0064127836
VASP,0.15343557
OPA3,0.27153572
GPR4,0.0
EML2,0.15592948
SNRPD2,0.08957744
FBXO46,0.13016167
SIX5,0.020040842
DMPK,0.1331842
DMWD,0.007772947
SYMPK,0.3688108
IRF2BP1,0.014943179
MYPOP,0.06246879
NOVA2,0.058306247
CCDC61,0.03816194
HIF3A,0.12028775
PPP5C,0.17126416
CCDC8,0.025602622
PNMA8B,0.0
CALM3,0.0931337
PTGIR,0.01406931
DACT3,0.007651007
PRKD2,0.24872576
STRN4,0.07990183
SLC1A5,0.044943314
AP2S1,0.0966857
ARHGAP35,0.4197294
TMEM160,0.0723352
ZC3H4,0.13988306
SAE1,0.16400202
BBC3,0.027780073
CCDC9,0.092964225
INAFM1,0.046551004
C5AR1,0.22987281
C5AR2,0.0099467
DHX34,0.18540895
MEIS3,0.010861187
KPTN,0.01636828
NAPA,0.27085185
BICRA,0.0
EHD2,0.04395637
NOP53,0.08849691
SELENOW,0.24958105
SULT2A1,0.0026783159
PLA2G4C,0.1307702
LIG1,0.068571255
ZSWIM9,0.061315957
CARD8,0.20457137
CARD8-AS1,0.004676581
ZNF114,0.008275538
EMP3,0.053418618
TMEM143,0.10105922
KDELR1,0.15182644
GRWD1,0.032990206
KCNJ14,0.032331385
CYTH2,0.12339976
LMTK3,0.0771471
SULT2B1,0.08779514
RPL18,0.31444272
SPHK2,0.08177397
DBP,0.018627616
CA11,0.033995453
RASIP1,0.07444823
FUT1,0.010656515
BCAT2,0.1198022
HSD17B14,0.14204492
PLEKHA4,0.10970518
PPP1R15A,0.25185633
NUCB1,0.2121908
BAX,0.10634982
FTL,0.44257718
GYS1,0.16668646
RUVBL2,0.05031198
SNRNP70,0.67437816
LIN7B,0.016902186
PPFIA3,0.020123051
HRC,0.0019069158
TRPM4,0.19366059
CD37,0.009992292
TEAD2,0.08340282
ENSG00000268157,0.006581566
PIH1D1,0.07205005
ALDH16A1,0.013148815
FLT3LG,0.0
RPL13A,0.41077122
RPS11,0.32356584
FCGRT,0.17702743
RCN3,0.079455264
NOSIP,0.1310543
PRRG2,0.039166484
PRR12,0.11454555
RRAS,0.05147599
SCAF1,0.06592475
IRF3,0.272961
BCL2L12,0.020007685
PRMT1,0.12626728
ADM5,0.0077898204
CPT1C,0.0060931575
AP2A1,0.18444529
FUZ,0.030419704
ENSG00000269194,0.005818761
MED25,0.1363663
PTOV1-AS1,0.029034374
PTOV1,0.1348796
PNKP,0.15522105
AKT1S1,0.0
TBC1D17,0.117827795
IL4I1,0.028662533
NUP62,0.0
ATF5,0.039235517
VRK3,0.20066814
ZNF473,0.040840194
MYH14,0.24693751
KCNC3,0.16031797
NR1H2,0.12668501
POLD1,0.01332376
EMC10,0.1919226
MYREM,0.0008242314
JOSD2,0.032586116
C19orf81,0.008717988
CLEC11A,0.024856636
C19orf48P,0.043207627
CTU1,0.013001141
SIGLEC9,0.0027548482
SIGLEC7,0.0013191254
CD33,0.0018118449
ETFB,0.10876547
NKG7,0.0071123643
SIGLEC10,0.0033417156
SIGLEC8,0.00012484074
ZNF175,0.055253454
SIGLEC14,0.0
SPACA6,0.17973135
FPR1,0.009735037
FPR2,0.00048258447
FPR3,0.016889565
ZNF577,0.15231222
ZNF649,0.028319806
ZNF350,0.050427765
ZNF615,0.04379002
ZNF614,0.031322006
ZNF432,0.14664665
ZNF841,0.000932309
ZNF836,0.03891549
PPP2R1A,0.26166195
ZNF766,0.105837815
ZNF480,0.09632727
ZNF528,0.10129767
ZNF808,0.12182541
ZNF701,0.13456166
ZNF83,0.69680184
ZNF611,0.40292948
ZNF600,0.046686873
ZNF28,0.05765046
ZNF468,0.0
ZNF816-ZNF321P,0.0
ZNF816,0.0006744853
ZNF160,0.28582892
ZNF415,0.017170921
ZNF347,0.09683466
ZNF677,0.044161625
ZNF845,0.028781723
ZNF765,0.10235264
ZNF761,0.12211733
ZNF813,0.039451137
ZNF331,0.32517368
NLRP12,0.006276704
MYADM,0.19900736
CACNG8,0.0025930444
OSCAR,0.004149752
NDUFA3,0.07852683
TFPT,0.029684307
PRPF31,0.10160411
CNOT3,0.061349846
LENG1,0.020482108
TMC4,0.20726755
MBOAT7,0.1707834
TSEN34,0.045937393
RPS9,0.49766216
LILRB3,0.0041608075
LILRA6,0.00019165757
LILRB5,0.0034668148
LILRB2,0.004241031
LILRA5,0.0013904786
LILRA4,0.0
LAIR1,0.017355453
TTYH1,0.0051254528
LENG8-AS1,0.08188304
LENG8,0.513759
LENG9,0.033942897
CDC42EP5,0.03573652
LILRA2,0.0017212888
LILRA1,0.0004222465
LILRB1,0.00417055
LILRB4,0.002940067
ENSG00000268734,0.0
NCR1,0.0043683853
RDH13,0.161484
PPP1R12C,0.20549533
TNNT1,0.0023395207
TNNI3,0.0013833412
PPP6R1,0.15694943
HSPBP1,0.049206693
BRSK1,0.019567149
KMT5C,0.036028977
TMEM238,0.011846492
RPL28,0.48747113
UBE2S,0.038956594
ISOC2,0.0695365
ZNF628,0.0155527275
NAT14,0.042652037
SSC5D,0.02849396
ZNF579,0.03836484
FIZ1,0.031084642
ZNF524,0.033581205
ZNF865,0.048619736
ZNF580,0.009896538
ZNF581,0.0
CCDC106,0.044102628
U2AF2,0.09621378
EPN1,0.2697553
ZNF787,0.108739205
ZNF444,0.12786733
ZSCAN5A,0.30596557
ZNF582,0.029528748
ZNF582-DT,0.004050042
ZNF583,0.03879545
ZNF667-AS1,0.06165472
ZNF471,0.09505483
ZFP28,0.03183797
ZNF470,0.03016174
ZNF71,0.029715963
ZNF835,0.0042667543
PEG3,0.0
ZNF264,0.12378257
ZNF805,0.021821542
ENSG00000268713,0.011924347
ZNF460,0.08080054
ENSG00000268205,0.17564093
ZNF543,0.011186912
TRAPPC2B,0.0
ZNF548,0.0
ZNF772,0.00051613624
ZNF419,0.0
ZNF773,0.016514387
ZNF550,0.024779141
ZIK1,0.0075252187
ZNF134,0.03480455
ZNF211,0.033373963
ZNF551,0.0
ZNF154,0.03209218
ZNF776,0.029710427
ZNF552,0.1379086
ZNF587B,0.0
ZNF814,0.22937405
ZNF587,0.13308772
ZNF417,0.0
ZNF418,0.042877875
ZNF256,0.013607889
ZNF606,0.06315849
ZNF135,0.111391366
ZSCAN18,0.20487237
ZNF329,0.073855765
ZNF274,0.20355842
ZNF544,0.0
ZNF8-DT,0.07189345
ZNF8,0.0
ERVK3-1,0.014751266
ENSG00000283103,0.027519058
A1BG,0.022625452
ZNF837,0.01903407
RPS5,0.2087444
ZNF584,0.023595603
ZNF324,0.04514469
ZNF446,0.03098451
SLC27A5,0.053614765
ZBTB45,0.024608565
TRIM28,0.12972313
CHMP2A,0.07314598
UBE2M,0.049449623
MZF1-AS1,0.052086603
MZF1,0.24929865
SEPTIN14P23,0.023902167
IL17RA,0.100459024
HDHD5,0.07564861
ADA2,0.04017298
ATP6V1E1,0.183172
BCL2L13,0.3567089
BID,0.05576883
MICAL3,0.6988513
PEX26,0.1501018
USP18,0.034887113
TMEM191B,0.003919972
DGCR2,0.25987974
ESS2,0.03496519
SLC25A1,0.07211475
CLTCL1,0.10918011
HIRA,0.09771482
C22orf39,0.0045162444
MRPL40,0.030962808
UFD1,0.085532025
CDC45,0.0020110128
CLDN5,0.045551587
GNB1L,0.027380124
RTL10,0.0
TXNRD2,0.1139799
COMT,0.2234987
ARVCF,0.042725295
TANGO2,0.16637218
DGCR8,0.117601864
TRMT2A,0.052388567
RANBP1,0.0525799
ZDHHC8,0.07414804
DGCR6L,0.04222803
KLHL22,0.22999242
MED15,0.4136052
PI4KA,0.5311416
SNAP29,0.09558807
CRKL,0.08628907
LINC01637,0.01210175
LZTR1,0.1022715
THAP7,0.035183303
THAP7-AS1,0.0129563445
HIC2,0.11996067
TMEM191C,0.0047835475
UBE2L3,0.25758222
YDJC,0.025569791
SDF2L1,0.040879264
PPIL2,0.2270778
YPEL1,0.0785928
MAPK1,0.51557285
PPM1F,0.12946138
PPM1F-AS1,0.020290265
ENSG00000274422,0.17415386
BCR,0.5553609
RGL4,0.008973789
VPREB3,0.00084469706
CHCHD10,0.17129192
MMP11,0.0062157777
SMARCB1,0.1892443
SLC2A11,0.011568457
MIF,0.0018860273
MIF-AS1,0.008737752
GSTT2B,0.026350057
DDT,0.114608936
CABIN1,0.46340227
SUSD2,0.028263988
GGT5,0.024481468
SPECC1L,0.014878553
UPB1,0.12674405
GUCD1,0.069400884
SNRPD3,0.15474851
GGT1,0.22807403
KIAA1671,0.6934251
ENSG00000279110,0.048819516
LRP5L,0.13608934
GRK3,0.20831758
HPS4,0.17484863
SRRD,0.022488475
TFIP11,0.058964547
TPST2,0.28168184
CRYBB1,0.0009884817
MIAT,0.004183624
MIATNB,0.178629
MN1,0.030513253
PITPNB,0.41998407
TTC28,1.236925
HSCB,0.10998794
CCDC117,0.04472593
XBP1,0.18053633
ENSG00000226471,0.27722067
ZNRF3,0.78165925
EMID1,0.08631426
RHBDD3,0.06847515
EWSR1,0.42123452
GAS2L1,0.03843388
RASL10A,0.006539419
AP1B1,0.2106997
THOC5,0.08482063
NIPSNAP1,0.13398443
NF2,0.21387477
ZMAT5,0.036644228
UQCR10,0.15450086
ASCC2,0.18552606
MTMR3,0.6427695
OSM,0.0019843394
CASTOR1,0.011377805
TBC1D10A,0.108512476
SF3A1,0.0789181
RNF215,0.13131292
PES1,0.0935197
TCN2,0.07642298
SLC35E4,0.0402274
DUSP18,0.10931156
MORC2,0.101631545
SMTN,0.11594546
SELENOM,0.1196206
RNF185,0.19875827
LIMK2,0.31109017
PIK3IP1,0.06401463
PATZ1,0.07439388
LINC01521,0.0065308018
DRG1,0.17291562
EIF4ENIF1,0.16170453
SFI1,0.24202673
PISD,0.58572334
PRR14L,0.45178282
DEPDC5,0.0009232626
YWHAH,0.053883456
RTCB,0.15779436
FBXO7,0.1801717
TIMP3,0.62434685
LARGE1,0.94289064
HMGXB4,0.17378771
TOM1,0.21193027
HMOX1,0.054004915
MCM5,0.022397188
MB,0.0014187869
APOL6,0.079199016
RBFOX2,0.92375493
ENSG00000279927,0.0026605416
APOL3,0.04650822
APOL4,0.0142296385
APOL2,0.07568161
APOL1,0.07011896
MYH9,0.76030207
TXN2,0.07368774
FOXRED2,0.02145427
EIF3D,0.10623082
IFT27,0.08055605
PVALB,0.012155981
NCF4,0.0058183805
CSF2RB,0.0056201834
TST,0.077059306
MPST,0.09860867
KCTD17,0.012394587
IL2RB,0.010917445
RAC2,0.00574826
CYTH4,0.01765323
MFNG,0.015785929
CARD10,0.072899334
CDC42EP1,0.055656303
LGALS2,0.05630652
GGA1,0.25179616
SH3BP1,0.0001644527
PDXP-DT,0.0074035455
LGALS1,0.038370524
NOL12,0.0035911417
TRIOBP,0.25082517
H1-0,0.09604926
GCAT,0.05732045
ANKRD54,0.058355168
EIF3L,0.27790284
MICALL1,0.08035064
POLR2F,0.08187455
PICK1,0.090391375
ENSG00000272720,0.006919558
MAFF,0.27031425
TMEM184B,0.18774068
CSNK1E,0.07139168
DDX17,1.4842845
CBY1,0.099462174
TOMM22,0.037579507
JOSD1,0.14053275
GTPBP1,0.14570664
SUN2,0.1315148
ENSG00000272669,0.0
DNAL4,0.0
NPTXR,0.024008371
CBX6,0.15243538
APOBEC3A,0.0034258028
APOBEC3C,0.0
APOBEC3G,0.011015381
CBX7,0.11874254
PDGFB,0.06424378
RPL3,0.40596765
SYNGR1,0.067912266
TAB1,0.09658177
MIEF1,0.049169872
ATF4,0.26995343
RPS19BP1,0.064706884
GRAP2,0.03505241
TNRC6B,1.4821627
ADSL,0.0003447106
SGSM3,0.043175705
MRTFA,0.8287663
SLC25A17,0.17914742
ST13,0.20954487
XPNPEP3,0.2724602
RBX1,0.19339348
EP300,0.5440125
L3MBTL2,0.07631707
CHADL,0.008094264
RANGAP1,0.13862196
ZC3H7B,0.21694103
TEF,0.11382129
TOB2,0.20756404
PHF5A,0.037026376
ACO2,0.38598308
POLR3H,0.049840514
PMM1,0.06153864
DESI1,0.09259545
XRCC6,0.2999193
SNU13,0.14996704
C22orf46P,0.043545954
MEI1,0.01585364
CCDC134,0.048161812
SREBF2,0.5669218
NAGA,0.021072207
PHETA2,0.0070886146
SMDT1,0.06575009
NDUFA6,0.057581805
TCF20,0.4069038
LINC01315,0.0036012586
NFAM1,0.018866409
RRP7A,0.087290086
SERHL2,0.030246774
POLDIP3,0.1378378
ENSG00000270022,0.01002928
CYB5R3,0.23559839
A4GALT,0.22252114
ARFGAP3,0.35833624
PACSIN2,0.6574236
TTLL1,0.060537063
BIK,0.01854099
MCAT,0.03191897
TSPO,0.11510728
TTLL12,0.025951356
SAMM50,0.068933405
PARVB,0.14499153
PARVG,0.013125594
PRR5,0.057976212
NUP50-DT,0.17099579
NUP50,0.13322371
KIAA0930,0.11028934
FAM118A,0.0835496
FBLN1,0.030272653
ATXN10,0.71792096
MIRLET7BHG,0.47436106
PPARA,0.5528153
CDPF1,0.009010317
TTC38,0.23917641
TRMU,0.1486287
CELSR1,0.42039755
GRAMD4,0.12712885
CERK,0.08918375
TBC1D22A-DT,0.018837318
TBC1D22A,0.9715424
BRD1,0.21596892
ZBED4,0.11256705
ALG12,0.036168605
CRELD2,0.042364754
PIM3,0.3005436
PANX2,0.015976902
TRABD,0.13483325
SELENOO,0.31106374
TUBGCP6,0.11099285
HDAC10,0.056807604
MAPK12,0.02086498
PLXNB2,0.4044583
DENND6B,0.12338762
PPP6R2,0.9151523
SBF1,0.1002177
LMF2,0.10123404
NCAPH2,0.057052515
TYMP,0.11971146
CIMAP1B,0.07010178
ARSA,0.08444323
SHANK3,0.22862771
ENSG00000225929,0.0
RABL2B,0.13119511
ENSG00000275464,0.00716115
ENSG00000275895,0.020672144
ENSG00000280145,0.004208243
ENSG00000277991,0.00044292575
ENSG00000278932,0.075405136
HSPA13,0.037482753
SAMSN1,0.07313179
NRIP1,0.46531814
USP25,0.74432224
MIR99AHG,1.1466562
CXADR,0.2382098
BTG3,0.12159061
C21orf91,0.066590965
