,KRP461
TRIM25,0.07801268
COIL,0.066933215
SCPEP1,0.23333812
AKAP1,0.24802448
ENSG00000263089,0.03093436
MSI2,1.7579575
MRPS23,0.036590625
CUEDC1,0.32384375
VEZF1,0.119374745
ENSG00000264112,0.0
SRSF1,0.043191053
DYNLL2,0.08447164
TSPOAP1-AS1,0.06739301
MIR142HG,0.0016182039
SUPT4H1,0.037596107
MTMR4,0.20134197
SEPTIN4,0.0070617036
RAD51C,0.044825967
TRIM37,0.1586636
SKA2,0.08719751
PRR11,0.013080213
YPEL2,0.52755284
DHX40,0.16714713
ENSG00000273702,0.013195906
CLTC,0.503945
PTRH2,0.0903706
VMP1,0.7367235
TUBD1,0.10892556
RPS6KB1,0.18236329
RNFT1,0.049849097
HEATR6,0.027834026
USP32,0.54137135
APPBP2,0.43613523
BCAS3,1.716356
TBX2-AS1,0.0071032317
TBX2,0.23643908
LINC02875,0.0
INTS2,0.11225579
MED13,0.7342283
METTL2A,0.055512518
TLK2,0.5212399
ENSG00000277463,0.0
ENSG00000274565,0.00046968917
MRC2,0.019183118
TANC2,0.5380368
CYB561,0.039368775
ACE,0.0023953542
DCAF7,0.2566684
TACO1,0.026839625
MAP3K3,0.2968477
STRADA,0.009839444
LIMD2,0.0
CCDC47,0.14697126
DDX42,0.27709857
FTSJ3,0.07097076
PSMC5,0.062595166
SMARCD2,0.064511694
CD79B,0.0
SCN4A,0.001038709
ICAM2,0.008898474
ERN1,0.09586221
SNHG25,0.26163125
TEX2,0.20862365
PECAM1,0.06693166
MILR1,0.0035862348
POLG2,0.115075834
DDX5,1.0173128
CEP95,0.43691146
SMURF2,0.4636176
GNA13,0.19274949
RGS9,0.033214316
AXIN2,0.0070540565
CEP112,0.4762967
APOH,0.009382023
PRKCA,1.2050303
CACNG4,0.0026486712
HELZ,0.78115475
HELZ-AS1,0.03489129
PSMD12,0.16383196
PITPNC1,0.61777216
NOL11,0.07508771
BPTF,1.1071849
C17orf58,0.0014303814
KPNA2,0.017344916
ENSG00000278730,0.036866724
ENSG00000274561,0.019532787
AMZ2,0.03598275
ARSG,0.17489801
SLC16A6,0.008165083
WIPI1,0.16015476
PRKAR1A,0.26915064
FAM20A,0.18387188
ABCA8,0.016157338
ABCA9,0.11925933
ABCA6,0.10975902
ABCA5,0.8792224
MAP2K6,0.34652638
ENSG00000267653,0.013509881
KCNJ16,1.3520914
KCNJ2,0.0023471662
SLC39A11,0.6998826
SSTR2,0.061187483
COG1,0.053399473
VCF1,0.07612717
MTNAP1,0.07443335
CDC42EP4,0.09157418
SDK2,0.051438097
RPL38,0.170314
GPRC5C,0.21523471
CD300A,0.005485314
CD300C,0.0
CD300E,0.00569019
RAB37,0.007993517
CD300LF,0.002199981
NHERF1,0.14891818
NAT9,0.039602462
TMEM104,0.03553634
FDXR,0.014691451
HID1,0.023709033
CDR2L,0.02794896
MRPL58,0.030391293
KCTD2,0.059652895
ATP5PD,0.14596584
ARMC7,0.070060484
NT5C,0.10079487
JPT1,0.047281966
SUMO2,0.09563347
NUP85,0.098976776
GGA3,0.12528929
MRPS7,0.06580299
MIF4GD,0.014891008
MIF4GD-DT,0.00028975235
SLC25A19,0.016068287
GRB2,0.2783163
TMEM94,0.16329102
CASKIN2,0.057794232
TSEN54,0.07835994
LLGL2,0.93096906
RECQL5,0.13797235
SAP30BP,0.1927599
ITGB4,0.021515613
GALK1,0.0246912
H3-3B,0.25169772
UNK,0.26518622
UNC13D,0.025047058
WBP2,0.16556978
TRIM47,0.06705285
TRIM65,0.03904993
FBF1,0.026107794
ACOX1,0.2973876
TEN1,0.05479402
CDK3,0.05558459
SRP68,0.08634157
EXOC7,0.2364521
RNF157,0.1387302
UBALD2,0.064556964
PRPSAP1,0.11491874
SPHK1,0.0007784337
UBE2O,0.18737403
RHBDF2,0.033573624
CYGB,0.0
PRCD,0.0025855673
ENSG00000284526,0.0059320233
MXRA7,0.042246435
JMJD6,0.072191015
METTL23,0.03220728
SRSF2,0.25381684
MFSD11,0.18993016
SEC14L1,0.2960045
SEPTIN9,0.46533644
TNRC6C,0.3292732
TMC6,0.016929997
TMC8,0.009689743
SYNGR2,0.06685086
TK1,0.012896378
AFMID,0.65571743
LINC01993,0.010517181
SOCS3,0.114161454
PGS1,0.1306937
CYTH1,0.5105285
USP36,0.20634185
TIMP2,0.047890164
LGALS3BP,0.11736749
CANT1,0.034538634
C1QTNF1,0.015103636
ENGASE,0.056997087
CBX2,0.0014589258
CBX4,0.027884051
TBC1D16,0.24434301
GAA,0.09208055
EIF4A3,0.044415887
SGSH,0.03477466
SLC26A11,0.15265277
RNF213,0.8061938
RNF213-AS1,0.628656
ENDOV,0.110971086
RPTOR,0.6061182
CHMP6,0.03508207
BAIAP2-DT,0.022452254
BAIAP2,0.18464814
AATK,0.007695958
CEP131,0.020043053
TEPSIN,0.08502936
NDUFAF8,0.058072332
SLC38A10,0.32054287
ENSG00000262877,0.0345994
BAHCC1,0.06406214
ACTG1,0.51782197
FAAP100,0.06546332
NPLOC4,0.59445906
OXLD1,0.044564575
CCDC137,0.045518562
ARL16,0.14990784
HGS,0.16206825
ENSG00000262049,0.016559077
MRPL12,0.0
SLC25A10,0.15531783
MCRIP1,0.06626937
P4HB,0.18351759
ARHGDIA,0.10176033
ENSG00000263731,0.0030181145
ALYREF,0.0136184385
ANAPC11,0.052844062
NPB,0.0
PCYT2,0.07575439
SIRT7,0.09967391
MAFG,0.056431
PYCR1,0.0035056665
ASPSCR1,0.19335963
CENPX,0.02981198
LRRC45,0.027090276
RAC3,0.01126127
DCXR,0.11133297
RFNG,0.12268651
GPS1,0.1745891
DUS1L,0.0973662
FASN,0.030043427
CCDC57,0.38534254
SLC16A3,0.058854103
CSNK1D,0.33547595
CD7,0.0007372181
SECTM1,0.009657415
OGFOD3,0.077015184
HEXD,0.24151121
CYBC1,0.10448703
NARF,0.15205711
FOXK2,0.3226852
ENSG00000261845,0.007358268
WDR45B,0.17297623
RAB40B,0.2580435
FN3KRP,0.07705291
FN3K,0.47937503
TBCD,0.32791466
METRNL,0.06235294
USP14,0.24546647
THOC1,0.2961334
COLEC12,0.016851379
TYMS,0.028544324
ENOSF1,1.0607588
YES1,0.31786355
LINC00470,0.008454917
METTL4,0.057529766
NDC80,0.019420028
SMCHD1,0.5422664
EMILIN2,0.0062652775
LPIN2,0.31801787
MYOM1,0.14216647
ENSG00000272688,0.015507657
MYL12A,0.11781208
MYL12B,0.2024275
TGIF1,0.1216468
GAPLINC,0.0024954278
DLGAP1-AS1,0.04702715
LINC00667,0.08689229
ZBTB14,0.016999112
EPB41L3,0.97625184
L3MBTL4,1.6384715
L3MBTL4-AS1,0.008542095
PTPRM,1.6854098
RAB12,0.18509196
NDUFV2,0.25149584
ANKRD12,1.1637893
TWSG1,0.19078776
RALBP1,0.3374087
PPP4R1,0.29203397
RAB31,0.13656381
VAPA,0.60837007
APCDD1,0.0017090702
NAPG,0.21077465
PIEZO2,0.038911425
GNAL,0.059965298
CHMP1B,0.0
MPPE1,0.14870478
IMPA2,0.42524734
TUBB6,0.039271884
AFG3L2,0.37308967
PRELID3A,0.010380129
SPIRE1,0.54025686
PSMG2,0.16417444
CEP76,0.05532498
PTPN2,0.37250045
SEH1L,0.091805935
CEP192,0.38605392
LDLRAD4,0.6978619
FAM210A,0.103014946
RNMT,0.39331782
ZNF519,0.045896333
ROCK1,0.543776
ESCO1,0.33534017
SNRPD1,0.042685118
ABHD3,0.17027605
MIB1,0.48259884
GATA6,0.0076986733
RBBP8,0.3798628
CABLES1,0.419527
TMEM241,0.18010381
RIOK3,0.3754955
RMC1,0.0979856
NPC1,0.42835146
ANKRD29,0.04885746
LAMA3,0.061957
TTC39C,0.13973226
OSBPL1A,0.48747188
IMPACT,0.037974183
ZNF521,0.16305292
SS18,0.3072497
KCTD1,0.60356563
CDH2,0.40648544
DSC2,0.040582918
DSG2,0.2085555
TTR,0.004357076
B4GALT6,0.047982126
TRAPPC8,0.39067736
RNF125,0.022311147
RNF138,0.17669554
ENSG00000263393,0.0006940089
DTNA,0.2201659
MAPRE2,0.17522325
ZNF397,0.1488474
ZSCAN30,0.14216228
ZNF24,0.15477173
ZNF396,0.023153862
INO80C,0.001951769
GALNT1,0.2198081
C18orf21,0.02446888
RPRD1A,0.35968518
SLC39A6,0.06058409
ELP2,0.2606833
COSMOC,0.000817125
MOCOS,0.069332264
TPGS2,0.08354082
KIAA1328,0.6257869
CELF4,0.009866501
PIK3C3,0.39024788
SETBP1,1.4642215
SLC14A1,0.011672818
EPG5,0.33299536
PSTPIP2,0.032145504
ATP5F1A,0.27910665
HAUS1,0.04096898
ARK2N,0.17623693
ARK2C,0.015720794
PIAS2,0.4927732
KATNAL2,0.552812
HDHD2,0.023423221
IER3IP1,0.0
SMAD2,0.43958557
CTIF,0.31110823
SMAD7,0.1339724
DYM,0.9249571
C18orf32,0.019871052
RPL17-C18orf32,0.0
RPL17,0.0011023962
LIPG,0.037746254
ACAA2,0.07901753
SNHG22,0.09460573
MYO5B,0.39536932
MBD1,0.09961911
CXXC1,0.08605788
MRO,0.10809493
ME2,0.09217608
ELAC1,0.0
SMAD4,0.13727634
MEX3C,0.042752087
MBD2,0.21095127
ENSG00000277324,0.0
POLI,0.14740579
C18orf54,0.0055589746
RAB27B,0.003501131
CCDC68,0.070744805
TCF4,0.24066041
TXNL1,0.14921504
WDR7,0.53140783
FECH,0.06535668
NARS1,0.1873893
ATP8B1-AS1,0.0035546066
ATP8B1,0.26665282
NEDD4L,1.9476469
MALT1,0.40813917
ZNF532,0.29257455
SEC11C,0.052480455
LMAN1,0.19637683
CCBE1,0.12371768
PMAIP1,0.004142978
RNF152,1.071702
PIGN,0.37757212
RELCH,0.3234672
TNFRSF11A,0.003202995
ZCCHC2,0.2037798
PHLPP1,0.4709037
BCL2,0.8037283
KDSR,0.18862163
VPS4B,0.21022297
SERPINB2,0.0012812451
ENSG00000283667,0.0024990633
SERPINB8,0.0055833855
CDH19,0.0016374105
DSEL,0.07177246
TMX3,0.21207882
CCDC102B,0.14727002
DOK6,0.39960355
CD226,0.099635296
RTTN,0.6255726
SOCS6,0.097486295
TIMM21,0.05115582
CYB5A,0.60291916
CNDP2,0.23106809
ZNF407-AS1,0.05303343
ZNF407,0.79454666
PTGR3,0.09187074
TSHZ1,0.2745175
ZNF516,0.50869197
ZNF236,0.24385004
MBP,0.4423319
ATP9B,0.91406626
NFATC1,0.06458375
CTDP1,0.11263195
SLC66A2,0.2270292
HSBP1L1,0.19456698
TXNL4A,0.15168537
RBFA,0.0
RBFADN,0.0
ADNP2,0.22956875
PARD6G,0.051441744
C20orf96,0.06364698
ZCCHC3,0.0192224
SOX12,0.04914771
NRSN2,0.03440442
TRIB3,0.010048476
RBCK1,0.14515899
TBC1D20,0.09296841
CSNK2A1,0.62964046
TCF15,0.0018005518
FAM110A,0.008456526
PSMF1,0.19571738
TMEM74B,0.0028696354
SDCBP2,0.009765989
FKBP1A,0.001817255
NSFL1C,0.08930173
SIRPB2,0.0030125638
SIRPA,0.042177197
STK35,0.10068223
SNRPB,0.04694065
NOP56,0.0869763
IDH3B,0.05818932
EBF4,0.040265176
PCED1A,0.15796368
VPS16,0.018104121
PTPRA,0.5359359
MRPS26,0.05239613
UBOX5,0.08341615
FASTKD5,0.0
LZTS3,0.10835756
DDRGK1,0.0703705
ITPA,0.10563956
DNAAF9,1.275926
ATRN,0.6491094
SIGLEC1,0.0036662281
HSPA12B,0.006764388
ADISSP,0.0096478155
CENPB,0.029398557
CDC25B,0.04239548
AP5S1,0.02435396
MAVS,0.29976723
PANK2-AS1,0.0202741
PANK2,0.15577938
RNF24,0.2622145
SMOX,0.011698213
PRNP,0.05722462
RASSF2,0.006951307
SLC23A2,0.20618722
TMEM230,0.13496506
PCNA,0.027866282
CDS2,0.15553609
GPCPD1,0.31755263
SHLD1,0.16514215
TRMT6,0.018401638
MCM8,0.044194486
CRLS1,0.22417426
BMP2,0.0031598115
TMX4,0.13343829
PLCB1,0.29786515
PLCB4,0.35441992
MKKS,0.057559077
SLX4IP,0.5031604
JAG1,0.16496773
BTBD3,0.16642946
TASP1,0.5053096
ESF1,0.29914707
NDUFAF5,0.211905
FLRT3,0.13934456
KIF16B,0.6447768
SNRPB2,0.11474287
DSTN,0.36912203
RRBP1,0.4576935
SNX5,0.18450415
OVOL2,0.16905834
MGME1,0.20950006
PET117,0.0095921755
KAT14,0.06886596
ZNF133,0.21084525
POLR3F,0.03861352
RBBP9,0.019871157
SEC23B,0.23241173
SMIM26,0.0039236397
DTD1,0.02365482
SLC24A3,0.17128792
RIN2,0.88926613
NAA20,0.1358545
CRNKL1,0.06418844
RALGAPA2,0.91731083
KIZ,0.32318765
KIZ-AS1,0.059896402
XRN2,0.2771676
THBD,0.011342618
CD93,0.020181786
NXT1,0.012533316
GZF1,0.03810537
NAPB,0.15171504
CST3,0.17760935
CST7,0.0
APMAP,0.06257843
ACSS1,0.3022748
ENTPD6,0.12623298
PYGB,0.10953323
ABHD12,0.21113382
ZNF337,0.14328463
REM1,0.0
HM13,0.26262844
ID1,0.06977892
COX4I2,0.0018420989
BCL2L1,0.5561924
FOXS1,0.0
PDRG1,0.02450646
CCM2L,0.01730792
HCK,0.01666103
TM9SF4,0.2694957
PLAGL2,0.054832425
POFUT1,0.07447117
KIF3B,0.2747886
ASXL1,0.7217761
NOL4L,0.10395656
ENSG00000277301,0.0
COMMD7,0.000572131
MAPRE1,0.11050494
ENSG00000260257,0.019605285
BPIFB1,0.0013048999
CDK5RAP1,0.14295599
SNTA1,0.08931518
CBFA2T2,0.7633027
NECAB3,0.052755516
PXMP4,0.0461201
ZNF341,0.055952556
CHMP4B,0.10454582
RALY-AS1,0.0063828267
RALY,0.34239736
EIF2S2,0.23167956
ASIP,0.037240088
AHCY,0.085812785
ITCH,0.75973666
DYNLRB1,0.1531411
MAP1LC3A,0.083585545
NCOA6,0.5151691
TP53INP2,0.08144331
ACSS2,0.43927345
GSS,0.11329811
TRPC4AP,0.5331053
EDEM2,0.11205778
PROCR,0.04033423
MMP24OS,0.15651505
EIF6,0.01234231
UQCC1,0.32542786
CEP250,0.07082223
ERGIC3,0.23221132
CPNE1,0.13620484
RBM12,0.0
NFS1,0.05140342
ROMO1,0.047347706
RBM39,1.0992378
PHF20,0.40564495
SCAND1,0.08822741
NORAD,0.1745223
EPB41L1,0.6305432
AAR2,0.043202437
DLGAP4,0.28239012
MYL9,0.03699704
TGIF2,0.0009632637
RAB5IF,0.03781873
SLA2,0.010863203
NDRG3,0.1470093
DSN1,0.03165529
MTCL2,0.1328751
SAMHD1,0.049455497
RBL1,0.075682186
RPN2,0.20412074
MANBAL,0.040160708
SRC,0.14526595
BLCAP,0.24809213
CTNNBL1,0.20224547
TTI1,0.12974876
RPRD1B,0.19176444
TGM2,0.019826813
RALGAPB,0.34859368
ACTR5,0.028711718
PPP1R16B,0.26985142
FAM83D,0.015582745
DHX35,0.14780119
MAFB,0.0076026246
TOP1,0.5677878
PLCG1-AS1,0.034501407
ZHX3,0.9215091
LPIN3,0.24605036
CHD6,0.717112
PTPRT,0.040024906
SRSF6,0.27013487
IFT52,0.09312152
TOX2,0.013799675
JPH2,0.011840866
OSER1,0.09507983
OSER1-DT,0.017324656
FITM2,0.03810045
TTPAL,0.0519748
SERINC3,0.14363745
PKIG,0.25723082
ADA,0.010255413
CCN5,0.0
KCNK15,0.00043862703
YWHAB,0.17659447
TOMM34,0.02763325
STK4,0.17442548
SDC4,0.5167017
SYS1,0.0
PIGT,0.067276396
WFDC2,0.20958464
DNTTIP1,0.05000037
UBE2C,0.0016410797
SNX21,0.06365403
ACOT8,0.0655678
ZSWIM3,0.02703755
ZSWIM1,0.007264097
CTSA,0.31208634
PLTP,0.008128121
PCIF1,0.025684603
ZNF335,0.09285895
MMP9,0.00046235463
NCOA5,0.16781604
CD40,0.022984808
SLC35C2,0.116390675
ELMO2,0.09630455
TP53RK,0.010417198
SLC2A10,0.015823677
EYA2,0.47408414
ZMYND8,0.6451505
NCOA3,0.44064343
SULF2,0.29108953
PREX1,0.04114685
ENSG00000278231,0.0005098556
ARFGEF2,0.5837127
CSE1L,0.17132092
STAU1,0.46251342
DDX27,0.1127388
ZNFX1,0.088158034
ZFAS1,0.0994906
PTGIS,0.0063828058
B4GALT5,0.608298
SLC9A8,0.2132507
SPATA2,0.016392734
RNF114,0.21169473
SNAI1,0.0060206233
UBE2V1,0.0
PEDS1,0.0
CEBPB,0.015510894
PELATON,0.0007040749
PTPN1,0.3207923
RIPOR3,0.1987123
PARD6B,0.57428706
BCAS4,0.06345009
ADNP,0.6524145
DPM1,0.15309596
MOCS3,0.0024846385
NFATC2,0.05791177
ATP9A,0.25041962
TSHZ2,0.08863945
ZNF217-AS1,0.013187996
ZNF217,0.17206421
BCAS1,0.011274537
PFDN4,0.024062088
DOK5,0.034911428
CBLN4,0.0
FAM210B,0.034148104
CSTF1,0.01874369
CASS4,0.012924324
RTF2,0.11424289
TFAP2C,0.00037221413
RAE1,0.064358756
RBM38,0.0300717
ZBP1,0.0036655783
PMEPA1,0.058235265
RAB22A,0.17951077
VAPB,0.20229344
STX16,0.0037882195
NPEPL1,0.08631424
GNAS,0.58286244
NELFCD,0.10892482
CTSZ,0.06336739
ATP5F1E,0.2521425
PRELID3B,0.017785529
FAM217B,0.05656883
PPP1R3D,0.0055249534
TAF4,0.17295119
LSM14B,0.050874583
PSMA7,0.127733
SS18L1,0.16841936
MTG2,0.13165906
OSBPL2,0.23989972
ADRM1,0.026931664
LAMA5,0.22449109
RPS21,0.055132102
CABLES2,0.01567916
GATA5,0.0045221173
SLCO4A1,0.012167875
MRGBP,0.031994283
OGFR,0.13373853
TCFL5,0.029352034
DIDO1,0.32018054
GID8,0.087066256
YTHDF1,0.08125658
BIRC7,0.0
ARFGAP1,0.18762963
EEF1A2,0.00041210433
PPDPF,0.2514911
HELZ2,0.027346257
GMEB2,0.10122682
MHENCR,0.05004137
STMN3,0.016592517
ARFRP1,0.09557425
SLC2A4RG,0.2947345
ZBTB46,0.19685078
TPD52L2,0.13226955
DNAJC5,0.25946966
UCKL1,0.118313104
ZNF512B,0.110358745
SAMD10,0.021079883
PRPF6,0.20816179
C20orf204,0.007145242
SOX18,0.0052134935
TCEA2,0.04697747
RGS19,0.0010790005
OPRL1,0.0010700554
PCMTD2,0.2722495
PLPP2,0.010759511
MIER2,0.054997485
SHC2,0.06163528
TPGS1,0.039332785
CDC34,0.04674813
GZMM,0.0009786721
BSG,0.39701885
POLRMT,0.055262968
FGF22,0.0038547798
RNF126,0.07336788
FSTL3,0.049607955
PALM,0.23543645
MISP,0.022505146
PTBP1,0.2292287
PLPPR3,0.00037015168
CFD,0.00276683
MED16,0.063377716
R3HDM4,0.05908055
ARID3A,0.24394329
WDR18,0.08726832
TMEM259,0.3902532
CNN2,0.08025421
ABCA7,0.056540735
ARHGAP45,0.0066032726
POLR2E,0.07690496
GPX4,0.29226482
SBNO2,0.16175033
STK11,0.15337001
ATP5F1D,0.21997872
MIDN,0.21201667
CIRBP,0.6511909
FAM174C,0.031868502
PWWP3A,0.26468015
NDUFS7,0.124741286
GAMT,0.06209057
DAZAP1,0.2415616
RPS15,0.29117933
ENSG00000268798,0.0012156893
C19orf25,0.12525396
REEP6,0.019104829
ADAMTSL5,0.00065089314
MEX3D,0.012205045
MBD3,0.11544402
UQCR11,0.033731423
TCF3,0.0933704
ATP8B3,0.008234372
REXO1,0.13802603
KLF16,0.012955321
ENSG00000261526,0.010837971
ABHD17A,0.088951185
SCAMP4,0.10622049
CSNK1G2,0.17163338
BTBD2,0.14981017
MKNK2,0.12660041
MOB3A,0.09157817
AP3D1,0.33544827
DOT1L,0.29526004
PLEKHJ1,0.13158488
SF3A2,0.050712217
OAZ1,0.0
LSM7,0.09110417
SPPL2B,0.31722793
TIMM13,0.07634016
LMNB2,0.020892335
GADD45B,0.6949964
GNG7,0.41818023
DIRAS1,0.008969899
SLC39A3,0.0
SGTA,0.120300725
THOP1,0.051118825
ZNF555,0.04480552
ZNF77,0.016315954
TLE6,0.009183632
TLE2,0.08491381
TLE5,0.24279542
GNA11,0.14517531
GNA15,0.0026013528
S1PR4,0.0
NCLN,0.07392208
NFIC,0.52830863
DOHH,0.025775213
FZR1,0.08837959
MFSD12,0.22253694
HMG20B,0.11009921
GIPC3,0.00087728846
TBXA2R,0.004947716
CACTIN,0.026963307
PIP5K1C,0.0965553
TJP3,0.09751288
APBA3,0.04022244
MRPL54,0.05136794
MATK,0.0065706642
DAPK3,0.061799224
EEF2,0.30997103
PIAS4,0.09512117
ZBTB7A,0.20696677
MAP2K2,0.106758855
SIRT6,0.050285563
EBI3,0.0012476933
YJU2,0.05342077
TMIGD2,0.00077399204
STAP2,0.051939618
MPND,0.028020425
SH3GL1,0.18192153
UBXN6,0.10145795
HDGFL2,0.062956855
PLIN5,0.23638926
LRG1,0.0
SEMA6B,0.013915327
TNFAIP8L1,0.04049159
MYDGF,0.0501694
DPP9,0.14335658
FEM1A,0.017548976
ENSG00000269604,0.004440604
TICAM1,0.11686493
PLIN3,0.086396724
KDM4B,0.38778353
PTPRS,0.33573127
TINCR,0.023800872
SAFB2,0.5354726
SAFB,0.34240615
RPL36,0.30171123
MICOS13,0.13591966
HSD11B1L,0.0
LONP1,0.12388738
DUS3L,0.01874007
NRTN,0.015209365
NDUFA11,0.00093175354
VMAC,0.0
ENSG00000267571,0.017417947
CAPS,0.11298028
RANBP3,0.12593468
RFX2,0.18221435
MLLT1,0.10419845
CLPP,0.030208714
ALKBH7,0.047236323
PSPN,0.011785189
GTF2F1,0.06319839
KHSRP,0.108531766
CRB3,0.014471286
DENND1C,0.012788305
TNFSF9,0.0008046666
TNFSF14,0.0007663067
C3,0.013053428
GPR108,0.017846817
SH2D3A,0.08380593
VAV1,0.014438833
ZNF557,0.05211536
INSR,1.5897815
PEX11G,0.027626932
ZNF358,0.059538826
MCOLN1,0.03823116
PNPLA6,0.11055003
XAB2,0.037097488
PET100,0.01005548
STXBP2,0.07641535
RETN,0.0
MCEMP1,0.0
TRAPPC5,0.0048351977
CLEC4G,0.0
CD209,0.00048688555
CLEC4M,0.0007951007
EVI5L,0.0753123
MAP2K7,0.1383314
TGFBR3L,0.0008764909
SNAPC2,0.0096400175
CTXN1,0.002064766
TIMM44,0.14614518
ELAVL1,0.22515489
CERS4,0.5662548
CD320,0.027575472
NDUFA7,0.0026621062
RPS28,0.2113457
KANK3,0.04783588
ANGPTL4,0.023296874
RAB11B-AS1,0.04852099
RAB11B,0.12568305
MARCHF2,0.06801783
HNRNPM,0.52036935
PRAM1,0.00936482
ZNF414,0.029027028
MYO1F,0.031643283
ADAMTS10,0.025436638
ZNF558,0.03578964
ZNF317,0.056632064
ZNF559,0.0
ZNF426,0.063186355
ZNF121,0.10294061
ZNF561,0.06540925
ZNF562,0.1330372
FBXL12,0.09328568
UBL5,0.08300842
PIN1,0.055142313
OLFM2,0.012941474
SHFL,0.08740827
ANGPTL6,0.0016041619
PPAN,0.0
EIF3G,0.061005536
DNMT1,0.06751675
S1PR2,0.0
MRPL4,0.08077715
ICAM1,0.08566424
ZGLP1,0.02856062
ENSG00000167807,0.018316738
FDX2,0.0
RAVER1,0.02362465
ICAM3,0.014225646
TYK2,0.15287285
CDC37,0.21370032
PDE4A,0.021810692
KEAP1,0.056606237
ATG4D,0.16647366
KRI1,0.09090022
CDKN2D,0.016220083
AP1M2,0.069708794
SLC44A2,0.108632706
ILF3-DT,0.09271637
ILF3,0.35640484
QTRT1,0.19225365
DNM2,0.71604073
TMED1,0.039842498
C19orf38,0.016203824
CARM1,0.12657003
YIPF2,0.0556709
TIMM29,0.035280716
SMARCA4,0.38722962
LDLR,0.41545933
KANK2,0.069279484
DOCK6,0.15754117
RAB3D,0.025404504
TMEM205,0.00052330375
CCDC159,0.049890846
PLPPR2,0.018327232
EPOR,0.121446386
RGL3,0.572158
ODAD3,0.0147074675
PRKCSH,0.15395853
ECSIT,0.13847229
CNN1,0.0025378892
ELOF1,0.03238203
ZNF627,0.17257868
ACP5,0.084407486
ZNF823,0.1149301
ZNF441,0.09079076
ZNF439,0.1114668
ZNF69,0.43710256
ZNF700,0.0
ZNF763,0.029250676
ZNF844,0.1538582
ZNF788P,0.06435671
ZNF625,0.0
ZNF136,0.07287372
ZNF44,0.48880386
ZNF563,0.037833788
ZNF442,0.031197779
ENSG00000268744,0.01219797
ZNF799,0.0
ZNF564,0.0
ZNF791,0.20851493
MAN2B1,0.03914275
WDR83,0.039672468
WDR83OS,0.0026300158
DHPS,0.05625683
ENSG00000268945,0.0102329785
FBXW9,0.034910787
TNPO2,0.16811775
TRIR,0.1158114
GET3,0.038191766
HOOK2,0.46747848
JUNB,0.4124746
PRDX2,0.0
DNASE2,0.021289527
GCDH,0.11244369
FARSA,0.04932947
CALR,0.22932328
ENSG00000267458,0.07023867
RAD23A,0.112589896
GADD45GIP1,0.046897136
NFIX,0.117385894
LYL1,0.0027004227
TRMT1,0.059248846
NACC1,0.06949554
STX10,0.061784852
IER2,0.48915368
YJU2B,0.23642924
MRI1,0.12289566
C19orf53,0.044936664
ZSWIM4,0.07534609
MIR23AHG,0.073512
CC2D1A,0.111512415
DCAF15,0.051770937
RFX1,0.16427524
IL27RA,0.016635498
PALM3,0.15873303
MISP3,0.028345423
SAMD1,0.017680176
PRKACA,0.08615841
ASF1B,0.006005599
ADGRL1-AS1,0.033670142
ADGRL1,0.086999476
ADGRE5,0.018298546
DDX39A,0.057050463
PKN1,0.07600931
PTGER1,0.01699592
GIPC1,0.17759864
DNAJB1,0.20922683
TECR,0.21904123
NDUFB7,0.1556481
ZNF333,0.051337384
ADGRE2,0.010075879
SYDE1,0.012263621
ILVBL,0.09867514
NOTCH3,0.07683006
BRD4,0.64188975
AKAP8,0.19373238
AKAP8L,0.47607726
WIZ,0.041962072
RASAL3,0.0038550505
PGLYRP2,0.009049163
CYP4F12,0.06765371
TPM4,0.25242338
RAB8A,0.054628033
HSH2D,0.009804415
FAM32A,0.035430294
AP1M1,0.14698616
KLF2-DT,0.0042853453
KLF2,0.02273705
EPS15L1,0.4059439
C19orf44,0.07274402
CHERP,0.0
SLC35E1,0.0
MED26,0.0
SMIM7,0.0
TMEM38A,0.12152479
SIN3B,0.2074363
F2RL3,0.0044675944
CPAMD8,0.07219278
HAUS8,0.024968512
MYO9B,0.22615318
USE1,0.043848824
OCEL1,0.026809659
NR2F6,0.06276624
USHBP1,0.0275482
BABAM1,0.0
ABHD8,0.054247297
MRPL34,0.061019123
DDA1,0.03396536
GTPBP3,0.03931944
PLVAP,0.03673461
BST2,0.026811995
BISPR,0.0
MVB12A,0.06807611
SLC27A1,0.14246769
PGLS,0.06527114
COLGALT1,0.059776247
MAP1S,0.03362349
FCHO1,0.0048596533
JAK3,0.006968371
RPL18A,0.0068187607
CCDC124,0.04662832
ARRDC2,0.016989037
IL12RB1,0.005536325
MAST3,0.22534288
PIK3R2,0.0
IFI30,0.0
MPV17L2,0.009439707
JUND,0.30086204
LSM4,0.06718876
PGPEP1,0.3764969
GDF15,0.30298525
LRRC25,0.0025910663
SSBP4,0.06322818
ISYNA1,0.090542234
ELL,0.25788054
FKBP8,0.09029503
KXD1,0.06060887
UBA52,0.18299673
CRLF1,0.017631965
REX1BD,0.103114694
KLHL26,0.025714744
CRTC1,0.3661364
UPF1,0.14294404
COPE,0.085681885
DDX49,0.05445853
HOMER3,0.0032824744
SUGP2,0.41619375
ARMC6,0.035809916
SLC25A42,0.38455597
TMEM161A,0.11377858
BORCS8,0.0
RFXANK,0.044621274
NR2C2AP,0.0079972185
SUGP1,0.1103917
MAU2,0.33577225
GATAD2A,0.41261166
NDUFA13,0.0052579963
