,PRE018-1
ENSG00000233547,0.004911199
ENSG00000233553,0.0
B4GALT1-AS1,0.017365137
ENSG00000233569,0.0025140762
LINC00690,0.0
ENSG00000233571,0.0
ENSG00000233574,0.0
ENSG00000233577,0.0
ENSG00000233581,0.0
LINC01884,0.0
ENSG00000233589,0.0
LINC02640,0.0013890186
LINC02609,0.00429901
LINC01851,0.0
LINC01392,0.0
TWIST2,0.0
LINC00462,0.0
GBX2-AS1,0.0
DCUN1D2-AS,0.0
ENSG00000233616,0.0
USH2A-AS2,0.0
ENSG00000233625,0.0
C4A-AS1,0.0
ENSG00000233633,0.0
ENSG00000233635,0.0
GPR158-AS1,0.0
LINC02625,0.0
ENSG00000233645,0.0
ENSG00000233651,0.0
NEMP2-DT,0.013496841
IGHD4-4,0.0
ENSG00000233656,0.0
SPIN4-AS1,0.0
PIRT,0.0
RNASEH2B-AS1,0.0
FNDC1-AS1,0.0
LINC01865,0.0
ENSG00000233689,0.0
PBX1-AS1,0.0
LINC02579,0.0
TTTY18,0.0
PRR23C,0.0
SLC26A4-AS1,0.0024207109
ENSG00000233706,0.0
ENSG00000233714,0.0
MYCNOS,0.0
ENSG00000233721,0.0
LINC01122,0.0012471305
NRAD1,0.0032840504
ENSG00000233728,0.0
NCKAP5-AS1,0.0
LINC01765,0.0
IGHV3OR16-10,0.0
ENSG00000233735,0.0
ENSG00000233739,0.0
LINC00656,0.0
ENSG00000233754,0.0
ENSG00000233755,0.0
ZNF892,0.0017611958
LINC03095,0.001738891
CAVIN2-AS1,0.0
ENSG00000233775,0.0
SAT1-DT,0.0
UFL1-AS1,0.0
TRIM49D2,0.0
TSPY4,0.0
IFNA13,0.0
ENSG00000233817,0.0
ENOX1-AS1,0.0
ENSG00000233823,0.0
ENSG00000233824,0.0
EPC1-AS2,0.0
MIR4280HG,0.0
ENSG00000233835,0.0
ENSG00000233842,0.0
ENSG00000233845,0.0
ERCC8-AS1,0.0
ENSG00000233848,0.0
ENSG00000233849,0.0
MAL-AS1,0.0019829078
LATS2-AS1,0.0
POU6F2-AS2,0.0
LINC02599,0.0
SHROOM3-AS1,0.0
ENSG00000233862,0.0005827685
ENSG00000233866,0.0
ENSG00000233875,0.0
LINC01680,0.0
ENSG00000233884,0.0
YEATS2-AS1,0.0
ENSG00000233891,0.0
EZR-AS1,0.0
ENSG00000233894,0.0
PDYN-AS1,0.0
LINC01761,0.0
ENSG00000233912,0.002130323
POTEB,0.0
ENSG00000233919,0.0
ENSG00000233920,0.0
LINC01694,0.0
TLE1-DT,0.0020366285
ENSG00000233928,0.0
KRTAP5-AS1,0.0
CTXN2,0.0
ENSG00000233936,0.0
ENSG00000233941,0.0
ENSG00000233942,0.0
LINC02650,0.0
ENSG00000233953,0.0
UQCRHL,0.002039608
ENSG00000233960,0.0
ENSG00000233967,0.0019863232
ENSG00000233968,0.0
ENSG00000233969,0.0
LINC01360,0.0
LINC02574,0.0
ENSG00000233977,0.0
ENSG00000233978,0.0
ENSG00000233981,0.0
LINC01681,0.0
DTD1-AS1,0.0
LINC01425,0.0
IGKV3OR2-268,0.0
DDX39B-AS1,0.0
LINC02530,0.0
ENSG00000234019,0.0
ENSG00000234021,0.0
ENSG00000234022,0.0
ENSG00000234026,0.0
ENSG00000234034,0.0
ENSG00000234050,0.0
LINC01673,0.0
ENSG00000234055,0.0
LINC00463,0.0
PAGE2,0.0
SPATA17-AS1,0.0
TPRG1-AS1,0.0011690952
ENSG00000234084,0.0
ENSG00000234089,0.0
FRMD4A-AS1,0.0
LINC03083,0.0
ENSG00000234105,0.0
LINC02433,0.0
ENSG00000234116,0.0
ENSG00000234117,0.0
TRBV22OR9-2,0.0
HCCS-DT,0.0
ENSG00000234132,0.0
ENSG00000234136,0.0
ENSG00000234139,0.0
LINC01675,0.0
LINC01961,0.0
ENSG00000234149,0.0
LINC02535,0.005550869
ENSG00000234156,0.0
ENSG00000234160,0.0
PABPC5-AS1,0.0
ENSG00000234162,0.0
LINC01039,0.0
LINC01868,0.0
LINC02645,0.0
ENSG00000234172,0.0
ENSG00000234173,0.0
ENSG00000234174,0.0
PIGO-AS1,0.00091035775
ENSG00000234182,0.0
H2AZ2-DT,0.0
LINC01781,0.0062613343
ENSG00000234185,0.0
C16orf82,0.0
ENSG00000234190,0.010914194
LINC01283,0.0
ACSL3-AS1,0.0
ETV5-AS1,0.0
LINC01191,0.0033501885
ENSG00000234203,0.0
ENSG00000234206,0.0
LINC03116,0.0
ENSG00000234210,0.0
ENSG00000234211,0.0
CT66,0.0015627979
LIX1L-AS1,0.0036617902
TMEM229A,0.0
ENSG00000234225,0.0
ZFX-AS1,0.0
PDE4DIPP7,0.0
BOK-AS1,0.0
ENSG00000234238,0.0
ENSG00000234244,0.0
ENSG00000234255,0.0
ENSG00000234261,0.0
MAP3K5-AS1,0.0
DEPDC1-AS1,0.0
LINC01723,0.0
ENSG00000234273,0.0
ENSG00000234275,0.0
LINC01641,0.0
PRR20E,0.0
LINC01937,0.0
LANCL1-AS1,0.0
ZNF879,0.009234974
ENSG00000234286,0.0
H2BC12L,0.0
ENSG00000234292,0.0
LINC00229,0.0
CLYBL-AS1,0.0
LINC01878,0.0
LINC03068,0.0
ENSG00000234318,0.0
LINC01505,0.0
JAZF1-AS1,0.0
ERICH2-DT,0.004210246
ENSG00000234352,0.0
ENSG00000234361,0.0
LINC01914,0.0
OBI1-AS1,0.0
ENSG00000234378,0.0
LINC01426,0.0
LINC01049,0.0
ENSG00000234387,0.0
USP27X-DT,0.0021216753
ENSG00000234393,0.0
LINC03025,0.0
ENSG00000234396,0.0
CCDC188,0.0
RBMY1A1,0.0
ENSG00000234418,0.0
LINC01250,0.0
ENSG00000234425,0.0
ENSG00000234426,0.0
ENSG00000234427,0.0
ENSG00000234428,0.0
LINC02983,0.004315009
LINC01432,0.0
KBTBD13,0.0
FGF14-AS1,0.0
ENSG00000234446,0.0
SLC16A12-AS1,0.009217012
ENSG00000234455,0.0
ENSG00000234459,0.0
ENSG00000234460,0.006828135
ENSG00000234464,0.0
CLDN34,0.0
ENSG00000234471,0.0
MIR3663HG,0.0
ENSG00000234477,0.0
ACBD3-AS1,0.0
ENSG00000234481,0.0
ENSG00000234484,0.0
RPL34-DT,0.0021960272
SP2-AS1,0.0023897355
ERICH3-AS1,0.0
ENSG00000234503,0.0
ENSG00000234504,0.0
LINC01506,0.007230718
SOD1-DT,0.0
C5orf58,0.0
ENSG00000234519,0.0
HRAT17,0.0
PCDH9-AS1,0.0
ENSG00000234535,0.0
ENSG00000234542,0.0
LNCTAM34A,0.0
LINC02020,0.0
LINC01309,0.0
LINC00701,0.0
OR10G8,0.0
ENSG00000234567,0.0
H2BP2,0.0
LINC01800,0.0
SYNE1-AS1,0.0
ENSG00000234578,0.0
ENSG00000234579,0.0
ENSG00000234580,0.0
ENSG00000234584,0.0
KAZN-AS1,0.0
ENSG00000234595,0.0
ENSG00000234597,0.0
CHRM3-AS1,0.0
MCIDAS,0.0
ENSG00000234613,0.0
C2CD4D-AS1,0.0
SNRK-AS1,0.0042257914
ENSG00000234622,0.0
LINC00380,0.0
ENSG00000234626,0.0
ENSG00000234630,0.0
LINC02093,0.0
ENSG00000234638,0.0
ENSG00000234640,0.0
ENSG00000234647,0.0
PCCA-AS1,0.0
LRRTM4-AS1,0.0
LINC00440,0.0
CHL1-AS1,0.0
LERFS,0.028175633
ENSG00000234675,0.0
IFT74-AS1,0.00076415756
ELF3-AS1,0.003382195
SDCBP2-AS1,0.010298828
ENSG00000234686,0.0
CACNG2-DT,0.0
EPCAM-DT,0.0071967724
ENSG00000234692,0.0
RIPOR3-AS1,0.00085880357
CDC20-DT,0.008245832
TFPI2-DT,0.0010763536
GPR50-AS1,0.0
ENSG00000234699,0.0
ENSG00000234703,0.0
HMGA1P4,0.0033024014
SEC61G-DT,0.0
ENSG00000234710,0.0
ENSG00000234712,0.0
ENSG00000234714,0.0
SLC26A5-AS1,0.0
TMEM212-AS1,0.0
ENSG00000234718,0.0
NPIPB2,0.004066921
LINC02092,0.0
LINC01287,0.0
ENSG00000234730,0.0
FAM170B-AS1,0.0
LINC02676,0.0
LINC02817,0.0
LINC02621,0.0
ENSG00000234758,0.0
ENSG00000234763,0.0
LINC01496,0.0
LINC01052,0.0
ENSG00000234768,0.0
SLC25A25-AS1,0.046422403
LINC00412,0.0
ENSG00000234773,0.0061635347
ENSG00000234775,0.0
FREY1,0.0
LINC02529,0.0
BNC2-AS1,0.008210994
LINC01103,0.0
LINC00458,0.0
ENSG00000234789,0.00252858
ENSG00000234791,0.0
ENSG00000234793,0.0
ENSG00000234796,0.0
JUN-DT,0.0
ECI2-DT,0.0
ENSG00000234818,0.0
ENSG00000234826,0.0
IQCM,0.0
IFNA17,0.0
NXT1-AS1,0.0
LINC01239,0.001392324
ENSG00000234848,0.0
LINC00676,0.0
SLIT1-AS1,0.0
HNRNPUL2-BSCL2,0.0
ENSG00000234859,0.0
ENSG00000234860,0.0
ENSG00000234862,0.0
LINC02632,0.0
LINC02925,0.002116703
ENSG00000234877,0.0
LINC00163,0.0
MIR155HG,0.039403453
GRK3-AS1,0.0
ENSG00000234891,0.0
ENSG00000234892,0.0
ENSG00000234900,0.0
APOC2,0.0
ENSG00000234915,0.0
ENSG00000234917,0.0
ENSG00000234918,0.0
LINC01827,0.0
ENSG00000234921,0.0
LINC01659,0.0
ENSG00000234929,0.0
ENSG00000234938,0.0
ENSG00000234940,0.0
GRID1-AS1,0.0
ENSG00000234943,0.0
LINC02623,0.0
GTF3C2-AS1,0.0
LINC01524,0.0
RAB17-DT,0.018621923
LINC02674,0.00085543137
ENSG00000234953,0.0
LINC02539,0.0
ENSG00000234961,0.0
LINC00700,0.0
SHISA8,0.006441504
ENSG00000234967,0.0
LINC02658,0.0
ENSG00000234977,0.0
ENSG00000234979,0.0
ENSG00000234986,0.0
LINC01849,0.0
LINC02966,0.0
ENSG00000235005,0.0
ENSG00000235007,0.0
LINC01883,0.0
JAKMIP3-AS1,0.0
ENSG00000235011,0.0
SEMA3F-AS1,0.0
ENSG00000235021,0.0
ENSG00000235023,0.0010371063
CDK5R2-AS1,0.0
DPP10-AS1,0.0
PRADX,0.0
MNX1-AS2,0.0
BMP7-AS1,0.0
DAAM2-AS1,0.0054740524
ENSG00000235035,0.0
ENSG00000235038,0.0
SMARCAL1-AS1,0.0
LINC00940,0.0
MLIP-AS1,0.0
ENSG00000235051,0.0
ENSG00000235052,0.0
LINC01777,0.0
ENSG00000235056,0.0
ZMYND10-AS1,0.0
ENSG00000235059,0.0
ENSG00000235066,0.0
ENSG00000235070,0.0
ARNILA,0.0
ENSG00000235077,0.0
ENSG00000235078,0.0069354507
ZRANB2-AS1,0.0014019955
ENSG00000235085,0.0
ENSG00000235091,0.0
ID2-AS1,0.0
ENSG00000235096,0.0
LINC00330,0.0
ANKRD65,0.027532857
ENSG00000235099,0.0
ENSG00000235100,0.0
ZSCAN31,0.017553711
FAM237A,0.0
ENSG00000235119,0.0
BSN-AS1,0.0
ENSG00000235121,0.0
ENSG00000235122,0.0
DSCAM-AS1,0.0
ENSG00000235126,0.0
ENSG00000235127,0.0
TP73-AS2,0.0
ENSG00000235138,0.0
LINC03017,0.0024151572
ENSG00000235140,0.0
LINC02532,0.1470682
ENSG00000235143,0.0
ENSG00000235146,0.0
ENSG00000235149,0.0
ENSG00000235151,0.0
ENSG00000235152,0.0
ENSG00000235154,0.0
TMEM30CP,0.0
ENSG00000235158,0.0
LINC02939,0.0045620245
LINC02248,0.0
LINC01440,0.0
ENSG00000235168,0.0
LINC01366,0.0
LINC00601,0.0
MICOS10-DT,0.0
ENSG00000235189,0.0
NUCB1-AS1,0.0
ENSG00000235192,0.0
ENSG00000235198,0.0
LINC01702,0.010652231
LINC02578,0.0
LINC01525,0.0
ENSG00000235204,0.0
FAM83C-AS1,0.0019367383
LINC00383,0.0
IGKV1OR2-1,0.0
ENSG00000235236,0.0
ENSG00000235237,0.0
DANT2,0.022921735
TMEM184B-AS1,0.0
ENSG00000235263,0.0
KDM4E,0.0
LINC02331,0.0
ENSG00000235277,0.0
ENSG00000235281,0.0
ENSG00000235288,0.0
ENSG00000235292,0.0
ENSG00000235293,0.0
LINC01634,0.0
ENSG00000235296,0.0
HNRNPK-AS1,0.0
SKAP1-AS2,0.0
ENSG00000235303,0.0
LINC01281,0.0
LINC00957,0.0046629785
TGFBRAP1-AS1,0.0015888952
ENSG00000235321,0.0
B3GALT1-AS1,0.0
LINC01665,0.0020595412
ENSG00000235351,0.0
ENSG00000235356,0.0
LINC01621,0.003034936
SCMH1-DT,0.0
ABR-AS1,0.0
LINC01055,0.12935859
RPEL1,0.0
ENSG00000235381,0.0038197716
LINC02154,0.005807309
SPAAR,0.022951216
EPN2-AS1,0.0
ENSG00000235399,0.0
ENSG00000235403,0.0
CYMP-AS1,0.0
ENSG00000235410,0.0
TTTY4B,0.0
ENSG00000235415,0.0
ENSG00000235419,0.0
ENSG00000235426,0.0
ENSG00000235427,0.0
ENSG00000235431,0.0
RNF186-AS1,0.004854401
ENSG00000235435,0.0
LINC02791,0.0
LURAP1L-AS1,0.0
IQCF5-AS1,0.0
ENSG00000235461,0.0
ENSG00000235464,0.0
NEURL1-AS1,0.0
LINC01664,0.0
ENSG00000235480,0.0
UBE2R2-AS1,0.0
GYG2-AS1,0.0
JARID2-AS1,0.0020080067
LINC01221,0.0
LINC01967,0.0
ENSG00000235494,0.0
ENSG00000235495,0.0
LINC02923,0.0
ENSG00000235499,0.0
CNN3-DT,0.024852373
ENSG00000235503,0.0
TAB3-AS2,0.0
L3MBTL2-AS1,0.0
ENSG00000235518,0.0
LINC01815,0.0
ENSG00000235522,0.0
ENSG00000235523,0.0
ENSG00000235526,0.0
TMEM11-DT,0.0
LINC00402,0.0
ENSG00000235533,0.0
TRDN-AS1,0.0
ENSG00000235537,0.0
ENSG00000235538,0.0
DOCK7-DT,0.0014742925
ENSG00000235563,0.0
ENSG00000235564,0.0
LINC00533,0.0
ENSG00000235572,0.0
ENSG00000235575,0.0
ENSG00000235584,0.0
ENSG00000235586,0.0
GNAS-AS1,0.0
RBMS3-AS1,0.0
LINC01102,0.0
BARX1-DT,0.0
NKX1-1,0.0
ENSG00000235610,0.0
ENSG00000235612,0.0
ENSG00000235615,0.0
ENSG00000235620,0.0
LINC00494,0.006992332
ENSG00000235625,0.0
LINC02922,0.0
RNF148,0.0014639016
ENSG00000235635,0.0
ENSG00000235637,0.0
LINC00484,0.0
LINC01647,0.0
LINC02651,0.0
EPM2A-DT,0.014178127
ENSG00000235659,0.0019946129
LINC00345,0.0
MIR670HG,0.0
SAPCD1-AS1,0.013127545
CHN2-AS1,0.0
LINC00993,0.0
SNTG2-AS1,0.0
CXorf51B,0.0
EOLA2-DT,0.0063592363
TRIM67-AS1,0.0
ANKRD34C,0.0
DPP10-AS2,0.0
MFRP,0.0
PSMD14-DT,0.0
LINC03050,0.0
ENSG00000235728,0.0
LINC02250,0.0
PHACTR2-AS1,0.0
LINC02784,0.0
ENSG00000235743,0.0
ENSG00000235749,0.0
MSH2-OT1,0.0
LINC00607,0.0
ENSG00000235772,0.0
ENSG00000235774,0.0
DPYD-AS2,0.0
ENSG00000235779,0.0
USP17L27,0.0
LINC02569,0.0
ENSG00000235782,0.01564011
ENSG00000235785,0.0
PEF1-AS1,0.0
HCFC1-AS1,0.0
ENSG00000235806,0.0
ENSG00000235813,0.0
ENSG00000235819,0.0
ENSG00000235820,0.0
OLMALINC,0.0077698883
LINC00837,0.0
SRGAP3-AS4,0.0020873314
BHLHE40-AS1,0.022799734
ENSG00000235837,0.0
ENSG00000235840,0.0
ENSG00000235843,0.0
ENSG00000235845,0.0
RMDN2-AS1,0.0
HS6ST2-AS1,0.0
ENSG00000235858,0.0
ENSG00000235862,0.0
ENSG00000235872,0.0
ARHGEF7-AS2,0.00060963293
ENSG00000235880,0.0
ENSG00000235881,0.0
LINC01828,0.0
ENSG00000235886,0.0
LINC02799,0.0
LINC02940,0.0
TSPEAR-AS1,0.0
TM4SF19-AS1,0.003370824
LINC01564,0.0
ENSG00000235902,0.0
CPB2-AS1,0.0021841067
RBMS3-AS3,0.006280378
APOA1-AS,0.0
ENSG00000235911,0.0
MACROD2-AS1,0.0
ASH1L-AS1,0.018544719
NEXN-AS1,0.0046191528
LINC01553,0.0
LINC01779,0.0
ENSG00000235939,0.0
LCE6A,0.0
EGOT,0.02911001
UBOX5-AS1,0.0
PNMA6A,0.02330303
ENSG00000235965,0.0
ENSG00000235972,0.0
ENSG00000235978,0.0041270177
ENSG00000235979,0.0
GPC5-AS1,0.0015039936
MORC2-AS1,0.011858598
ENSG00000235996,0.0
LINC01936,0.008731215
ENSG00000236003,0.0
ENSG00000236009,0.0
LINC02941,0.0
ASMTL-AS1,0.00073117873
COP1-DT,0.0
ENSG00000236022,0.0
PRRX2-AS1,0.0
PATE3,0.0
EYA2-AS1,0.0
ENSG00000236031,0.0
OR5H14,0.0
LINC00445,0.0
LINC02889,0.0
ENSG00000236045,0.0
ENSG00000236046,0.0
LINC01920,0.0
MYCBP2-AS1,0.0
LINC01643,0.0
LINC01067,0.0
SYN3-AS1,0.005943567
ENSG00000236064,0.0
ENSG00000236065,0.0
ENSG00000236069,0.0
LINC01072,0.0
LINC01447,0.0
ELFN1-AS1,0.004033072
LINC02243,0.0
ENSG00000236098,0.0
ENSG00000236102,0.0
ENSG00000236106,0.0
SCN1A-AS1,0.0
ENSG00000236109,0.0
ENSG00000236115,0.0
ENSG00000236116,0.0
LINC01639,0.0
ENSG00000236119,0.0
LINC03070,0.0
USP17L4,0.0
CT47A3,0.0
PTCSC2,0.0
LINC01069,0.0
CD101-AS1,0.0
ENSG00000236140,0.0
ENSG00000236141,0.0
TMEM147-AS1,0.01848827
ENSG00000236145,0.0
ENSG00000236151,0.0
UBE2E3-DT,0.0
ENSG00000236154,0.0
ENSG00000236162,0.0
ENSG00000236164,0.0
IGHD1-1,0.0
MIR7515HG,0.0
ENSG00000236173,0.0
LINC00353,0.0
PRKX-AS1,0.0
LINC01953,0.0
PPP1R9A-AS1,0.0
SMARCA2-AS1,0.0
KDM4A-AS1,0.0
GRM7-AS1,0.0
LINC01376,0.0015621658
ENSG00000236206,0.002637588
C10orf71-AS1,0.0
ENSG00000236209,0.0
ENSG00000236212,0.0
CDC42EP3-AS1,0.0
ENSG00000236226,0.0
ENSG00000236230,0.0
ENSG00000236231,0.0
ENSG00000236234,0.0
MYO16-AS1,0.0
SLC35F3-AS1,0.0
DIAPH2-AS1,0.0
ENSG00000236266,0.0
LNC-RHL1,0.0
LINC01361,0.0
SCUBE1-AS2,0.0
NDP-AS1,0.0
CLEC2L,0.0
ENSG00000236283,0.19901969
GACAT3,0.0
USH2A-AS1,0.0
ENSG00000236295,0.0
ENSG00000236299,0.0
MRGPRG-AS1,0.0
LINC02646,0.0
ENSG00000236304,0.0
SLC12A9-AS1,0.0035178456
LINC01241,0.0
ENSG00000236308,0.0
TLX1NB,0.0
LINC02888,0.0
SLFN14,0.0
SNX9-AS1,0.0
ENSG00000236326,0.0
ENSG00000236332,0.0
PPIAL4G,0.0
ENSG00000236335,0.0
CDYL-AS1,0.0
GRM8-AS1,0.0
ENSG00000236341,0.0
SCAT8,0.0
ENSG00000236347,0.0
ENSG00000236352,0.0024601945
LINC00437,0.0
DNAH8-DT,0.0
ENSG00000236356,0.0
ENSG00000236358,0.0
GAGE12F,0.0
ENSG00000236364,0.0
ENSG00000236366,0.0
CT47A1,0.0
ENSG00000236372,0.0
LINC02653,0.0
ENSG00000236376,0.0
MYO1D-DT,0.00042541604
ENSG00000236378,0.0
CCDC200,0.0
LINC00479,0.0
ENSG00000236385,0.0
ENSG00000236387,0.0
ITCH-AS1,0.0
ENSG00000236389,0.0
ENSG00000236390,0.0
LINC03099,0.0
ENSG00000236394,0.0
SLC35G4,0.0
TAS2R39,0.0
ENSG00000236403,0.0
VLDLR-AS1,0.002993192
ENSG00000236408,0.0
ENSG00000236414,0.0
LINC01134,0.0
TSPY10,0.0
ENSG00000236426,0.0
CCDST,0.0015665991
MFF-DT,0.0018139717
ENSG00000236434,0.0
LINC02850,0.0
LINC02151,0.0
UBE2L5,0.0
LINC00608,0.0
CT47B1,0.0
ENSG00000236449,0.0
ENSG00000236452,0.0
ENSG00000236461,0.0
LINC00427,0.0
LINC02559,0.0
RCAN2-DT,0.0
KCNMA1-AS1,0.0
ENSG00000236469,0.0
LINC02920,0.0
ENSG00000236472,0.0
LINC02195,0.0
LINC01945,0.0
ENSG00000236494,0.0
ENSG00000236495,0.0
LINC01744,0.0
ENSG00000236498,0.0
LINC00896,0.0
SIX3-AS1,0.0
ENSG00000236507,0.0
ATP13A5-AS1,0.0
ENSG00000236510,0.0
LINC01231,0.0
ENSG00000236513,0.0
ZNF248-AS1,0.005369091
LINC01424,0.0
GPC6-AS1,0.0
BTBD3-AS1,0.0
ENSG00000236528,0.0
ENSG00000236531,0.0
LINC01695,0.0
ENSG00000236536,0.0
ENSG00000236540,0.0
ENSG00000236543,0.0
EN2-DT,0.0
ENSG00000236545,0.0
MYCL-AS1,0.0
RNF217-AS1,0.0
ENSG00000236556,0.0
BCL2L1-AS1,0.0
ENSG00000236572,0.0
UST-AS2,0.0
IGHD7-27,0.0
ENSG00000236601,0.0
ENSG00000236605,0.0
LINC02556,0.0
CHFR-DT,0.007458649
ENSG00000236627,0.0
ENSG00000236634,0.0
LINC02540,0.0
IFNA4,0.0
ENSG00000236641,0.0
ENSG00000236643,0.0
LINC02810,0.0
DLX2-DT,0.0
LINC01923,0.0
ENSG00000236656,0.0
FIBCD1-AS1,0.0
ENSG00000236662,0.0
FRGCA,0.0
ENSG00000236665,0.0
POTEH-AS1,0.0
LHX2-AS1,0.0
PRKG1-AS1,0.0
ENSG00000236676,0.0
SETD4-AS1,0.0
LINC00347,0.0
MAP3K2-DT,0.0
ENSG00000236687,0.0
LINC01010,0.0009344155
MYB-AS1,0.0
SDK1-AS1,0.0
ENSG00000236717,0.0
OVAAL,0.0
LINC01741,0.0
ENSG00000236723,0.0
ENSG00000236724,0.0
ENSG00000236733,0.0
GAGE12B,0.0
LINC01282,0.0
LINC01186,0.011463849
ENSG00000236754,0.0
DNAJC9-AS1,0.0046249456
MTUS2-AS2,0.0
CTAGE9,0.0
LINC02659,0.0
ENSG00000236772,0.0
INTS6-AS1,0.026206328
LINC01829,0.0
LINC00299,0.0
CNTNAP2-AS1,0.0
LINC02626,0.0
ENSG00000236800,0.0
ELOA-AS1,0.024638154
ENSG00000236817,0.0
LINC01563,0.0
NMBR-AS1,0.0
ENSG00000236823,0.0
BCYRN1,0.23718473
LINC00529,0.0
DMD-AS3,0.0
ENSG00000236833,0.009965072
LINC00421,0.0
PCYT1B-AS1,0.0
ENSG00000236837,0.0
ENSG00000236838,0.0
ENSG00000236841,0.0
ENSG00000236842,0.0
ENSG00000236846,0.0
LINC01474,0.0
ENSG00000236854,0.0
ENSG00000236858,0.0
BET1-AS1,0.0
ENSG00000236864,0.0
TENT5C-DT,0.0
ZKSCAN7-AS1,0.0
LINC00106,0.0018580502
ENSG00000236874,0.0
LINC01554,0.054091785
ENSG00000236883,0.0
ENSG00000236885,0.0
ENSG00000236889,0.0
ENSG00000236892,0.0
LINC03028,0.0
ENSG00000236896,0.0
ENSG00000236897,0.0
LINC02827,0.0
CR1-AS1,0.0
LINC01852,0.0031143879
CLCA4-AS1,0.0
ENSG00000236920,0.0
ENSG00000236921,0.0
LINC01378,0.0
LINC02851,0.011653824
ENSG00000236935,0.0
ENSG00000236936,0.0
BAALC-AS2,0.004788359
LINC01774,0.0
ENSG00000236951,0.0
ENSG00000236961,0.0
LINC01141,0.0
ENSG00000236968,0.0
LINC02814,0.0
CIMIP7,0.0
OR10G9,0.0
ENSG00000236985,0.0
ENSG00000236986,0.0
ENSG00000236989,0.0
ENSG00000236990,0.0
EDRF1-AS1,0.0
WASF3-AS1,0.0
ENSG00000237002,0.0
GLIS3-AS1,0.0020087229
ENSG00000237011,0.0
LINC01812,0.0
ENSG00000237015,0.0
PRPF31-AS1,0.0
ENSG00000237019,0.0
IGHD1-20,0.0
ENSG00000237027,0.0
ENSG00000237031,0.0
ENSG00000237035,0.0
USP17L8,0.0
TTTY12,0.0
PRMT5-AS1,0.0
LINC02087,0.0
MMEL1-AS1,0.0015586893
ENSG00000237062,0.0
ENSG00000237063,0.0
ENSG00000237070,0.0
ENSG00000237073,0.0
LINC02942,0.0
ENSG00000237076,0.0
EHMT2-AS1,0.0
ENSG00000237087,0.0
LINC01065,0.0
ENSG00000237094,0.0
ENSG00000237101,0.0
TAAR9,0.0
IGHJ3P,0.0
LINC01056,0.0
ENSG00000237126,0.0
LINC02652,0.0
C4orf51,0.0
HUNK-AS1,0.0
ENSG00000237153,0.0
CNTFR-AS1,0.0
LINC01792,0.0
ENSG00000237167,0.0
ENSG00000237174,0.0
LINC01797,0.0
PRKAR1B-AS1,0.008062293
IGHD1-7,0.0
ENSG00000237208,0.0
ENSG00000237212,0.0
ENSG00000237220,0.0
PPEF1-AS1,0.0
LINC01968,0.0
ENSG00000237224,0.0
ZNF295-AS1,0.0
TMEM26-AS1,0.0
ENSG00000237234,0.0
TRDD2,0.0
CREB3L2-AS1,0.0
MBD3L5,0.0
ENSG00000237250,0.0
TRBV30,0.0
ZNF133-AS1,0.0
LINC01810,0.0
LINC01519,0.0
ENSG00000237271,0.0
CATIP-AS2,0.0
LINC00851,0.0
ENSG00000237283,0.0
CARD11-AS1,0.0
LINC01343,0.0
LINC01732,0.0
ENSG00000237293,0.0
ENSG00000237301,0.0
LINC03011,0.056169357
ENSG00000237311,0.0
ENSG00000237312,0.0
ENSG00000237316,0.0
ENSG00000237320,0.0
ENSG00000237324,0.0
ENSG00000237326,0.0
RAI1-AS1,0.0014814091
XIAP-AS1,0.0
ENSG00000237336,0.0
ELAVL4-AS1,0.0
FTCD-AS1,0.0
LINC01502,0.0
SYP-AS1,0.0
ENSG00000237342,0.0
ENSG00000237343,0.0
ENSG00000237346,0.0
PATE4,0.0
FAM88E,0.0010783242
TUSC8,0.0
CAMTA1-AS3,0.0011641335
ENSG00000237370,0.0
ENSG00000237371,0.0
LINC03062,0.0
ENSG00000237377,0.0
ENSG00000237378,0.0
HOXD-AS2,0.07958213
ENSG00000237385,0.0
ENSG00000237387,0.0
OR4A47,0.0
ENSG00000237389,0.0
ENSG00000237390,0.0
LNCNEF,0.0
PITRM1-AS1,0.0086172335
ENSG00000237400,0.0
LINC01304,0.0
ENSG00000237407,0.0
NRXN2-AS1,0.0
PRSS56,0.0
ENSG00000237414,0.0
ENSG00000237419,0.0
LINC01522,0.0
FOXD2-AS1,0.0
ENSG00000237429,0.0
LINC02790,0.0
CAMTA1-DT,0.0010843094
CECR7,0.0044531007
ENSG00000237445,0.0
MEIOSIN,0.0
ENSG00000237453,0.0
BRINP3-DT,0.0015247418
LINC01661,0.0
LRRC52-AS1,0.0
ENSG00000237464,0.0
ADGB-DT,0.0
ENSG00000237471,0.0
ENSG00000237473,0.0
ENSG00000237477,0.0
ENSG00000237479,0.0
ENSG00000237480,0.0
ENSG00000237481,0.0
LINC01684,0.0
LINC02919,0.0
ENSG00000237498,0.0
ENSG00000237500,0.0
PKN2-AS1,0.0
UNC5B-AS1,0.0076267277
SHISA9,0.008522204
CELSR1P1,0.0
LINC02971,0.0
OR7E24,0.0
LINC00857,0.003968501
TEX51,0.0
ENSG00000237525,0.0
ENSG00000237527,0.0
ENSG00000237529,0.00037117285
ENSG00000237530,0.0
ENSG00000237531,0.0
ENSG00000237532,0.0
IGHJ2P,0.0
LINC02567,0.0
KCND3-AS1,0.0
LINC01497,0.0
LINC02836,0.0
ENSG00000237568,0.0
