,KRP460
NOX1,0.004501036
E2F2,0.001990139
SYN1,0.0035396356
CAMK1G,0.017272906
TFAP2B,0.14922002
TFAP2D,0.0003148788
DLEC1,0.024190689
ADAM22,0.24357617
PLEKHG6,0.016104436
PGLYRP1,0.0039333506
MAPK8IP2,0.0019409107
TENM1,0.15910375
PAX7,0.0014169371
MASP2,0.026513314
IYD,0.054429196
POMT2,0.079814084
MLXIPL,0.18255451
HHATL,0.0
GIPR,0.07080062
SLC6A13,0.29235682
PRSS3,0.08281923
FMO1,0.056666303
NME1-NME2,0.0011670318
SLC6A7,0.001804886
MKS1,0.063309014
DPF1,0.0026899942
ANLN,0.0073470343
QPCTL,0.027654722
ZBTB32,0.006900029
GABRA3,0.02356279
PRICKLE3,0.016790051
LTF,0.039093092
KDM5D,0.0001652586
SLC7A14,0.011498733
DDX11,0.03912457
MAMLD1,0.052469354
DPEP1,0.18400437
NPC1L1,0.0051374002
STMN4,0.0001867568
ISL1,0.00032167265
IL20RA,0.0028677045
CLCA1,0.00053826533
CLCA4,0.00046678504
CNTN1,0.09700364
CYP24A1,0.009696551
SYT13,0.010431588
NCDN,0.025083732
ZFP64,0.18677405
CYP3A43,0.0070378548
SLC7A9,0.04099948
NRXN3,0.1742241
C8B,4.1282587e-05
GABRA1,0.0012549189
NLRP2,0.0066740457
ABCC2,0.07860611
DEPDC1,0.0008983434
HSD17B6,0.0036124757
RTEL1-TNFRSF6B,0.0
FAS,0.061326653
KCNG1,0.0013344848
INSRR,0.020307124
BMAL2,0.03846163
IBSP,0.0011266236
MUSK,0.021900117
IKZF2,0.35972524
LRRC7,0.103202075
CLXN,0.0010314654
MYOC,0.004240863
DEPDC1B,0.038743157
STAP1,0.04314304
OTC,0.0
CYP46A1,0.03527759
SLC18A1,0.0010259498
USP2,0.23114733
CASR,0.18489826
HOXC8,0.0
TLL1,0.10305987
EDC4,0.002232018
DNAH5,0.11249271
C6,0.033276204
SOX30,0.006034011
BEST2,0.0010678003
RTN4R,0.0028398645
CDH10,0.0029790325
MYO16,0.037299298
TDP1,0.096472226
SLC19A4P,0.00039292424
USH2A,0.024220712
ZPBP,0.021110078
TG,0.055106364
BARX2,0.07684204
ZIC2,0.0
ADRB1,0.004599527
GUCA2B,0.0
MAGEC2,0.0
KATNIP,0.28512338
XK,0.0
ANO2,0.031976536
ROS1,0.004571175
TNFRSF17,0.00016594154
LMO3,0.19456096
GUCA1A,0.0007422085
UTS2,0.0016210496
TNFRSF9,0.0012164805
EPN3,0.05050677
FOXP3,0.0014917974
PPP1R3F,0.051429514
NEXMIF,0.10609975
ARHGEF5,0.08106561
SLC4A8,0.04623674
PTGER3,0.4316295
TNIP3,0.0045266105
COL23A1,0.08578899
RAD51,0.0
POLQ,0.01521913
ALX4,0.000955534
FSTL4,0.137089
METTL24,0.04867315
NNAT,0.0018488542
MCF2L2,0.255913
ENTPD2,0.012415207
PTPRN,0.00035743832
PLEKHH1,0.19772029
SPO11,0.0002441815
CHRDL2,0.002679329
KCNH2,0.0024506212
MCOLN3,0.060167477
ITIH4,0.0044921613
ITIH1,0.00028364584
ZNF280C,0.0635364
NPFFR2,0.009816983
PHF21B,0.06437961
TRAF1,0.03157698
IL17RB,0.0843151
GYG2,0.018312983
SERPINB3,9.489211e-05
PKP2,0.0770719
MSH4,0.012070786
F7,0.0007535896
LAMC2,0.118863456
RASGRF1,0.0072121224
CAMK2B,0.018828167
PSD,0.015807193
STYK1,0.04546965
CREB3L3,0.0048142467
RIMBP2,0.15757632
COL11A1,0.011628055
PRDM6,0.023921223
WNT8A,0.00033737632
SPAG4,0.008095669
CDH3,0.047022395
ARSF,0.032398887
DGAT2,0.0017469631
MRPS24,0.0
SEZ6,0.0053613316
SLC6A16,0.07623147
GSC2,0.0
ADCK1,0.066887796
DLX3,0.003117458
DMRT3,0.0
ATP2C2,0.061503924
BORCS8-MEF2B,0.028565789
LPAR2,0.023432633
POU1F1,0.0003021106
CHI3L2,0.0024947668
NTN1,0.122558795
GLP2R,0.0017104108
MCM10,0.0044193873
ROPN1,0.0
SNAP91,0.004848607
COL17A1,0.0020078525
SEC61A2,0.10011066
SLC9A7,0.13961671
CTNNA2,0.055440586
ZMYND12,0.018293211
NGEF,0.030664438
ASPM,0.005968783
MPPED2,0.72694224
CLDN18,0.00627321
ACSM2B,0.48165157
DDX3Y,7.082307e-05
PHKA1,0.073078066
CACNB1,0.020324549
STOML1,0.026405789
TRO,0.021468064
ZFY,0.00041349794
ATP2B3,0.0085843755
FGFR3,0.14195707
STON1-GTF2A1L,0.017194917
PYGM,0.004221339
PAGE1,0.0
TRPC7,0.0020648337
ADAM7,0.00410791
GAL,0.00031429596
MAOB,0.09482015
DRD4,0.015570269
PLA2G10,0.005321758
HES2,0.003184435
GUCY2C,0.011096732
SCT,0.00068722916
SPTB,0.025909085
ST6GALNAC1,0.0017940012
FRMPD1,0.016147168
CNGB1,0.0038948313
ST6GALNAC2,0.043830846
CHAT,0.00050773314
TESK2,0.12661229
PTPN21,0.22551818
CAMK2A,0.026831593
EPHA8,0.00032942434
SLC12A3,0.28829345
TRPM5,0.036022455
MS4A12,0.00022560486
PRLH,0.0
MYO3B,0.7809907
SLC6A15,0.0041600475
SPP2,0.0009778335
RPS6KA6,0.258107
ASIC4,0.0006918104
TRPC5,0.014670116
HMMR,0.005854334
TRHDE,0.34521738
CYP2W1,0.0013000825
MOV10L1,0.006136779
TP63,0.03518931
CLCN4,0.038993444
FNDC8,0.0004232332
GSDMB,0.07851876
ADAM11,0.00401112
ABCB11,0.0017456781
DHRS9,0.0024224508
TBX21,0.0048017623
GLI2,0.033794343
CDHR2,0.03287046
SNCB,0.00022807269
NOX3,0.0007916028
SLC12A1,0.23674488
ANO8,0.031044992
WSCD2,0.009650807
KCNQ2,0.0035082826
TACR2,0.0013372095
SEMA3A,0.0297691
GTSE1,0.0051765274
WNT8B,0.00066147733
ADD2,0.007373578
FGF4,0.0
CACNG5,0.0016768067
ATP12A,0.022782352
WDR62,0.011586353
SEC31B,0.061929893
TUBA3D,0.0007256436
PAX2,0.93131053
CAMSAP3,0.106643006
RAP1GAP,0.15075426
NMRK2,0.0007551341
ACTL6B,0.0016709602
PAK3,0.033130314
CAPN6,0.014612954
DCX,0.00066391437
SPAG6,0.013775431
TYR,0.0032725136
ACTN2,0.005912478
FKBP6,0.0036715192
SMC1B,0.01882975
LAMP3,0.00619462
ADCY2,0.05263263
RBFOX1,0.22617552
HOXA9,0.07383333
ZCWPW1,0.05280806
ADCYAP1R1,0.0
FGF20,0.0047311787
BRINP1,0.024986673
PKD2L2,0.034917135
MYH7B,0.014767384
BPIFB2,0.00019878073
TP73,0.0016491102
CLUL1,0.015566121
CDH17,0.0052071777
OSBPL6,0.039279386
AFM,0.047616147
SCGN,0.0054533407
RIMS1,0.022286529
MOXD1,0.14621682
DDX43,0.007133146
PTPRH,0.010002091
DCT,0.004289171
EPHA6,0.09180316
SCTR,0.15956035
SLC4A4,0.3776645
RDH8,0.0008657078
MID2,0.0892063
DNAAF6,0.0008963508
COL5A3,0.008858483
SRCAP,0.015762186
CPB2,0.0043048477
CHRNA3,0.0008864752
KCNN2,0.023351915
IGSF9B,0.025285125
CFHR2,0.0
CXCL2,0.0134810135
COL4A4,1.1075401
CDH7,0.0029424892
IMPG2,0.017445851
ARG2,0.43193337
CACNA1S,0.0013798194
LRP2,0.41609424
AACS,0.08594692
SLC13A1,0.21151151
PCDHB4,0.0039334754
PCDHA6,0.0
PCDHGA2,0.0
IL12RB2,0.022541855
MPP4,0.0035866238
PGR,0.024763742
C1QTNF3,0.0
COL19A1,0.24748076
KCNK2,0.0332565
SERTAD4,0.035926204
OPRK1,0.00093800697
SEMA5B,0.06052109
TRPM3,0.72015774
ENSG00000083622,0.0018335892
EPYC,0.0
ZNF671,0.023026796
ZNF416,0.007979963
ZNF586,0.34065965
HAL,0.009947177
SLCO1A2,0.032029532
APOB,0.005003849
EFR3B,0.040385623
GCKR,0.0028153118
CAD,0.07437169
BCORL1,0.060953174
OVGP1,0.010083337
IGSF9,0.0035296215
WNT11,0.004429101
TTC39A,0.08431677
ORC1,0.007325859
RAD54L,0.010774307
AQP6,0.035448875
EPDR1,0.06943061
HBQ1,0.0
CEACAM6,0.00032886222
FAT2,0.03077239
HSD17B2,0.039069384
PPEF1,0.012790967
MYBPC2,0.005235937
ACHE,0.006952299
TMPRSS11E,0.0051301415
MT3,0.0009898967
GNAO1,0.042794432
L2HGDH,0.2569609
PTHLH,0.0015095843
PHACTR3,0.04072301
AURKA,0.010786686
GP6,0.016758466
DNMT3B,0.02571849
TPX2,0.007489607
SLC15A1,0.03377902
DOCK3,0.18803363
C3orf18,0.016719995
ARHGAP28,0.088678285
DEFB127,0.0032432294
SLC4A11,0.43698582
ZNF343,0.0017968445
CPXM1,0.010036389
F11,0.051130846
SIRPG,0.0055549727
DZANK1,0.14550592
CFAP61,0.039478708
LHX5,0.0
RPH3A,0.006056249
CHGB,0.015375571
TBX5,0.00070833415
NOS1,0.07593931
CMTM1,0.0
KCNH4,0.0033331697
BIRC5,0.0049552633
LAG3,0.008447945
ANKRD24,0.05036164
SI,0.00080958294
FETUB,0.00044010446
THPO,0.0023370625
KIF4A,0.012162444
PLEKHG2,0.035177194
PITPNM2,0.38356915
POU4F3,0.00046266944
NLRC4,0.0112908725
LAMB4,0.023009658
NRCAM,0.47643626
SLC26A4,0.06349925
SLC26A3,1.1009516
IL5RA,0.00300511
ABCC6,0.13664725
SMPX,0.00023762078
MYO15A,0.025602924
PITPNM3,0.03883719
ORC6,0.027187333
ZFHX4,0.29319572
SLC17A6,0.0
CPA1,0.00020508167
RGS17,0.019357331
CMA1,0.0
JPH4,0.0027485704
MYH7,0.00068845344
CEBPE,0.0002656353
RNF31,0.0027487727
RPGRIP1,0.007377504
TGM1,0.004268354
DAZL,0.006560063
TBL1Y,0.0009859514
TYRO3,0.02419443
CAPN3,0.0
TBX15,0.0035475697
COL9A3,0.009215859
TEKT2,0.008858152
VNN3P,0.0012752509
OR1I1,0.00030599258
GABRP,0.021319794
KRT31,0.0
CDC6,0.0042562573
NXPE1,0.0072359797
EPB41L4B,0.14031702
WHRN,0.07740298
PDE6C,0.0055850036
SEMA4G,0.037489936
TLL2,0.02481728
CYP26A1,0.0005618428
TDRD1,0.0035574476
IL11,0.0057414323
MYO3A,0.04826906
TPSD1,0.0048237243
SMIM24,0.049719628
KCNK16,0.0
CRISP3,0.00016615223
PGC,0.0015670144
NCR2,0.0
MLN,0.0
ITPR3,0.22145204
ZNF184,0.040250417
CDC7,0.03073436
SYDE2,0.08529782
CATSPERG,0.06496266
STX1B,0.007895448
MAGEB2,0.00031661405
EFNA2,0.0016615017
CBARP,0.007462218
PCDH11Y,0.022039989
AMELY,0.0
CEP170B,0.07555878
HCN2,0.0058608362
CDHR5,0.1166668
IZUMO4,0.028827116
MADCAM1,0.026973277
IGF2-AS,0.002135066
SERPIND1,0.008166369
CECR2,0.26401168
P2RX6,0.004256652
DERL3,0.012508071
SLC7A4,0.00090236566
DDTL,0.0017009566
SEC14L2,0.018202757
SEC14L3,0.0011427107
PRODH,0.0016920303
TOP3B,0.05982357
CRYBB3,0.0030998297
PLA2G3,0.0005986492
SEZ6L,0.005547411
ENSG00000100101,0.005999975
GGTLC2,0.00062366977
SOX10,0.0022482714
SLC16A8,0.0041878554
CENPM,0.006164664
SEPTIN3,0.003397666
SLC5A1,0.014980066
TPTEP1,0.0
SLC5A4,0.0134105515
KDELR3,0.023794917
CYP2D6,0.0053411815
DMC1,0.016723974
RSPH14,0.05235917
RAB36,0.04135878
C22orf31,0.0019554792
MIOX,0.33654264
NEFH,0.0010369853
CHKB,0.006202402
APOBEC3H,0.004948655
RASD2,0.0015220878
ACR,0.003992591
CABP7,0.0
PNPLA5,9.211025e-05
PNPLA3,0.03405369
CACNA1I,0.0031889884
UPK3A,0.0036960735
MLC1,0.0012372491
KCNK10,0.009802152
CTSG,0.0004179665
PRMT5,0.052008215
CDKL1,0.5185223
TRIM9,0.025495611
CCDC198,0.70250326
PLEK2,0.033252068
LRRC74A,0.0011572426
SAMD15,0.02556075
ISM2,0.004902616
CHGA,0.0017467528
SIX4,0.014316482
ASB2,0.003224512
CEP128,0.24013111
SLC10A1,0.019871898
SERPINA4,0.0
SLC8A3,0.0077098594
TCL1A,0.0006256894
BDKRB1,0.0071047023
PAPLN,0.24788298
CPNE6,0.0026811997
PRORP,0.0005614869
REC8,0.06554945
VSX1,0.0004968458
GINS1,0.030300694
NINL,0.3594301
SGK2,0.15483165
MYBL2,0.008255494
R3HDML,0.0019423523
HNF4A,0.12604663
RIMS4,0.00057186256
PABPC1L,0.12355869
SALL4,0.0050245556
BMP7,0.027059123
TUBB1,0.0018276648
HRH3,0.0
NTSR1,0.01137226
SLC17A9,0.006459373
NKAIN4,0.062230185
AVP,0.0025537093
COL20A1,0.00038518012
CHRNA4,0.02744983
PTK6,0.015686173
SPEF1,0.0066113705
ISM1,0.037277374
SEL1L2,0.0050737965
SLC52A3,0.05030385
ANGPT4,0.0022124203
RSPO4,0.01171997
PROKR2,0.009256546
SNPH,0.012445062
MYLK2,0.00017106881
SIRPB1,0.0
FERMT1,0.027509619
HAO1,0.0006858686
PDYN,0.0
TLDC2,0.020262508
PAK5,0.032419898
MROH8,0.05272787
OXT,0.002244288
E2F1,0.009552496
BPI,0.0029151319
CST9L,0.0
SLC32A1,0.0
CST4,0.0
SPINT3,0.00026533953
EPPIN,0.0
SYNDIG1,0.07535478
PIGU,0.21589988
TNNC2,0.0048304996
CDH20,0.028332489
ST8SIA5,0.024868177
LAMA1,0.1650951
NOL4,0.012222023
H2BW2,0.0
VSIG1,0.004333327
GPR143,0.06398097
MID1,0.48794332
RHOXF1,0.003699294
GUCY2F,0.0021559987
ATP1B4,0.0
CHRDL1,0.01721848
SUV39H1,0.010820261
PAGE4,0.0
GLRA2,0.003534803
MCF2,0.01175784
F9,0.00012783796
CACNA1F,0.007136653
SYP,0.03989879
BMX,0.031792242
LUZP4,4.02319e-05
MTMR8,0.10905016
ZC3H12B,0.13405554
PPP1R2C,0.0
KCND1,0.009947641
OPN1LW,0.00033090974
SLC25A14,0.056751102
SCML2,0.040167823
RS1,0.001993753
RAB40AL,0.00041731176
GATA1,0.002772083
PHEX,0.02321613
GPR50,0.0
JADE3,0.16935655
PCYT1B,0.005377548
BRS3,0.0
VGLL1,0.08618279
PCDH11X,0.10069976
FGD1,0.043258015
PORCN,0.02905512
ITIH6,0.006682141
SRPX2,0.077688046
ZDHHC15,0.07389552
CENPI,0.014129028
DRP2,0.001876453
TAF7L,0.0051562623
NALCN,0.026363231
FGF14,0.2806545
HTR2A,0.0011543101
MLNR,8.282635e-05
CDADC1,0.17307188
KLF5,0.28427646
FGF9,0.09609892
SGCG,0.007055093
ACOD1,0.00015874891
MEDAG,0.008668651
OLFM4,0.0063401717
MSLN,0.01244129
MT4,0.0004303478
TSNAXIP1,0.03247098
ZNF423,0.119186066
CCL22,0.0
CCL17,0.0025180795
MMP15,0.05101034
CFAP263,0.043475255
PRSS54,0.0015499179
HAS3,0.002861192
SMPD3,0.013226134
ESRP2,0.054190308
FA2H,0.0513656
SEC14L5,0.0062092356
ABCC1,0.30317274
NOMO3,0.022832258
SLC7A5,0.01854284
RHBDL1,0.010143636
ZP2,0.0011840834
MEFV,0.0008657859
PRSS33,0.0
EARS2,0.058212806
AQP8,0.0015800709
CORO7-PAM16,0.0
SALL1,0.10171628
TOX3,0.64380115
RPGRIP1L,0.10135837
IL21R,0.007862845
TMC5,0.1250766
SLC6A2,0.00037858842
IQCH,0.29900444
CORO2B,0.11921174
AP3B2,0.020907132
ACSBG1,0.0064568464
IGDCC4,0.008833876
CEMIP,0.03222582
CEP152,0.114663735
OCA2,0.015877327
TGM5,0.0011898902
ENTREP2,0.14558187
SCG3,0.0014948393
OIP5,0.026588598
RP1,0.19311571
INTS9,0.22306329
EYA1,0.010521473
TRPA1,0.011754453
CALB1,0.11971224
POP1,0.08618543
DKK4,0.0
CCN4,0.030028313
STMN2,0.0014376979
GML,0.010077143
PYCR3,0.021333499
ANXA13,0.006525686
NEFM,0.00019983269
ADAM2,0.018892618
FGL1,0.0019905744
KCNN4,0.0119345775
TULP2,0.0024587018
DHDH,0.008239993
CGB2,0.0
LHB,0.0012819734
CGB3,0.0
TUBB4A,0.0020240298
KCNA7,0.0003969333
CKM,0.0017939946
ARHGEF18,0.0
SLC17A7,0.0010428964
RNASEH2A,0.0044137267
KLC3,0.014907908
AMH,0.00394261
DKKL1,0.0018092291
FCER2,0.0022521843
RSPH6A,0.0058182166
KIR3DX1,0.0008429193
EPHX3,0.022087798
CASP14,0.00019466483
SLC1A6,0.003408613
AURKC,0.006429681
CCNE1,0.0059699365
LGALS13,0.0
CLC,0.0021742145
CCNP,0.12028242
SHD,0.0013341793
FSD1,0.0028643392
OVOL3,0.0015111851
ZFR2,0.008613527
CEACAM4,0.002442189
CD79A,0.00045907314
LIM2,0.00018429567
ICAM4,0.0003616491
ICAM5,0.0012593878
CEACAM5,0.0
CRX,0.0018297527
ATP1A3,0.0
ZNRF4,0.0
GRIN2D,0.010636396
SYNGR4,0.00078729534
ODAD1,0.0045013493
SIGLEC6,0.0007212598
SIGLEC5,0.0
CABP5,0.00019134283
HAS1,0.00020736716
FAM83E,0.030863022
SPMAP2,0.00085143826
FGF21,0.0
CACNG7,0.0009023815
KLF1,0.00021027647
MAST1,0.0043480643
SLC5A5,0.0029526085
KCNN1,0.003396264
RAB3A,0.009477133
PDE4C,0.0
COMP,0.0009567947
UPK1A,0.0012190896
ETV2,0.006183788
ATP4A,0.0005658479
GAPDHS,0.0067618745
MAG,0.0050143832
TMEM59L,0.0028691588
GRIK5,0.055987526
PIK3CG,0.017239721
ITGB8,0.5932546
DNAH11,0.08078398
DLX5,0.0
STEAP1B,0.53529334
PALS2,0.22112359
ATP6V0A4,0.43006083
NPVF,0.0
MET,0.49945876
RNF32,0.030999076
WNT2,0.0020955221
HOXA1,0.003061646
HOXA2,0.0067966986
HOXA3,0.14811924
HOXA6,0.0
ANKRD7,0.081067964
VIPR2,0.008935357
HOXA13,0.0
EVX1,0.0
COBL,0.35557944
STX1A,0.017618578
CRHR2,0.00040035078
GHRHR,0.0024511965
CCL24,9.7961354e-05
NPTX2,0.002064662
PTPRZ1,0.008330162
HYAL4,0.0025122985
SPAM1,0.00023132387
TFR2,0.008610694
FSCN3,0.0043576527
PAX4,0.0
FBXO24,0.008476498
PPP1R17,0.00036080656
MOGAT3,0.00222634
NOBOX,0.0034458244
MYL10,9.556943e-05
SFRP4,0.013462183
ACTR3C,0.45656285
POU6F2,0.014090682
MYL7,0.00045929317
GCK,0.002060978
GALNTL5,0.0011513191
CLIP2,0.17849973
SPATA6L,0.37288445
SLC1A1,0.26807553
CNTNAP3,0.054631982
PRUNE2,0.55367726
OGN,0.01570103
LHX6,0.0018400305
DNM1,0.20610288
RLN1,0.0020354579
ELAVL2,0.013190877
NCS1,0.12537278
KCNT1,0.00048416728
CA9,0.0011595
TYRP1,0.00051586714
LHX3,0.0
PIP5K1B,0.21638335
SH3GL2,0.15544693
DNTT,0.0001509725
CUBN,0.57672447
CDH23,0.014670993
TLX1,0.0
KAZALD1,0.006546212
FGF8,0.0
PITX3,0.0010708788
DKK1,0.008456657
EBF3,0.004176693
SORCS1,0.34119314
DNAJC12,0.014178394
LGI1,0.0027041466
CYP2C18,0.0
CRYBA1,0.0011549748
RUNDC3A,0.0022721756
CSF3,0.0
RAPGEFL1,0.044389658
RNF43,0.19745754
WNT3,0.0065025454
ASPA,0.26470622
KRT37,0.0
ENO3,0.017180953
CHRNE,0.0044245482
SLC6A4,0.005543161
ALDH3A1,0.0017012968
ASIC2,0.13514791
CCL1,0.0
PEX12,0.0092689
KRT32,0.0
HSD17B1,0.027399171
DLX4,0.0010970049
PTGES3L-AARSD1,0.0008777027
RND2,0.0076620704
ALOX12,0.0072411885
PPY,0.0
MPP2,0.014043193
CACNG1,0.0006330217
EFNB3,0.001905995
DPH1,0.029496549
RCVRN,0.0
MYH1,0.0005496013
MYH3,0.012765592
FOXN1,0.00047556788
PHOX2B,0.0
GABRA4,0.0006252695
GNRHR,0.0039899014
UGT2B10,0.00090796856
CWH43,0.043520812
SULT1E1,0.00040251162
ODAM,0.0060278163
SMR3A,0.0
NMU,0.0014781804
CRACD,0.1735504
PF4V1,0.0
UCP1,0.00048323636
IL2,0.0007644513
ANXA10,0.009080116
AADAT,0.015816808
CPZ,0.0
SLC2A9,0.4253207
NEIL3,0.0025407718
TBC1D19,0.52565014
CLNK,0.22163446
NKX3-2,0.0
GLRB,0.01838203
HGFAC,0.00252139
LRP2BP,0.047394678
FAM149A,0.19220969
NCAPG,0.004842678
PPARGC1A,0.57224554
DDX25,0.01070676
DBX1,0.0
TECTA,0.016138192
JHY,0.113950506
B3GAT1,0.012095559
P2RX3,0.00042784913
NRXN2,0.011451337
CCKBR,0.00039386988
HPX,0.0036790418
FOLR3,0.0062638014
PANX1,0.04133123
APOA5,0.0
APOA4,0.0
UPK2,0.018940534
KIAA1549L,0.018415174
SLC1A2,0.02375027
SCGB2A2,0.00058952527
NAA40,0.10008999
SLC35F2,0.071845606
C11orf21,0.0028267417
ELMOD1,0.014575748
CALCA,0.00492367
EXPH5,0.30448508
POU2AF1,0.010066662
PTPN5,0.0036049127
ASIC1,0.0029334775
DAO,0.013807541
TSPAN11,0.008341086
IL23A,0.0028870413
SYT10,0.04851647
CYP27B1,0.005237124
MYF6,0.0
MYF5,0.0
GLI1,0.0044866176
SLC6A12,0.3161606
WNT5B,0.024428245
TRPV4,0.27207708
FOXM1,0.007535393
PRR4,0.0
PRMT8,0.013150104
FGF6,0.0011738468
MYL2,6.4731954e-05
RAD51AP1,0.0135569135
CUX2,0.013361064
AKAP3,0.013292211
KCNA1,0.00030283246
GPRC5D,0.004890279
GSG1,0.0062060137
RASAL1,0.27896634
ENDOU,0.0041759964
FZD10,0.00562299
ADGRD1,0.030863034
IL26,0.0028030882
IFNG,0.00018177852
TIMELESS,0.03999233
GNB3,0.008882227
SLCO1B3,0.0
APOBEC1,0.0012874274
NANOG,0.012941648
GYS2,0.004583889
ST8SIA1,0.03522629
AICDA,0.00071481336
ENSG00000111780,0.003419667
RFX4,0.008492437
FRK,0.43040377
RSPH4A,0.011144746
MAK,0.14325592
ADTRP,0.04188987
FAM184A,0.120547555
GABRR2,0.009062189
UST,0.22383118
ULBP1,0.0002608306
OPRM1,0.026933674
FANCE,0.009084755
TULP1,0.0021437968
SLC26A8,0.03393632
RHAG,0.0011236714
IL17A,0.0
IL17F,0.0
MDGA1,0.016095053
GLP1R,0.001667109
BACH2,0.2856569
TREML2,0.0
TSPO2,0.00025345886
GPR63,0.010442071
KHDRBS2,0.11545956
PRDM13,0.0
SIM1,0.460531
HDGFL1,0.0
BVES,0.0038825313
COL9A1,0.0012318566
GPLD1,0.026228327
ALDH5A1,0.06462667
EYA4,0.6816133
NR2E1,0.00039612205
SLC17A2,0.0019108065
ARFGEF3,0.1502157
SLC16A10,0.21738015
OR12D3,0.0
UNC93A,0.11737399
SLC22A2,0.090995535
PACRG,0.39277777
C6orf118,0.0023979228
MDFI,0.0052926913
GUCA1B,0.015497756
PRPH2,0.011368522
IMPG1,0.0050063003
TTK,0.005981691
CCN6,0.0025816767
PRSS16,0.015033541
MEP1A,0.0
TBX18,0.0054384856
PCDHB2,0.003539801
CEP72,0.020481627
KIF20A,0.0009857584
SLC4A9,0.12453842
LOX,0.005841868
CDH9,0.13802597
HAND1,0.0
PCDHB3,0.0022668578
PCDHB5,0.00424943
PCDHB6,0.00041756508
PCDHB7,0.0008300895
PCDHB15,0.0050755604
HAVCR1,0.05139491
GRM6,0.002165447
ITK,0.049418736
THBS4,0.062318448
IL12B,0.00030509225
BTNL8,0.0028684565
GABRG2,0.0008298263
SLC27A6,0.012317027
IRX4,0.0
AGXT2,0.21210362
IL4,0.00014765609
IL5,0.0043866183
FGF1,0.05694751
C9,0.027896661
CDX1,0.0007222056
UNC5A,0.0024863638
CNTN3,0.28846535
KNG1,0.117894575
HRG,0.0029744636
CLDN16,0.081648014
ARL6,0.13965014
RBP2,0.008359728
GRK7,0.007449992
SERPINI2,0.0101842685
LRRC31,0.003853541
COL7A1,0.108931236
GNAT1,0.0
USP9Y,0.0014419544
HHLA2,0.0441305
MORC1,0.0030939055
ROPN1B,0.0011422393
UPK1B,0.00439606
CSPG5,0.0009008397
CFAP92,0.044315476
NEK11,0.331555
HEMK1,0.07996868
PEX5L,0.019440167
AADAC,0.00027832887
ABHD14A-ACY1,0.005835166
PLCH1,0.24576014
ZBTB47,0.009978143
TNNC1,0.008052426
CLCN2,0.024070028
NEK4,0.15096746
SLC4A3,0.0108785555
IL1A,0.0007404978
CCL20,0.0049095172
KCNIP3,0.067647375
ZAP70,0.018491304
OTOF,0.0007367614
CENPA,0.021081215
SLC30A3,0.0008238872
ITGB6,0.42466047
ASB3,0.03517173
PCSK4,0.043941654
GCG,0.0
APC2,0.0050257044
GRB14,0.36335465
TLX2,0.0
GALNT3,0.17611495
TACR1,0.06181185
ACADL,0.25259143
EVA1A,0.1365264
REG1A,0.00014697293
DNAH6,0.15991646
KCNJ13,0.04829368
NEU2,0.0
OTX1,0.0
PLCD4,0.044594485
ZNF142,0.07223092
PRKAG3,0.00015934804
SMYD1,0.00084941863
IL1RL2,0.033526126
SLC9A2,0.13248187
ABCB6,0.00037621913
SLC5A7,0.0027882156
TPO,0.0030350927
DLX2,0.0
LCT,0.0014670903
LINC02566,0.0009181343
KISS1R,0.00019484984
CD207,0.00029265805
GRIN3B,0.007899653
VAX2,0.0020015833
ATP6V1B1,0.031697128
PRRX1,0.011594763
TNR,0.007218953
MORN1,0.13798866
TPSG1,0.00073541666
PAPPA2,0.20756441
NPHS2,0.03523703
CHD5,0.006846221
ELAPOR1,0.016436957
OPRD1,0.002703823
TRIM62,0.050089452
DLGAP3,0.019225882
PRG4,0.0009722134
PDC,0.0061764703
SLC35D1,0.19121183
PLA2G4A,0.2050101
PRAMEF1,0.0
PRAMEF12,0.0
RPE65,0.0
AMPD1,0.0010106841
CTH,0.051159773
AGMAT,0.0389607
TNNI3K,0.00030000566
CFHR3,0.0006795667
TFAP2E,0.014475611
HAO2,0.072123006
NT5C1A,0.0013292448
HPCAL4,0.0037301201
BMP8B,0.0026376445
MYCL,0.014979351
ZP4,0.00011512152
KMO,0.034487627
KCNQ4,0.006939564
ST6GALNAC5,0.013404254
ACTL8,0.0003458956
PLA2G2D,0.0
CR2,0.0021978472
CDC20,0.006279071
MPL,0.0019574668
PTCH2,0.01938246
CCDC181,0.05982337
MROH9,0.0074347127
FASLG,0.0009971616
TNFSF4,0.004945109
HSD11B1,0.0306487
PLPPR5,0.0011638545
PLPPR4,0.00027906898
SERPINC1,0.0009665748
PROX1,0.07925739
SLC5A9,0.050108857
CHRNB4,0.0070317434
MUC5B,0.0006709411
A4GNT,0.0003333057
TREH,0.022280455
MMP8,0.0
ZNF541,0.0049035167
SLC8A2,0.0025704943
KIF14,0.00564804
TNNT2,0.012274546
CRYGD,0.0
MREG,0.18128298
TNP1,0.0
CA14,0.0016703139
DNAI7,0.13089868
ATP10B,0.07185808
USP35,0.01416965
ELOVL4,0.006343845
CNR1,0.0030233574
SPACA1,0.0027602664
ZC2HC1B,0.0
ADGB,0.0034367666
MYB,0.0047479873
ALDH8A1,0.13752666
PMFBP1,0.019271677
GHRH,0.00026618835
OLFM3,0.002419743
PPL,0.24393645
HS1BP3,0.096094765
FGF23,0.0013246316
DNAH7,0.40563834
SATB2,0.1083317
TRPM6,0.102484874
GDA,0.12795927
TJP2,0.009500322
