,PRE98sc
ENSG00000259008,0.0
ATP10A-DT,0.0
ENSG00000259017,0.0
ENSG00000259018,0.0
LINC00524,0.0
TVP23C-CDRT4,0.0
ENSG00000259026,0.0
ENSG00000259028,0.0
ENSG00000259031,0.0
ENSG00000259033,0.0
ENSG00000259035,0.0
ENSG00000259036,0.0
ENSG00000259037,0.0
ENSG00000259039,0.0
BLOC1S5-TXNDC5,0.0
ENSG00000259041,0.0
ENSG00000259042,0.0
ENSG00000259044,0.0
ENSG00000259048,0.0
ENSG00000259049,0.0
LINC02332,0.007889076
ENSG00000259055,0.0
ENSG00000259058,0.0
ENSG00000259060,0.0
ENSG00000259061,0.0
ACTN1-DT,0.0
MIDEAS-AS1,0.012081799
ENSG00000259066,0.0
ENSG00000259067,0.0
TRAV37,0.0
ENSG00000259069,0.0
LINC00639,0.0
ENSG00000259071,0.015876241
ENSG00000259072,0.0
FOXN3-AS2,0.0
POC1B-GALNT4,0.0
ENSG00000259076,0.0
ENSG00000259077,0.0
ENSG00000259081,0.0
LINC02314,0.0
PNN-AS1,0.0
ENSG00000259087,0.0
ENSG00000259088,0.0
LINC00517,0.0
TRAV30,0.0
ENSG00000259093,0.0
ENSG00000259094,0.0
ENSG00000259097,0.0
ENSG00000259103,0.0
PTCSC3,0.0034372902
ENSG00000259106,0.0
LINC00911,0.0
LINC01595,0.0
LINC02304,0.0
ENSG00000259111,0.0
NDUFC2-KCTD14,0.0
ENSG00000259113,0.0
ENSG00000259115,0.0
HSPA2-AS1,0.0
ENSG00000259118,0.0
ENSG00000259119,0.0
SMIM6,0.25998282
ENSG00000259124,0.0
LRP1-AS,0.0
LINC00648,0.0030364092
ENSG00000259130,0.0
ENSG00000259132,0.0
ENSG00000259133,0.0
ENSG00000259135,0.0
ENSG00000259138,0.0
LINC00644,0.0
SIPA1L1-AS1,0.0028761625
ENSG00000259149,0.0
LINC00929,0.0
MAP3K9-DT,0.009956818
ADAM20P1,0.0017250958
TTC7B-AS1,0.0
ENSG00000259164,0.0
ENSG00000259168,0.0
ENSG00000259170,0.0
ENSG00000259171,0.0
SNRPA1-DT,0.0038983668
ENSG00000259175,0.0
ENSG00000259177,0.0
ENSG00000259178,0.0
ENSG00000259180,0.0
ENSG00000259181,0.0
ENSG00000259182,0.0
ENSG00000259185,0.0
ENSG00000259187,0.0
ENSG00000259188,0.0
ENSG00000259198,0.0
ENSG00000259199,0.0
ENSG00000259200,0.0
ENSG00000259201,0.0
SMAD3-AS1,0.0
ENSG00000259203,0.0
ITGB3,0.0040356866
ENSG00000259211,0.0
ENSG00000259212,0.0
ENSG00000259213,0.0
LINC02896,0.0
LINC00928,0.0
ENSG00000259219,0.0
ENSG00000259221,0.0
ENSG00000259223,0.0
SLC35G6,0.0
LINC02345,0.0
LINC02323,0.0
ANKRD34C-AS1,0.0
CTXN2-AS1,0.0
LINC02490,0.0
ENSG00000259238,0.0
MIR4713HG,0.0
ENSG00000259241,0.0
ENSG00000259242,0.0
LINC02853,0.0
USP3-AS1,0.0125901615
ENSG00000259250,0.0
VPS13C-DT,0.0
ENSG00000259252,0.0
LINC01895,0.0
IGHV4OR15-8,0.0
ENSG00000259265,0.0
LINC02622,0.0
ENSG00000259268,0.0
ENSG00000259269,0.0
ENSG00000259275,0.012019147
ENSG00000259276,0.0
ENSG00000259277,0.0
ENSG00000259278,0.0
LINGO1-AS2,0.0
SPATA8-AS1,0.0
ENSG00000259283,0.0
LINC02349,0.0
ALDH1A2-AS1,0.0
ENSG00000259287,0.0019498403
BUB1B-PAK6,0.0
SMASR,0.0
LIPC-AS1,0.0
ENSG00000259294,0.0
ENSG00000259296,0.0
IGHV2OR16-5,0.0
ZHX1-C8orf76,0.004684593
PLCB2-AS1,0.0
ENSG00000259309,0.0
ENSG00000259312,0.0
ENSG00000259314,0.0
ENSG00000259316,0.0
JDP2-AS1,0.0
ENSG00000259320,0.0
ENSG00000259322,0.0
ENSG00000259326,0.0
ENSG00000259327,0.0
ENSG00000259331,0.0
ST20-MTHFS,0.0
LINC00596,0.0
ENSG00000259336,0.0025094866
IGHV1OR15-2,0.0
LINC03080,0.0
ENSG00000259342,0.0
TMC3-AS1,0.0011655377
ENSG00000259345,0.0042265826
SMAD3-DT,0.05763187
APPBP2-DT,0.00332613
ENSG00000259351,0.0
ENSG00000259352,0.0
ENSG00000259353,0.0
SLC30A4-AS1,0.0
ENSG00000259356,0.0
ENSG00000259357,0.0
ENSG00000259360,0.0
LINC00927,0.0
ENSG00000259362,0.0
ENSG00000259363,0.0
ENSG00000259364,0.0
ENSG00000259365,0.0
AKAP13-AS1,0.0
ENSG00000259368,0.0
ENSG00000259370,0.0
ENSG00000259371,0.0
ENSG00000259375,0.0
LINC02895,0.0
ENSG00000259383,0.0
GH1,0.0
ENSG00000259385,0.0
ENSG00000259390,0.0
ENSG00000259395,0.0
TGIF2-RAB5IF,0.0
ENSG00000259403,0.0
ENSG00000259408,0.0043843566
BMF-AS1,0.0
LINC02883,0.0
CTXND1,0.0112612145
ENSG00000259418,0.0
ENSG00000259420,0.0
ENSG00000259422,0.0
IRAIN,0.0
KIF23-AS1,0.0
CERS3-AS1,0.0
ENSG00000259434,0.0
ENSG00000259437,0.0
MAPK6-DT,0.0
LINC01833,0.0038942446
ENSG00000259442,0.0
ENSG00000259443,0.0
RYR3-DT,0.0
ENSG00000259447,0.0
ADNP-AS1,0.009971076
ENSG00000259457,0.0
MGC15885,0.0
LINC02568,0.007976546
CPEB1-AS1,0.0
ENSG00000259463,0.0
ENSG00000259468,0.0
ENSG00000259469,0.0
LINC01169,0.0
LINC02205,0.0
ENSG00000259474,0.0
SYNM-AS1,0.0
ENSG00000259478,0.0
ENSG00000259481,0.0
RORA-AS2,0.0
ENSG00000259483,0.0
DUT-AS1,0.0026790192
IGHV3OR15-7,0.0
ARNT2-DT,0.041285507
TPM1-AS,0.0017363242
ENSG00000259499,0.0
ENSG00000259503,0.0
ENSG00000259504,0.014454889
ENSG00000259508,0.0
UBE2Q2P16,0.008182613
ENSG00000259514,0.0
ENSG00000259515,0.0
LINC02169,0.0
LINC01583,0.0
ENSG00000259519,0.0
SLC28A2-AS1,0.013339463
INO80-AS1,0.0
ENSG00000259522,0.0
ENSG00000259528,0.0
ENSG00000259530,0.0
ENSG00000259532,0.0
ENSG00000259534,0.0
ENSG00000259536,0.0
ENSG00000259540,0.0
ENSG00000259541,0.0
ENSG00000259542,0.0
ENSG00000259543,0.0
ENSG00000259544,0.0
ENSG00000259546,0.0
ENSG00000259548,0.0
ENSG00000259551,0.0
ENSG00000259553,0.0033517475
ENSG00000259555,0.0
ENSG00000259560,0.0
ENSG00000259563,0.0
ENSG00000259564,0.0
BLID,0.0
LINC01491,0.0011436621
ENSG00000259575,0.0
CERNA1,0.00899441
ENSG00000259579,0.0
ALDH1A3-AS1,0.0
ENSG00000259584,0.0
ENSG00000259588,0.0
ENSG00000259589,0.0
LINC02244,0.0
ENSG00000259591,0.0
CTDSPL2-DT,0.0
ENSG00000259598,0.0
ENSG00000259602,0.0
ENSG00000259603,0.0
ENSG00000259607,0.0
LINC01582,0.0
ENSG00000259615,0.0
ENSG00000259617,0.0
ENSG00000259620,0.0
ENSG00000259621,0.0
ENSG00000259624,0.0
ENSG00000259627,0.0
ENSG00000259631,0.0
ENSG00000259639,0.0
ENSG00000259647,0.0
ENSG00000259649,0.0
ENSG00000259650,0.0
ENSG00000259652,0.0
ENSG00000259656,0.0
UBE2Q2P13,0.008308298
ENSG00000259661,0.0
ISL1-DT,0.0
LINGO1-AS1,0.0
ENSG00000259669,0.0
ENSG00000259670,0.0
ENSG00000259672,0.0
IQCH-AS1,0.06959435
ENSG00000259675,0.0
ENSG00000259676,0.0
ENSG00000259678,0.0
IGHV3OR16-17,0.0
ENSG00000259681,0.0
ENSG00000259684,0.0
IDH2-DT,0.0016424792
LINC01220,0.004795776
LINC01418,0.0
ENSG00000259694,0.0
ENSG00000259697,0.0
ENSG00000259702,0.0024057836
FBN1-DT,0.0
DNAJA4-DT,0.0
ENSG00000259709,0.0
ENSG00000259711,0.0
ENSG00000259712,0.0
ENSG00000259715,0.0
LINC00677,0.0
LINC02284,0.0
ENSG00000259720,0.0
GREM1-AS1,0.0
ENSG00000259723,0.0
LINC01581,0.0
ENSG00000259725,0.0
ENSG00000259731,0.0
ENSG00000259734,0.0
CRTC3-AS1,0.0033878644
ENSG00000259737,0.0
ENSG00000259753,0.0
ENSG00000259754,0.010892376
ENSG00000259755,0.0
ENSG00000259756,0.0
ENSG00000259757,0.0
ENSG00000259759,0.0
LINC02157,0.0
PCSK6-AS1,0.0
ZFHX3-AS1,0.0069444785
LINC03034,0.0049120425
ENSG00000259773,0.0
ENSG00000259774,0.0
EIF5-DT,0.0024948025
ENSG00000259776,0.0
LINC01922,0.0
ENSG00000259780,0.0
LINC02259,0.0
ENSG00000259784,0.0
LINC02109,0.0
UAP1-DT,0.0
ENSG00000259789,0.0
ENSG00000259791,0.0
ENSG00000259792,0.0
ENSG00000259793,0.0
ENSG00000259798,0.0
MARCHF6-DT,0.013034481
SLC22A31,0.0
CTCF-DT,0.003243996
ENSG00000259805,0.0
ENSG00000259807,0.0
ENSG00000259813,0.0
ENSG00000259814,0.0
LINC02769,0.0
ENSG00000259817,0.0
CZIB-DT,0.0035214375
ENSG00000259819,0.0
ENSG00000259821,0.0
LYPD8,0.004751371
CDK13-DT,0.0025270977
ENSG00000259828,0.0
LINC00567,0.0
ENSG00000259833,0.0
LINC01904,0.0
ENSG00000259840,0.0
LINC01566,0.0
HEATR3-AS1,0.0
ENSG00000259846,0.0
LINC02126,0.0
VENTXP1,0.0
IGHV1OR16-2,0.0
LINC02956,0.0
ENSG00000259861,0.0
ENSG00000259862,0.0
SH3RF3-AS1,0.0046973573
DYNLRB2-AS1,0.0
ENSG00000259869,0.0
ENSG00000259870,0.0
ENSG00000259876,0.0
ZNF778-DT,0.021953788
ENSG00000259878,0.0
ENSG00000259881,0.0
EHD4-AS1,0.0
FIGNL2-DT,0.0
ENSG00000259889,0.0
ENSG00000259891,0.00221914
TEDC2-AS1,0.0
ENSG00000259899,0.0
ENSG00000259900,0.0
PWRN1,0.008419218
ENSG00000259906,0.0
ENSG00000259907,0.0
LNCPTCTS,0.0
ENSG00000259912,0.0
ENSG00000259914,0.0
ENSG00000259915,0.0020142477
AQP7B,0.0
ENSG00000259920,0.0
ENSG00000259925,0.0
ENSG00000259928,0.0
ENSG00000259929,0.0
ENSG00000259940,0.0
ENSG00000259941,0.0
CDRT7,0.0
ENSG00000259945,0.0
ENSG00000259946,0.0
LINC02124,0.0
ENSG00000259952,0.0
IL21R-AS1,0.0
ENSG00000259955,0.0
ENSG00000259959,0.019734772
ENSG00000259961,0.0
THSD4-AS1,0.0
ENSG00000259967,0.0
ENSG00000259968,0.0
LINC00261,0.0
ENSG00000259976,0.0
ENSG00000259977,0.0
ENSG00000259981,0.0
ENSG00000259985,0.002969013
ENSG00000259986,0.0
ENSG00000259989,0.0
IGHV1OR16-4,0.0
ENSG00000260000,0.0072047077
ENSG00000260003,0.0
ENSG00000260004,0.0
ENSG00000260005,0.0
ENSG00000260007,0.0
ENSG00000260008,0.0
LINC02130,0.0
ENSG00000260011,0.0025956968
ENSG00000260017,0.0
MBTPS1-DT,0.04440812
LINC01992,0.0
ENSG00000260021,0.0
ENSG00000260022,0.0
LINC02189,0.0
ENSG00000260029,0.0
LCMT1-AS2,0.0029068124
ENSG00000260037,0.0
ENSG00000260041,0.0
ENSG00000260042,0.0
ENSG00000260046,0.0
IGHV1OR16-3,0.0
ENSG00000260051,0.0
LINC01571,0.009921341
ENSG00000260058,0.0
ENSG00000260059,0.0
ENSG00000260063,0.0
ENSG00000260066,0.0
ENSG00000260070,0.0
ENSG00000260072,0.0
ENSG00000260073,0.0
MRFAP1P1,0.08034878
ENSG00000260084,0.0
ENSG00000260086,0.0
DDX59-AS1,0.0037626398
ENSG00000260091,0.0
ENSG00000260092,0.0
MSRA-DT,0.0
LINC00564,0.0
SPDYE6,0.0
LINC01070,0.0
ENSG00000260107,0.0
ENSG00000260111,0.0
CDH8-AS1,0.0
ENSG00000260118,0.016994102
ENSG00000260120,0.0
ENSG00000260121,0.0
ENSG00000260122,0.0
CARMAL,0.0
AGBL1-AS1,0.0
ENSG00000260126,0.0
LINC00556,0.0
ENSG00000260132,0.0
MMP2-AS1,0.0
ENSG00000260137,0.0
ENSG00000260142,0.0
ENSG00000260145,0.0
CPNE2-DT,0.0
LINC02673,0.0
ENSG00000260156,0.0
ENSG00000260158,0.0
ENSG00000260162,0.0
ENSG00000260166,0.0
ENSG00000260167,0.0
ENSG00000260170,0.0
ENSG00000260171,0.0
LINC01413,0.0
ENSG00000260173,0.0
ENSG00000260176,0.0
ENSG00000260177,0.0
ENSG00000260179,0.0
ENSG00000260185,0.0
LINC02137,0.0
ENSG00000260188,0.0
LINC02240,0.0
LINC02846,0.0
ENSG00000260194,0.0
ENSG00000260196,0.011809228
ENSG00000260197,0.0
ENSG00000260201,0.008352823
ENSG00000260202,0.0
ENSG00000260205,0.0
ENSG00000260206,0.0
ENSG00000260209,0.0
CENPN-AS1,0.0
ENSG00000260217,0.0
CD2BP2-DT,0.01488146
CCDC187,0.0
ENSG00000260223,0.0
CDH13-AS2,0.0
FRRS1L,0.0
KDM7A-DT,0.013187516
PWRN4,0.0
ENSG00000260234,0.0
ENSG00000260235,0.0
ENSG00000260237,0.0
PMF1-BGLAP,0.009505221
LINC02533,0.0
ENSG00000260242,0.0
ENSG00000260246,0.0
ENSG00000260249,0.0
ENSG00000260252,0.0
ENSG00000260254,0.0
ENSG00000260256,0.0
LINC02166,0.008449836
ENSG00000260261,0.008452958
ENSG00000260262,0.0
LINC02194,0.0
LINC00919,0.0
ENSG00000260271,0.0
ENSG00000260272,0.0
ENSG00000260273,0.0080096815
ENSG00000260274,0.013820115
ENSG00000260277,0.0
BMP2K-DT,0.0030404893
ENSG00000260279,0.0032522443
ITFG1-AS1,0.0
TRMT61A-DT,0.006529808
ARMH2,0.0
TBC1D3G,0.0
ENSG00000260289,0.0
LINC01882,0.0
ENSG00000260303,0.0
ENSG00000260304,0.0
NTRK3-AS1,0.0
ENSG00000260306,0.0
ENSG00000260311,0.0
ENSG00000260312,0.0
LINC02986,0.0102783255
ENSG00000260322,0.0
HSPB9,0.010077287
ENSG00000260328,0.0
TMEM263-DT,0.0194302
ENSG00000260331,0.0029136834
LINC01570,0.0
HEXA-AS1,0.00069373415
LINC02176,0.0
ENSG00000260342,0.0
LINC01043,0.0
ENSG00000260348,0.0
ENSG00000260349,0.017032767
ENSG00000260350,0.0
ENSG00000260351,0.0
SMG1-DT,0.0
ENSG00000260362,0.0
ENSG00000260364,0.0
ENSG00000260367,0.0042136423
ENSG00000260369,0.0
ENSG00000260370,0.0
ENSG00000260371,0.0
AQP4-AS1,0.0
ENSG00000260377,0.0
ENSG00000260378,0.0
ENSG00000260381,0.0
ENSG00000260385,0.0
ENSG00000260387,0.0
LINC00562,0.0035347324
ENSG00000260390,0.0
ENSG00000260392,0.0
ENSG00000260393,0.0
STUB1-DT,0.0
ENSG00000260402,0.0
ENSG00000260403,0.004122759
ENSG00000260406,0.0
ENSG00000260416,0.0
ENSG00000260417,0.0
ENSG00000260418,0.011834945
ENSG00000260419,0.0
LINC02182,0.0
ENSG00000260422,0.0
LINC02367,0.0
ENSG00000260425,0.0
SCX,0.014281043
ENSG00000260430,0.0
LINC01917,0.0
ENSG00000260436,0.0
LMF1-AS1,0.0
LINC01544,0.027829701
ENSG00000260441,0.0
ATP2A1-AS1,0.0060588764
ENSG00000260447,0.0
LCMT1-AS1,0.0
LINC02134,0.0
LINC02957,0.0
NBAT1,0.0021458196
ENSG00000260457,0.0
KCNJ18,0.0
ENSG00000260460,0.0
ENSG00000260464,0.0
ENSG00000260465,0.00458676
ENSG00000260466,0.0
ENSG00000260467,0.0
LINC01290,0.0
INSYN1-AS1,0.020606656
ENSG00000260473,0.0
SLC25A28-DT,0.005913165
ENSG00000260476,0.0
LINC01584,0.0
ENSG00000260478,0.012462383
ENSG00000260484,0.0
ENSG00000260488,0.0
CISTR,0.0
E2F5-DT,0.0020462887
ENSG00000260495,0.0
ENSG00000260496,0.0
ENSG00000260498,0.0
ENSG00000260500,0.0047517032
ENSG00000260504,0.0
ENSG00000260505,0.0
ENSG00000260507,0.0
ENSG00000260509,0.0018045454
ENSG00000260510,0.0
ENSG00000260515,0.0
ATP8A1-DT,0.0
ENSG00000260520,0.0
AP1AR-DT,0.005383365
FAM157C,0.0
ENSG00000260530,0.0
ENSG00000260532,0.0
ENSG00000260536,0.0
ENSG00000260537,0.0
ENSG00000260542,0.0
ENSG00000260545,0.0
ENSG00000260550,0.0
PWRN2,0.0
ENSG00000260555,0.0
ENSG00000260558,0.0
ENSG00000260563,0.021494668
ENSG00000260564,0.0
ENSG00000260568,0.0
ENSG00000260569,0.0
ENSG00000260570,0.0
PPM1L-DT,0.010049605
ENSG00000260573,0.0
ENSG00000260574,0.0
ENSG00000260575,0.0
CDH3-AS1,0.0
ENSG00000260578,0.0
ENSG00000260579,0.0
ENSG00000260580,0.0025767833
ENSG00000260583,0.0018449051
ENSG00000260585,0.0016502661
ENSG00000260588,0.0
ENSG00000260592,0.0
ENSG00000260593,0.0
ENSG00000260594,0.0
DUX4,0.0
ENSG00000260597,0.0
ENSG00000260604,0.0
ENSG00000260605,0.0
ENSG00000260608,0.0
ENSG00000260611,0.0
ENSG00000260612,0.0
ENSG00000260613,0.0
CYLD-AS2,0.0
ENSG00000260617,0.0
ENSG00000260618,0.0
ENSG00000260619,0.0
ENSG00000260620,0.0
ENSG00000260621,0.0035672789
ENSG00000260624,0.0
RUSF1-DT,0.017763061
ENSG00000260626,0.0
BGLT3,0.0
ENSG00000260633,0.0
ENSG00000260634,0.0
ENSG00000260635,0.0
ENSG00000260640,0.0
TSPAN5-DT,0.0019116398
ENSG00000260642,0.0
ENSG00000260643,0.003042164
ENSG00000260645,0.0033479857
ENSG00000260646,0.0
ENSG00000260647,0.0015556772
ENSG00000260650,0.0
ENSG00000260651,0.012206581
MIR3147HG,0.0
ENSG00000260657,0.0298515
ENSG00000260658,0.006783055
ENSG00000260659,0.0
ENSG00000260660,0.0
ENSG00000260661,0.0
ENSG00000260664,0.0
ENSG00000260670,0.0
ENSG00000260672,0.0
ENSG00000260673,0.0
LINC01541,0.0
ENSG00000260677,0.0
ENSG00000260679,0.0
ENSG00000260681,0.0
ENSG00000260683,0.0
ANKRD20A1,0.0
ENSG00000260693,0.0
ENSG00000260694,0.0
ENSG00000260695,0.0
ENSG00000260698,0.0
ENSG00000260701,0.0
ENSG00000260706,0.0
ENSG00000260710,0.0
ENSG00000260715,0.0
ENSG00000260719,0.0
LINC01243,0.0
ENSG00000260721,0.0
ENSG00000260725,0.0
ENSG00000260729,0.0
ENSG00000260733,0.0
TLE7,0.0
ENSG00000260735,0.0
LINC01227,0.0
LINC00554,0.0
ENSG00000260739,0.0
ENSG00000260740,0.0242212
ENSG00000260741,0.0
ITPRID2-DT,0.0034878487
ENSG00000260743,0.0
ENSG00000260744,0.0
ENSG00000260750,0.0
ENSG00000260755,0.015396207
ENSG00000260756,0.0
ENSG00000260761,0.0
ENSG00000260763,0.0
ENSG00000260771,0.0
ENSG00000260773,0.0
ENSG00000260777,0.0
MIR3677HG,0.013029097
ENSG00000260779,0.0
CASC17,0.0
ENSG00000260786,0.0
CEDORA,0.0
CDR2-DT,0.0
LINC02280,0.0
ENSG00000260796,0.0
ENSG00000260798,0.0
SERTM2,0.0
LINC01963,0.014043931
PAPOLA-DT,0.019106207
CEROX1,0.0044223573
ENSG00000260808,0.0
ENSG00000260810,0.0
ENSG00000260814,0.0
ENSG00000260823,0.0
ENSG00000260827,0.0
ENSG00000260830,0.0
ENSG00000260832,0.0
ENSG00000260834,0.0
ENSG00000260836,0.0
ENSG00000260838,0.0
LINC01964,0.0
ENSG00000260845,0.0
ENSG00000260847,0.0
ENSG00000260848,0.0
ENSG00000260850,0.0
ENSG00000260851,0.0
FBXL19-AS1,0.0057579814
NFATC2IP-AS1,0.0
LINC02184,0.0
ENSG00000260855,0.0033183526
ENSG00000260857,0.0
ENSG00000260858,0.0
ENSG00000260861,0.0
ENSG00000260867,0.0
LINC01960,0.0
ENSG00000260874,0.0
LINC01229,0.0
ENSG00000260877,0.0042308546
ENSG00000260879,0.0
HCCAT5,0.0
PCHILR,0.0
TAT-AS1,0.0
CASC22,0.028189156
ENSG00000260891,0.0
ENSG00000260892,0.0
ENSG00000260894,0.0
ENSG00000260895,0.0
ARLNC1,0.0
ADPGK-AS1,0.0
LINC02011,0.0
XKR7,0.0
LINC02890,0.0
ENSG00000260907,0.0
SWINGN,0.0
ENSG00000260911,0.0025186345
LINC01254,0.0
ENSG00000260914,0.0
ENSG00000260919,0.0
ENSG00000260921,0.0
ENSG00000260922,0.0
LINC01311,0.014729594
ENSG00000260926,0.0
ENSG00000260927,0.0
LINC01416,0.0
ENSG00000260932,0.0
ENSG00000260934,0.0032871554
ENSG00000260937,0.0
CAPN10-DT,0.0007857602
LINC02555,0.0
FOXC2-AS1,0.0034083584
ENSG00000260945,0.0
ENSG00000260947,0.0
ENSG00000260953,0.0
ENSG00000260955,0.0
ENSG00000260957,0.0
ENSG00000260958,0.0
ENSG00000260959,0.0
LINC00557,0.0
LINC03064,0.03471308
WWOX-AS1,0.0
ENSG00000260970,0.0
ENSG00000260971,0.005156007
ENSG00000260972,0.0
ENSG00000260973,0.0
ENSG00000260974,0.0
ENSG00000260975,0.0
LINC01633,0.0
ENSG00000260978,0.0
USP7-AS1,0.001204408
ENSG00000260981,0.0
ENSG00000260986,0.0
ENSG00000260988,0.0
ENSG00000260989,0.0
ENSG00000260990,0.0
DOCK9-DT,0.011101222
ENSG00000260995,0.0
ENSG00000260999,0.0
ENSG00000261000,0.0
VPS39-DT,0.0
LINC01572,0.0029804208
ENSG00000261009,0.0
ENSG00000261012,0.0
LINC02165,0.0
ENSG00000261018,0.0
ENSG00000261019,0.0
ENSG00000261020,0.0
ENSG00000261024,0.0
ENSG00000261025,0.0
ENSG00000261028,0.0
MPHOSPH6-DT,0.0
ENSG00000261030,0.0
SPECC1-DT,0.0
ENSG00000261035,0.0
ENSG00000261036,0.0
ENSG00000261037,0.0
ENSG00000261038,0.0
ENSG00000261043,0.0
LINC02129,0.0
ENSG00000261049,0.0
SYNM-AS2,0.0
ENSG00000261055,0.0
LINC00555,0.0
ENSG00000261058,0.0
ENSG00000261063,0.0
ENSG00000261065,0.0
ENSG00000261066,0.0
ENSG00000261069,0.0
ENSG00000261070,0.0
ENSG00000261071,0.00691778
LINC01195,0.0
ENSG00000261076,0.0
ENSG00000261078,0.0
ENSG00000261079,0.0029459952
RUNX2-AS1,0.0
LINC01228,0.0
LINC02516,0.0
ENSG00000261090,0.0
LINC02178,0.0
ENSG00000261093,0.0
ENSG00000261095,0.0
LINC00563,0.0
ENSG00000261103,0.0
ENSG00000261104,0.0
ENSG00000261113,0.0
TMEM178B,0.010305085
ENSG00000261117,0.0
ENSG00000261118,0.006252317
LINC02473,0.0
LINC02167,0.0
ENSG00000261124,0.0
ENSG00000261129,0.0
ENSG00000261130,0.0
ENSG00000261136,0.007341846
ENSG00000261140,0.010216225
ENSG00000261141,0.0
ENSG00000261146,0.0
ENSG00000261147,0.0
LINC02131,0.0
LINC01989,0.0
ENSG00000261158,0.0
ENSG00000261161,0.0
ENSG00000261166,0.0
ENSG00000261170,0.0
ENSG00000261172,0.0
DNAJA2-DT,0.0021821707
LINC02188,0.0
ENSG00000261177,0.0
LINC03121,0.0
LINC03100,0.0
ENSG00000261187,0.0
TFIP11-DT,0.018714434
DSP-AS1,0.01280869
ENSG00000261191,0.0
LINC01898,0.0
ENSG00000261195,0.0
ENSG00000261198,0.0
ENSG00000261200,0.0022346016
TNRC6B-DT,0.0
ENSG00000261204,0.0
LINC00561,0.0
ENSG00000261207,0.0
CLEC19A,0.0
ENSG00000261211,0.010507072
ENSG00000261213,0.0
ENSG00000261216,0.0
ENSG00000261219,0.0
ST3GAL1-DT,0.0044205566
ENSG00000261229,0.0027953917
LINC02133,0.0
HSD17B2-AS1,0.0034496114
ENSG00000261238,0.0
ENSG00000261240,0.0
LINC02128,0.0
ENSG00000261242,0.0018256014
ENSG00000261243,0.0
ENSG00000261244,0.0
GOLGA8T,0.0
ENSG00000261248,0.0
LINC01751,0.0
ENSG00000261250,0.0
EFCAB6-DT,0.0
ENSG00000261253,0.0
ENSG00000261257,0.0
ENSG00000261260,0.0
ENSG00000261261,0.0
ENSG00000261265,0.0
ENSG00000261266,0.0
ENSG00000261267,0.0
QKILA,0.0
MUC22,0.0
ENSG00000261275,0.0
ENSG00000261276,0.0
ENSG00000261285,0.0
ATP2C2-AS1,0.0
ENSG00000261292,0.0
ENSG00000261293,0.0
ENSG00000261294,0.0
ENSG00000261296,0.0
ENSG00000261298,0.0
NUP93-DT,0.0
LINC02252,0.0
ENSG00000261307,0.0
FIGNL2,0.007371731
ENSG00000261310,0.0
ENSG00000261312,0.0
ENSG00000261313,0.0
LINC01834,0.0
DIS3L-AS1,0.0
LINC02152,0.0
ENSG00000261320,0.027688889
LINC02192,0.0
LINC01355,0.011911433
ENSG00000261327,0.0
ENSG00000261329,0.0
ITGAL-AS1,0.0
ENSG00000261334,0.0
ENSG00000261335,0.0114411935
LINC01616,0.0
SMIM47,0.0
ENSG00000261346,0.0
ENSG00000261347,0.0
LINC02136,0.0
ENSG00000261357,0.0
PYCARD-AS1,0.0
OTULIN-DT,0.0027865008
ENSG00000261363,0.0
ENSG00000261364,0.0
MANEA-DT,0.011244692
ENSG00000261367,0.0
ENSG00000261368,0.0
ENSG00000261369,0.0
VPS9D1-AS1,0.0
ENSG00000261376,0.0
ENSG00000261382,0.0
ENSG00000261385,0.0
MAFTRR,0.0033051688
ENSG00000261392,0.0
ENSG00000261393,0.0
ENSG00000261394,0.0
ENSG00000261396,0.0
LINC01177,0.0
ENSG00000261398,0.0
MAPK8IP3-AS1,0.19306122
ENSG00000261400,0.0
ENSG00000261402,0.0
ENSG00000261403,0.0
PSMD7-DT,0.0032111227
ENSG00000261407,0.003573618
TEN1-CDK3,0.0018932816
CDH13-AS1,0.0
ENSG00000261411,0.0
CORO1A-AS1,0.0
MPC1-DT,0.01343513
ENSG00000261421,0.0
TMEM202-AS1,0.0019101206
ENSG00000261427,0.0
DHX35-DT,0.0
LINC01613,0.0
ENSG00000261433,0.0
ENSG00000261435,0.0
ENSG00000261436,0.0
LINC02894,0.024036225
ENSG00000261442,0.0
LINC00559,0.0
ENSG00000261447,0.0
ENSG00000261448,0.0
ENSG00000261449,0.0
LINC01735,0.0
TUBB8,0.0035113082
ENSG00000261459,0.0
ENSG00000261460,0.0
COQ7-DT,0.0029838681
ENSG00000261466,0.0
ENSG00000261467,0.0
ENSG00000261471,0.0
ENSG00000261472,0.0
LINC02190,0.0
ENSG00000261478,0.0
GOLGA8M,0.0
CARHSP1-DT,0.0
ENSG00000261482,0.0
PAN3-AS1,0.008625252
ENSG00000261489,0.0
LINC00566,0.0
BBS7-DT,0.0
LINC01686,0.0
ENSG00000261505,0.0
ENSG00000261507,0.0
TP53TG3B,0.0
ENSG00000261512,0.0
ENSG00000261513,0.0
LINC01976,0.044308383
LINC00558,0.0
ENSG00000261519,0.0
DLGAP1-AS5,0.0
ENSG00000261523,0.0
ENSG00000261532,0.0
ENSG00000261535,0.0
ENSG00000261540,0.0
ENSG00000261541,0.0
ENSG00000261542,0.0032093565
ENSG00000261543,0.0
ENSG00000261546,0.0
ENSG00000261552,0.0
ENSG00000261555,0.0
LINC01859,0.0
ENSG00000261566,0.0
