,PRE027
CXCL3,0.006706481
CXCL5,0.0
PPBP,0.0
PF4,0.0
PLSCR2,0.007928197
CCDC158,0.0013861615
TCF23,0.0
DNAJC5G,0.0
UCN,0.0009638173
PLB1,0.0025922558
SPDYA,0.0038262478
TGM4,0.0
SLC6A20,0.0
RTP3,0.0
FBXO40,0.0
GRIK3,0.00040127125
CFAP100,0.0
CAMK2N2,0.0
RHO,0.0
IGF2BP2-AS1,0.0
SFMBT1,0.032905668
ZDHHC19,0.0012964169
SLC51A,0.009958707
OTOP1,0.0
EXO5,0.016731007
CLDN19,0.029798364
SLC9B1,0.004998434
CDC25A,0.0043083034
FBXW12,0.0
PLXNB1,0.22697175
BSN,0.0016417707
CAMKV,0.0
MST1R,0.00085387664
GRM2,0.001064355
ETNPPL,0.0016892405
PITX2,0.0
PRSS12,0.0037994701
NDST3,0.0036122934
SMIM43,0.0
ADAD1,0.0
HPGD,0.20275208
ASB5,0.002576748
SPMIP2,0.0
NPY5R,0.004464886
FHIP1A,0.006836669
HHIP,0.0
SLC45A2,0.0
ELOVL7,0.13878065
ZNF474,0.0
ADGRV1,0.0434198
F2RL2,0.0013829442
ANKRD33B,0.10418272
F2RL1,0.090888225
PRDM9,0.0
SCGB3A2,0.0
SPINK1,0.14587341
HTR4,0.0
ESM1,0.05150186
CDC20B,0.0
SPZ1,0.0
ENPP6,0.0304833
CAGE1,0.00089626195
EGFLAM,0.004087881
TMEM174,0.13653336
CARTPT,0.0
FAM170A,0.0
KLKB1,0.0064322064
TERT,0.0
SLC6A18,0.00060710957
FOXQ1,0.05748075
LINC01600,0.0
ADGRF2P,0.0
IL3,0.0
CSF2,0.0
GDF9,0.0051591303
GJB7,0.0
GRIK2,0.0021885464
FABP7,0.0
TLX3,0.0
TXLNB,0.0
CALHM4,0.0
TBXT,0.0
TMEM200A,0.011037664
IL22RA2,0.0
DACT2,0.0071372
PDSS2,0.087290004
SPMIP7,0.0
H2AC1,0.0
IL31RA,0.0
RAET1E,0.0017382043
PI16,0.01830898
TBX20,0.0
MATCAP2,0.0507123
HCN1,0.0
MYOZ3,0.0
NEUROD6,0.0
GPR85,0.0
KCNK5,0.0690497
KIF6,0.0061438377
SLC29A4,0.04015786
TEX47,0.0
STEAP1,0.008198833
SP8,0.0
USP49,0.01204437
IQUB,0.053311903
SHH,0.015302332
FNDC1,0.002407591
SLC13A4,0.0
SLC35G3,0.0
C8orf48,0.0052093626
SUN3,0.001786289
C7orf57,0.0011282302
HNF4G,0.01897707
SBSPON,0.077806376
EN2,0.0
KCNV1,0.0
CSMD3,0.0024887158
DEFA5,0.0
DEFA4,0.0
DEFA6,0.0
TMEM74,0.0
GPER1,0.016725766
UNCX,0.0036802706
TMEM184A,0.024113124
SPAG11B,0.0
SLC7A13,0.0
GBX1,0.0
OSR2,0.0
DCSTAMP,0.0
FREM1,0.12180794
SPMIP6,0.065322295
MYORG,0.05630577
CCDC171,0.031086918
DIRAS2,0.0058327843
NIPSNAP3B,0.017584093
PRKACG,0.0
ZMAT4,0.0
NKX6-3,0.0
MAMDC2,0.004074538
PRSS37,0.0
CPA6,0.0
C8orf34,0.0014652011
TMC1,0.0011759325
SSMEM1,0.0
TRPV6,0.01822655
LLCFC1,0.0023077412
CFAP47,0.005096399
METTL27,0.035977107
SHOC1,0.06394847
CXorf58,0.00330859
PTCHD1,0.0016343824
RNF183,0.005274722
ASB11,0.0
PCDH19,0.0020355373
VEGFD,0.0
OR1Q1,0.0
OR1K1,0.0
ZNF367,0.013415283
NLGN4Y,0.0
HDX,0.030193789
SLITRK5,0.0
MELK,0.0
ARMC3,0.0023122951
FAT3,0.0011414479
DEUP1,0.0021112105
SLC7A3,0.0
GPR101,0.0
CLDN2,0.12779962
LRFN5,0.0006561807
LRRC18,0.0
TSHR,0.00049903616
PHYHIPL,0.048730135
PHOX2A,0.0
MBL2,0.0
GJB2,0.011883737
HEPACAM,0.002139662
SKA3,0.0014575209
DDIAS,0.00063070946
PKNOX2,0.0029971723
RPL10L,0.0
MAGEC3,0.0
ZNF22-AS1,0.008747644
EML5,0.009526971
TMEM63C,0.0012740191
NGB,0.0
NOXRED1,0.0018723885
CDX2,0.0
AMER2,0.0
AKR1E2,0.0021260502
SSX5,0.0
SSX3,0.0
OTX2,0.0
FAAH2,0.050833847
DRGX,0.0
OXGR1,0.02690257
UCMA,0.0
SOHLH1,0.0
SLC18A2,0.0
QSOX2,0.017101876
FRMD7,0.022947771
AK8,0.0068842983
SPACA9,0.087322146
GFI1B,0.0
ZMYND19,0.041649356
RET,0.0
OR4K2,0.0
SLC39A2,0.0
RNASE7,0.0
C12orf50,0.00096924393
PPP1R36,0.0034172933
VWA2,0.0
SALL2,0.020535806
PRAP1,0.113778904
ERICH6B,0.0
CYP2C19,0.0
ZFYVE1,0.034622848
SPMIP5,0.004544998
ANKRD2,0.012381141
E2F7,0.0
OTOGL,0.010658287
LARGE2,0.09815313
RAPSN,0.0010958442
AGBL2,0.0061999126
SMCO2,0.0
SERPINA12,0.0
PDZRN4,0.0035851132
SLC6A5,0.0
CCDC38,0.0
NELL1,0.080075465
C1QL3,0.0
CACNB2,0.042728942
ABTB2,0.08286187
LIPC,0.049457278
PASD1,0.0
TMCO5A,0.0
GPR176,0.016541442
IL25,0.0
CMTM5,0.0007902546
GLB1L3,0.0019682546
ADAMTS15,0.0062102634
SVOP,0.0
SPATA19,0.0
AMN,0.32650524
PPP1R14D,0.0044047623
C16orf78,0.0
DEPDC4,0.009146824
LRTM2,0.0
OPN1MW2,0.0
TRMT61A,0.078466214
ASPG,0.014228716
SENP8,0.019932907
GABRB3,0.03545171
TBATA,0.000516789
DNAAF8,0.0005960531
CLMP,0.00442921
SCN3B,0.00040556354
ZNF202,0.017304078
MYRFL,0.0052105156
TMEM100,0.0051748366
SYNPO2L,0.0
NUDT13,0.019537378
CCDC182,0.0
NETO1,0.0
MSS51,0.0073771495
RAG1,0.006697005
POTED,0.0
WDR88,0.001347053
OR10A5,0.0
OR2D2,0.0
MOGAT2,0.0
SERPINB7,0.0
TUB,0.022122767
LMO1,0.0025416596
WDR72,0.36527926
TRIM66,0.023138857
TMEM130,0.0024095508
C16orf46,0.01015838
NDST2,0.004095036
CLEC3A,0.0
CLEC4D,0.0
A2ML1,0.0
BEAN1,0.0
SLC38A8,0.0
CPLX4,0.0
GALR1,0.0
TMEM135,0.048063405
IQCD,0.019093756
CDH16,1.007632
CFAP52,0.0
MC4R,0.0
SERPINB12,0.0
CHRFAM7A,0.0
MMP10,0.0
TVP23A,0.0022407295
TMPRSS5,0.0010300077
PLEKHA7,0.085889526
ZCCHC18,0.0010214462
HTR3A,0.0
ACSM1,0.003943555
YPEL4,0.0
LDHC,0.0011352549
LDHAL6A,0.0
LDHD,0.11609684
PLIN1,0.0025542637
SCNN1G,0.18907496
ANKDD1A,0.0066422117
PLK1,0.0012288511
CACNG2,0.0
TAC3,0.0
MYO1A,0.0
CHP2,0.0008897236
OR4D6,0.0
ELFN2,0.0011944636
MIR202HG,0.0
SCG5,0.0018077815
GREM1,0.0011165959
NYAP1,0.0
MS4A6E,0.0
MS4A5,0.0
EPB42,0.0
TGM6,0.0
MS4A8,0.0
CCDC178,0.020573394
MS4A15,0.0
TCP10L2,0.0
NAT16,0.0
TERB2,0.0
NKX3-1,0.008655897
SGSM1,0.055296823
ENSG00000167046,0.0028741986
B4GALNT2,0.012235646
TTC16,0.0026713943
SUN5,0.0
BPIFB6,0.0
TMEM92,0.0
ACSF2,0.12472496
ANKRD40CL,0.0
DOLPP1,0.027724132
CCDC103,0.0
TBC1D21,0.0
PRRX2,0.014953688
UGT1A6,0.0055594617
ISLR2,0.0
PRR15L,0.08244272
C16orf92,0.0
GOLGA6C,0.0
NOD2,0.0
SNX20,0.0015843231
LOXHD1,0.0
RBFOX3,0.0
ART5,0.008224575
OR51E2,0.0024892536
MMP26,0.0
OR51B5,0.0
OR51I1,0.0
OR51Q1,0.0
ZNF23,0.005470319
ZNF646,0.019799003
GNG8,0.0
LPO,0.0
CA4,0.13959062
SMG8,0.0058195135
JSRP1,0.0017201529
NIBAN3,0.0
PROCA1,0.013894714
LALBA,0.0
DHRS13,0.011996503
CORO6,0.003019092
RHEBL1,0.002458257
ZNF610,0.015463201
AQP2,0.520571
GPD1,0.18876022
CYP2S1,0.0
ANKRD33,0.0
LAIR2,0.0
TMEM145,0.0
ZNF526,0.021997435
KIR3DL1,0.0
NLRP7,0.0
DNAAF3,0.0024671876
PSCA,0.0020727485
ATCAY,0.0
LY6D,0.0
CHAF1A,0.010070775
PLIN4,0.009702695
SERPINF2,0.08582921
GGT6,0.15486339
KLK1,0.235101
KLK4,0.00076510437
KLK2,0.0
KLK5,0.0009038385
KLK6,0.019004958
KLK11,0.0
KLK13,0.0
ACER1,0.0
RCOR2,0.005863554
ENSG00000167774,0.0
SOAT2,0.0
CABP2,0.0
TBX10,0.0
OR8J3,0.0
OR5I1,0.0
TEKT1,0.0
EVPL,0.035067245
MGAT5B,0.0012926471
CYP7A1,0.0
TOX-DT,0.0149846515
GSDMA,0.0
KRT24,0.00068583986
SOST,0.132483
DNASE1L2,0.0040649697
CASKIN1,0.0023878706
ZNF597,0.01214465
VWCE,0.005655474
BSCL2,0.0032284118
PLAAT5,0.0023512314
TTC21A,0.013734657
ENTPD3,0.0065923026
ULK4,0.03491844
SLC22A11,0.05949734
MAJIN,0.0051387385
SCARA3,0.0048469645
PBK,0.0
SCARA5,0.0
PNOC,0.0
OR1F1,0.0
OR2B2,0.0
KCNJ4,0.0
FAM83B,0.031178374
H3-4,0.0
OR2C1,0.0
PTGDR,0.0029751628
GNG4,0.0016214767
KCNV2,0.0
PTF1A,0.0
FOXI1,0.14535728
KIF5C,0.010387761
MOBP,0.0
PPDPFL,0.0
XIRP1,0.0009869471
INSM2,0.0
SCN11A,0.0048487447
LINC00917,0.0
BDKRB2,0.013209684
MTNR1A,0.0
KCNG4,0.0
HR,0.0011315596
TXNDC2,0.0
LGI3,0.0
SFTPC,0.0
PHYHIP,0.005106481
CCDC110,0.014453143
MTCL1,0.016686218
GBX2,0.0
HJV,0.0
SCGB1D1,0.0
MYL1,0.0
CHRM1,0.0026679244
CRYGA,0.0
DYNLRB2,0.037109572
ADAM29,0.0
ADAM18,0.0
GDNF,0.00080565066
MUCL3,0.0
WFDC13,0.0
VWA3B,0.0
UGT3A2,0.0016665086
KCTD19,0.0010348723
LRP1B,0.010047845
WFDC12,0.0
LINC01620,0.0
CA7,0.0
TSPY2,0.0
CXXC4,0.010262263
TCTN2,0.04645411
SHOX2,0.0
LCMT2,0.04465426
IL12A,0.0017104847
NSG1,0.0040826797
OR13J1,0.0
HTR1E,0.0
FSTL5,0.0010546889
SOX14,0.0
SFTPB,0.005724408
BTNL3,0.006143389
PLA2G4F,0.0795944
CTRB1,0.0
CTRB2,0.0
TRIM49,0.0
SPRY3,0.010291338
STXBP6,0.031494107
TM4SF20,0.0
GRM5,0.0009494391
JMJD7-PLA2G4B,0.0
NTSR2,0.0
COL4A3,0.18824342
KLK7,0.0057122074
VCX3A,0.0020726374
ZBBX,0.0
ACTBL2,0.0
ROR2,0.007824633
VXN,0.017265826
ODAD2,0.0019372739
GOT1L1,0.0
PCSK9,0.0010148741
GSG1L,0.0
IL13,0.0
NPIPB12,0.0
OR10G3,0.0
RAB3B,0.04309878
OR6F1,0.0
RSPO1,0.0
GCSAML,0.0
RAB24,0.02194838
CXCL10,0.0062164566
NPIPB3,0.0
SH3TC2,0.0
CXCL11,0.0019613458
GPRIN1,0.0
HSPB3,0.006138994
NR0B1,0.0
STK32A,0.024449926
IL1RAPL1,0.0056686145
C22orf15,0.0
OR5AU1,0.0
MINAR1,0.00080154045
PDILT,0.0
UMOD,0.3819963
GP2,0.048749432
ELSPBP1,0.0
RNASE3,0.0
RSPH10B2,0.0
KCNK9,0.0
RASSF6,0.057551816
COL22A1,0.0026656967
SPRR1B,0.0
SPRR1A,0.0
OR4K14,0.0
OR4K15,0.0
CRCT1,0.0
ZNF280A,0.0
MUC15,0.20832801
CT55,0.0
GJB1,0.05648425
DTWD2,0.04432558
VPREB1,0.0
BNC1,0.0
GKN1,0.0
CKAP2L,0.0
PROKR1,0.0
APLF,0.012482402
RGPD8,0.004703545
DRD5,0.0
BUB1,0.0
CHRNA5,0.0
MT1B,0.0
GP9,0.0
ACTRT2,0.0
NRG4,0.0043897475
TMEM266,0.0039373343
NLGN1,0.012767278
TAS2R1,0.0
RBMY1F,0.0
TACR3,0.0011597851
GSX1,0.0
PCDH7,0.034121055
ONECUT1,0.0
CTNND2,0.0
MUC17,0.0
AHSP,0.0
WNT10B,0.0
CALML6,0.00056183373
MUC3A,0.0
PYDC1,0.002206393
TM4SF4,0.001961777
S100G,0.0
OTUD7A,0.017116247
FRMPD4,0.0
HSFY2,0.0
TAS1R3,0.002267215
TIGD4,0.003940886
MYO7B,0.028304944
CNTROB,0.034072265
ZPLD1,0.0
SERPINA9,0.0
FAM153A,0.01810281
GPR37L1,0.0016229347
NSG2,0.003816963
SPDYE5,0.0
SERPINA6,0.046232134
FOXD4,0.0031040781
GPR25,0.0
FAM88B,0.016750224
VGLL2,0.0
HOXD4,0.050152
HOXD12,0.0
GYPA,0.006166374
SLC16A5,0.07098042
NANP,0.028907966
ANKK1,0.0017542182
ADRA1B,0.0
FABP6,0.006611915
USP50,0.0
MRGPRX1,0.0
MRAP,0.0
C7orf33,0.0
CNGB3,0.0
SLN,0.00028508075
LGALS9B,0.0
FRMPD2,0.0009891969
PRDM10,0.021999853
CST5,0.010041661
CST2,0.0
EMX2,0.5702906
CST1,0.0
SP7,0.0
TCAF2,0.007031694
SEMA3E,0.0
LRRN2,0.06901957
DCLK2,0.03238907
ZNF804A,0.0032340658
KRT78,0.0
ADORA2B,0.0
SDR9C7,0.0
TMT1B,0.021996919
KRT86,0.0013037521
KRT75,0.0
KRT6C,0.0
SPATA24,0.028698782
MZB1,0.0045766057
KRT4,0.0
SLC23A1,0.027375732
KRT74,0.0
NPAS2,0.028932601
KRT72,0.0
KISS1,0.0039974716
COX7B2,0.0
KRT83,0.0
IRX1,0.01711973
SIX2,0.0
DLGAP1,0.008407562
OR9K2,0.0
FOXA3,0.0061676903
GARIN3,0.0
SLC26A5,0.0028633566
SGCD,0.0077004903
RASA4B,0.0
CAVIN4,0.0
OR10A3,0.0
HOXB9,0.10632057
TTLL6,0.0077694496
POLH,0.013305949
SYT9,0.00209944
RBMXL2,0.0
GPR37,0.0011105002
TPD52L3,0.0
OR10A4,0.0
DYDC1,0.0
OR10A2,0.0
HTRA3,0.013260584
LMOD2,0.0
BFSP2,0.003877252
FSHR,0.0
CEL,0.06882437
PPM1D,0.031689636
PSG6,0.0
PLA2G1B,0.0
TRH,0.0
TPT1-AS1,0.10356754
OR7G3,0.0
OR7G2,0.0
TEX13B,0.0
PKHD1,0.27836412
OR1M1,0.0
NCBP2L,0.0
MBD3L1,0.0
PGK2,0.0
OR8B12,0.0
CEACAM3,0.0
DCDC1,0.010813868
HAS2,0.0
PLAC1,0.0
DDI1,0.0
LINC00208,0.0
HS6ST2,0.09216692
OR4D5,0.0
PYGO1,0.017003123
LRRC8E,0.007639453
PKIA,0.04130684
TSNARE1,0.019527862
PATE1,0.0
OR13H1,0.0
C8orf74,0.0
ALK,0.0
KYAT1,0.018278252
OBP2B,0.0
HSFX1,0.0
FUT3,0.005087867
KCNG3,0.009330846
OR2K2,0.0
RLN3,0.0
NAIF1,0.017125925
RBKS,0.108457595
OR2M4,0.0
GRIK1,0.0
MUC7,0.0
OPRPN,0.0
SMR3B,0.0
CSN3,0.0
CLDN20,0.0
CDC42BPG,0.0106203975
UGT2B7,0.68203104
SHCBP1,0.018793568
SOSTDC1,0.024038862
NPTX1,0.004642294
ZNF440,0.011125181
KCNK3,0.006387234
ESCO2,0.0024829563
KRT15,0.0
KRT38,0.0
TPPP,0.043928485
KCND3,0.0068214983
APLN,0.00545974
KRTAP4-4,0.0
KRT13,0.0
XAGE3,0.00094368996
KRT9,0.0
XAGE5,0.0
KRT20,0.0
GLOD5,0.009181848
KSR2,0.033215027
KRT27,0.0
CDK5R2,0.0
OR1L6,0.0
DLK2,0.0
SPACA5B,0.0
OR1L3,0.0
NLRP5,0.0
SPACA5,0.0
MROH2B,0.0
OR1L8,0.0
OR1N2,0.0
COL24A1,0.0075096157
OR1N1,0.0
RXFP1,0.03237984
LPAR3,0.0
NEUROD2,0.0
OTP,0.0
ECEL1,0.0047651334
OR2AT4,0.0
RAB4B-EGLN2,0.0
DSCAM,0.00068877474
DNAI2,0.0
NMUR1,0.0075353147
P2RY6,0.0066788886
SHANK2-AS3,0.0
LKAAEAR1,0.00095210737
DEFB4A,0.0
ANO5,0.036837164
SPATA46,0.0
VAT1L,0.0056277434
SYCE1,0.0019934021
NXNL1,0.0
NHLH1,0.0
SLFNL1,0.0005303834
UTF1,0.0
KNDC1,0.010061149
WDR87,0.0
PCDHB1,0.0044720825
ANGPTL7,0.0033941052
FBXL14,0.0044668256
FAM90A1,0.00045730956
RRM2,0.006448368
IFNB1,0.0
PRND,0.0
KLF17,0.0
ADRA1D,0.0
FRMD5,0.0
AQP4,0.0019048208
CYP4F11,0.011741204
LGALS9C,0.0
FBXW10,0.0
OR10H3,0.0
OR10H2,0.0
OR52A5,0.0
SCG2,0.0007902546
CYP4F22,0.0
FOXB1,0.0
ZNF57,0.018519364
C11orf40,0.0
LDHAL6B,0.0
ZNF556,0.0008731201
ZNF554,0.012242345
ANKRD20A4P,0.0017494617
REG3A,0.0
GAP43,0.0
REG1B,0.0
EPHX4,0.0010278105
SERF1A,0.005252979
LRRC15,0.0
SPMIP9,0.0
SLC9C1,0.0014228461
OR1A1,0.0
OR1A2,0.0
OR8I2,0.0
LCE1D,0.0
CCL11,0.0
MTBP,0.006708847
PRL,0.0
OR4C11,0.0
MBOAT1,0.012198716
OR8U1,0.0
OR4X2,0.0
GPR22,0.0
CXCR6,0.0
AZU1,0.0
ATOH1,0.0
C5orf34,0.006165424
C1QTNF4,0.014936131
NEGR1,0.004086295
MACROD2,0.03466589
CDY1,0.0
OR10V1,0.0
SPTLC3,0.047330104
B3GALT1,0.0
OR5A1,0.0
OR5A2,0.0
CSDC2,0.06211656
ABCG4,0.0
CDY1B,0.0
CFAP53,0.011686433
OR5B12,0.0
OR5B2,0.0
NHERF4,0.023940627
OR9I1,0.0
ARNT2,0.09788506
PRSS27,0.0041501704
MYOZ2,0.0010757543
DNAJB7,0.0
CLP1,0.021888116
INSL5,0.0
EFCAB3,0.0
RSPH9,0.0024214834
OR9G4,0.0
OR5AR1,0.0
FUT9,0.0
OR5AP2,0.0
HSFY1,0.0
RAB40A,0.0
MAB21L4,0.0022132662
OR8J1,0.0
OR5T3,0.0
ACOT12,0.0029902412
CARNS1,0.0016007865
OR10H5,0.0
FAM170B,0.0
NIPAL4,0.0
MUCL1,0.0032394317
SNTG2,0.0
FNDC9,0.0
RND1,0.0006561402
OR10AD1,0.0
AGAP5,0.0
MOS,0.0
MS4A10,0.0
GARIN2,0.0014574421
LRRC20,0.004216212
PURG,0.0030169226
TMEM217,0.0015454678
COL6A5,0.0
OR5B3,0.0
EFCAB12,0.00052646047
OR10W1,0.0
RAB43,0.0
FADS6,0.0
HOXC5,0.0
SNX32,0.0006587665
OVOL1,0.03519885
CES3,0.032845054
KRT2,0.0
METAP1D,0.029581707
LVRN,0.0
MRGPRD,0.0
SLC22A13,0.0050779227
XKR3,0.0
FRG2C,0.0
HPSE2,0.002383094
ARPP21,0.0
CFAP184,0.0028631468
EVC2,0.01311971
DELEC1,0.0
RXFP4,0.0
CCDC63,0.0
LRRN3,0.0017716037
ACSM6,0.0
ADAMTS20,0.0
ABCD2,0.0
AHSA2P,0.21897681
ABLIM3,0.016137116
MAB21L3,0.013577042
TUBB8B,0.0
SYT12,0.0
C11orf86,0.0018307402
LIPM,0.0
GPR151,0.0
DMRT2,0.25929663
ZNF483,0.029841734
PLAC8L1,0.0014072047
SLC2A14,0.0
OR10K1,0.0
GPR148,0.0
CST9,0.0
KCNK7,0.0013528598
ENSG00000173366,0.0
NDNF,0.017742429
IQCF1,0.0
GLIPR1L1,0.0
INSM1,0.0
DAB1,0.0
IHO1,0.00354078
RNASE8,0.0
THAP2,0.05444537
TMEM196,0.0
RNASE11,0.0
TNFRSF10C,0.00037063856
CIMIP2C,0.0009163832
ADGRF3,0.01322004
NLRP13,0.0
XCR1,0.0
CCR9,0.0
PC,0.05486676
UGT2A1,0.009531949
GPRC6A,0.0126966
TRAPPC3L,0.006013234
APOBEC4,0.0
TAS1R1,0.0
HES3,0.0
SPDYE2B,0.0
OR1L1,0.0
ADGRG2,0.0005880259
SPATA3,0.0
MUC13,0.0110697355
WFIKKN2,0.0015457161
TOP6BL,0.06427802
FAUP4,0.012071239
SPMIP3,0.0
TOPAZ1,0.0
TDRD12,0.0
CCDC13-AS1,0.0
TIGD3,0.0022138397
KCNH6,0.00771389
MARCHF10,0.06278569
ENSG00000173862,0.0
PHOSPHO1,0.0022894565
SPTBN2,0.16686426
KRT28,0.0
SWSAP1,0.06576771
SLCO4C1,0.09719244
CIMAP3,0.024874024
RAX2,0.0
LRRC63,0.0
TCAP,0.012666209
CEP19,0.008321695
CBY2,0.0
TENT5D,0.0
SPATA31G1,0.0
RGMB,0.024836665
FAM53A,0.0019641684
NWD2,0.0
GSTA3,0.0
ENSG00000174171,0.012471744
ARL13A,0.0
REP15,0.008665772
ZNF80,0.0
EVX2,0.0
TNK1,0.019510891
DIRC1,0.0
SLC16A11,0.04644648
SLC16A13,0.0018979807
GLIS1,0.014453967
OR2Y1,0.0
CHRNA9,0.0
SLC6A19,0.19228873
EXO1,0.0
CRMA,0.0
MIR1-1HG,0.0
TRHR,0.0
ABRA,0.0
STARD6,0.0
GOLGA6L2,0.0
VWC2L,0.0
ZCCHC12,0.0
CNTNAP2,0.0
GALNTL6,0.0013669363
LINGO2,0.0025459088
BBS1,0.008002198
IGDCC3,0.0031304806
SLC26A9,0.01418588
MFSD4A,0.25200087
TTC9B,0.0
MYO1H,0.0
TMEM81,0.005963682
KLK15,0.0030116278
IL20RB,0.0030443533
GOLT1A,0.06794984
NPAS4,0.0
ZNF497,0.0058732163
TRAM1L1,0.04030822
UGT8,0.1378735
KY,0.0027351275
ZNF266,0.049214467
OR7D4,0.0
SLC29A2,0.046631683
BRSK2,0.012385339
GRIK1-AS1,0.0
LEP,0.0
FGFBP3,0.020005327
WDR49,0.0
PCP2,0.0087033175
ODAPH,0.0
CD248,0.008085439
ADGRE1,0.0
DNAH12,0.0
CNIH2,0.0032041417
AMY1B,0.0
NLRP6,0.0
CATSPERD,0.0
SLC66A1LP,0.009956511
OR9G1,0.0
C3orf33,0.025061699
OR5M3,0.0
ASPHD1,0.0062085795
P2RY14,0.007457569
GPR171,0.0036253007
GPR149,0.0
OR5J2,0.0
ZIC4,0.0
OR10AG1,0.0
OR4S2,0.0
FBXW8,0.018032914
CA5A,0.0
ZG16,0.0
SLC22A1,0.0036367706
TEX36,0.0
CHST2,0.04447911
DSG4,0.0
RTP1,0.0
SPSB4,0.0042207995
RAG2,0.0
WFDC5,0.0
OR2T1,0.0
TMEM51-AS1,0.018364124
ABO,0.034028955
FAM182B,0.0
PPM1E,0.016570307
INHBC,0.0
HIGD2B,0.0
NPPA,0.0
GAL3ST3,0.007070989
C1orf127,0.0
VWA3A,0.0029111456
CCNE2,0.0021187365
ANKS4B,0.053540602
CST6,0.0028052726
GRAMD2A,0.005808199
PROP1,0.0
ISX,0.0
APOF,0.0
CHRNA7,0.0010979604
OR10P1,0.0
PCSK1,0.0012606843
RFESD,0.017395424
OR52W1,0.0
DPP10,0.0
CLCF1,0.013657717
TSGA10IP,0.0
GPR152,0.0
UBQLNL,0.0032041809
UBQLN3,0.0
PNLIP,0.0
LIPT2,0.03382873
LONRF3,0.005287363
UCP3,0.0020820983
P2RY2,0.004434186
FOSL1,0.0064112386
ENSG00000175604,0.0
OR4B1,0.0
RMI2,0.019548345
PRM1,0.0
TEX26,0.0
GPR156,0.0018696402
CCDC197,0.0
B3GNTL1,0.006323582
RBMXL3,0.0
LINC02873,0.0
LINC02915,0.0
TTLL11,0.0051343786
LINC01106,0.027643846
ZBTB44-DT,0.013210399
LINC02694,0.012833571
PRIMA1,0.0
CBLL2,0.0
CCDC168,0.0013497095
ETV4,0.0046618856
CALCB,0.0044722166
CREG2,0.0
TMEM270,0.0011637209
HOXD8,0.5806828
TSPEAR,0.0
DOK7,0.0035280786
LRRN1,0.0047715693
KLHL38,0.0
LINC02880,0.0
PLEKHD1,0.018848507
ASCL3,0.0
AMIGO3,0.0
ZNF613,0.01870833
C11orf16,0.00060397695
TMPRSS7,0.0
MBLAC2,0.020066304
KCNE5,0.00052184757
ZNF683,0.0
CRYBG2,0.0
DLEU1,0.032796428
MC5R,0.0
GPX2,0.0056784004
HSF5,0.0
FOXG1,0.0
ENTHD1,0.0
CIDEA,0.0
OR11H4,0.0
OR4D11,0.0
LRRTM4,0.0
OR11H6,0.0
ZNF404,0.019187696
OR4K17,0.0
OR10H4,0.0
RPP38-DT,0.0032868637
OR51B6,0.0
ACBD7,0.0
OR4L1,0.0
ANAPC2,0.04168129
OR4K13,0.0
HMGB4,0.0
OR4F21,0.0
OR4K5,0.0
OR4N2,0.0
OR4M1,0.0
FOXR1,0.0
ENSG00000176320,0.0
ENSG00000176349,0.0
TAC4,0.0
PRR18,0.0
B3GNT4,0.004625645
HSD11B2,1.0780944
DMRTA1,0.032938737
EID2B,0.018475424
GJC3,0.0057369387
RIMS2,0.0027280927
VPS37D,0.04697177
ZNF575,0.006326022
OR5AN1,0.0
ENSG00000176515,0.0
PHLDB3,0.021470796
OR4C5,0.0
OR4C3,0.0
OR4S1,0.0
CNTD1,0.011871838
DCAF4L2,0.0
OR4X1,0.0
CNBD1,0.0
KBTBD11,0.08230188
MAP3K19,0.0
LINC02914,0.0
HORMAD2,0.0003336022
FOXL1,0.0015819215
TGIF2LY,0.0
LRRC37A,0.0018649667
OR4F17,0.0
BDNF,0.0
CCDC121,0.022283614
ZNF843,0.0042538135
TTTY14,0.0
PFN4,0.005155716
OR51V1,0.0
MAGEB6,0.0
CDK5R1,0.0062753046
LINC00303,0.0
TCERG1L,0.0
NCKAP5,0.0454735
MAGEB18,0.0
DEFB104A,0.0
OR52E2,0.0
DEFB103A,0.0
OR51L1,0.0
LRRC37A3,0.020066896
MIR7-3HG,0.0
ENSG00000176868,0.0011293684
GRIN1,0.0
SOX11,0.0
OR51G2,0.0
OR51A7,0.0
OR51T1,0.0
OR51H1,0.0
MAMSTR,0.0049205907
C8G,0.0022100296
FUT2,0.0
OR51S1,0.0
OR51F2,0.0
EFCAB5,0.0023204247
GCNT4,0.046851248
MUC20,0.04563898
LY6H,0.0
TRIM60,0.0
ENSG00000176984,0.0
FMR1NB,0.0
DEFB104B,0.0
C19orf18,0.0057006944
IFNW1,0.0
ACER2,0.0
SCN4B,0.0002552967
DSCAML1,0.021813171
ZDHHC22,0.0
IRAG1-AS1,0.005137676
PRDM16-DT,0.49248433
FAM9B,0.0
CETN1,0.0
NUDT4B,0.0015478575
OR2T35,0.0
OR14C36,0.0
RIMKLA,0.011133797
CLVS1,0.0
OR2M7,0.0
OR2T12,0.0
SPACA4,0.0
OR2T33,0.0
LINC01561,0.00611189
TRIM72,0.0009146015
DEFB103B,0.0
DEFB4B,0.0
KCNA3,0.0
OR2AJ1,0.0
GJD4,0.0
FBXO39,0.0
CLDN22,0.0022009956
KCNA2,0.0
BEND2,0.0
LINC00469,0.0
FLJ13224,0.0012855608
CCDC71,0.036973696
C10orf71,0.00096708717
ENSG00000177359,0.0
LRRN4CL,0.0031945228
