,PRE038
TMEM247,0.0
ENSG00000284702,0.0
ENSG00000284703,0.0
SCYGR3,0.0
ENSG00000284705,0.0
ENSG00000284708,0.0
ENSG00000284710,0.0
SMIM38,0.0
ENSG00000284716,0.0
SCYGR7,0.0
ENSG00000284719,0.000898927
ENSG00000284720,0.0
ENSG00000284721,0.0
OR8S1,0.0
SCYGR6,0.0
ENSG00000284726,0.0
TMDD1,0.003916419
ENSG00000284732,0.0
OR4F29,0.0
ENSG00000284734,0.0032827626
ENSG00000284735,0.0
ENSG00000284738,0.0028899868
ENSG00000284739,0.0
ENSG00000284743,0.0016248348
ENSG00000284744,0.0
ENSG00000284745,0.0
ENSG00000284747,0.0015960445
EEF1AKMT4,0.016082974
PDE8B,0.0
ENSG00000284772,0.0
ENSG00000284776,0.0
ENSG00000284779,0.0
SMIM41,0.0
CIST1,0.0
ENSG00000284800,0.0
ENSG00000284808,0.0
ENSG00000284809,0.0010658138
ENSG00000284820,0.0
ENSG00000284823,0.0
ENSG00000284825,0.0
ENSG00000284837,0.0
ENSG00000284839,0.0
TOMT,0.0
ENSG00000284846,0.0
LINC02359,0.0
CCDC39,0.0
OOSP1,0.0
ENSG00000284874,0.0
ENSG00000284895,0.0
ENSG00000284906,0.00058358314
ENSG00000284914,0.0
EEF1AKMT4-ECE2,0.0
LRTOMT,0.0
ENSG00000284928,0.0065443893
ENSG00000284931,0.0
ENSG00000284934,0.0
ENSG00000284946,0.0
ENSG00000284948,0.00211342
ENSG00000284952,0.0
ENSG00000284956,0.0
ENSG00000284957,0.0
ENSG00000284968,0.01363642
ENSG00000284969,0.0
ENSG00000284976,0.04625831
UPK3BL2,0.0
ENSG00000284987,0.0
LINC02203,0.0
ENSG00000284989,0.0
ENSG00000284994,0.0
ENSG00000284999,0.0
ENSG00000285000,0.0
OOSP4A,0.0
ENSG00000285012,0.0
ENSG00000285018,0.0
MIURF,0.0
ENSG00000285040,0.0
ENSG00000285041,0.0
ENSG00000285042,0.0
ENSG00000285043,0.0
ENSG00000285064,0.0
ARHGAP11B,0.0014733836
ENSG00000285079,0.0
ENSG00000285080,0.0
ENSG00000285082,0.0
ENSG00000285085,0.0
ENSG00000285090,0.0
LINC01488,0.0
ENSG00000285095,0.0012055298
ENSG00000285100,0.0
PIGY-DT,0.0020270695
ENSG00000285128,0.00084507815
ENSG00000285130,0.0009105576
ENSG00000285133,0.0
ENSG00000285151,0.0
ENSG00000285159,0.00041278964
ENSG00000285163,0.0
ENSG00000285165,0.0
ENSG00000285169,0.0
ENSG00000285171,0.0
ENSG00000285177,0.0
ENSG00000285179,0.0
PDE4C,0.009114002
ENSG00000285190,0.0
ENSG00000285201,0.0
SMN-AS1,0.0
LINC02795,0.00032974285
ENSG00000285212,0.0
ENSG00000285218,0.0
OOSP3,0.0
ENSG00000285238,0.0
ENSG00000285239,0.0
ENSG00000285245,0.0
ENSG00000285253,0.0
ENSG00000285254,0.0
ENSG00000285269,0.0
TFAP2A-AS2,0.005313854
ENSG00000285280,0.0016366575
ENSG00000285283,0.0
ABCF2-H2BK1,0.0
LINC00842,0.0
ENSG00000285300,0.0
ENSG00000285304,0.0
ENSG00000285325,0.0
ENSG00000285329,0.0
ENSG00000285330,0.0
ENSG00000285347,0.0
ENSG00000285354,0.0
ENSG00000285361,0.0
ENSG00000285367,0.009532432
LINC02478,0.010164853
ENSG00000285374,0.0
ENSG00000285382,0.0
ENSG00000285404,0.0
ENSG00000285407,0.0
ENSG00000285409,0.0
ENSG00000285412,0.0
ENSG00000285413,0.0
SOD2-OT1,0.0
ENSG00000285444,0.00070006977
ENSG00000285446,0.0
LNCARGI,0.0
ENSG00000285454,0.0
C4orf36,0.006402216
LINC02792,0.0
ENSG00000285471,0.0
OR4M2-OT1,0.0
ENSG00000285473,0.0
H2BK1,0.0
LINC03094,0.0
ENSG00000285486,0.0
ENSG00000285492,0.0
ENSG00000285505,0.0
ENSG00000285508,0.0
TBCEL-TECTA,0.0
ENSG00000285513,0.0
ENSG00000241860,0.0
ENSG00000286448,0.0
LINC01128,0.030173179
ENSG00000242590,0.0
ENSG00000285812,0.0
ENSG00000240731,0.0
MRPL20-AS1,0.02924174
ENSG00000286989,0.0
ENSG00000287356,0.0
ENSG00000272161,0.0
ENSG00000272420,0.0048711603
ENSG00000285945,0.0
ENSG00000287396,0.0
ENSG00000287828,0.0
ENSG00000286518,0.0
ENSG00000287586,0.0
CAMTA1-IT1,0.0
ENSG00000269925,0.0
ENSG00000285701,0.0
ENSG00000228150,0.004915955
ENSG00000241326,0.0
ENSG00000287727,0.0
ENSG00000285833,0.0
ENSG00000285646,0.0
ENSG00000287384,0.0
ENSG00000285604,0.0
ENSG00000287756,0.0
ENSG00000288398,0.0
ENSG00000286898,0.0
ENSG00000272084,0.0024939238
ENSG00000287192,0.0
CDC42-AS1,0.0
CDC42-IT1,0.0029194334
ENSG00000285873,0.0
ZBTB40-IT1,0.0
ENSG00000285802,0.0
NCMAP-DT,0.0
LINC02793,0.0
ENSG00000284309,0.017516771
ENSG00000287244,0.0
ENSG00000269971,0.0035210387
ENSG00000270031,0.0029435765
ENSG00000286433,0.0
SNHG3,0.029141549
ENSG00000287510,0.0
LINC01226,0.0010943499
ENSG00000250135,0.0
ENSG00000287691,0.0
ENSG00000287703,0.0
ENSG00000286899,0.0
ENSG00000286379,0.0
ENSG00000284748,0.0
ENSG00000286552,0.0
ENSG00000287987,0.0
ENSG00000287422,0.0
BMP8B-AS1,0.0
ENSG00000260920,0.0005206517
ENSG00000286838,0.0
ENSG00000287743,0.0
ENSG00000286668,0.0
ENSG00000287587,0.0
ENSG00000227527,0.0
ENSG00000285728,0.0
ENSG00000287113,0.0
ENSG00000285649,0.0
ERI3-IT1,0.0
ENSG00000230896,0.0040785763
LINC01398,0.0
ENSG00000287661,0.0
ENSG00000286597,0.0
AGBL4-IT1,0.0
ENSG00000287078,0.0
ENSG00000285954,0.0
ENSG00000287582,0.0
ENSG00000230728,0.0
ENSG00000287724,0.0
ENSG00000284601,0.0
ENSG00000286918,0.0
FGGY-DT,0.0
NFIA-AS1,0.0
ENSG00000287224,0.0
ENSG00000286455,0.0
LINC00466,0.0
ENSG00000286429,0.0
DLEU2L,0.009072339
LINC01359,0.0047546187
ENSG00000237852,0.0
ENSG00000275678,0.0
ENSG00000287453,0.0
ENSG00000287283,0.0
ZRANB2-DT,0.006586065
NEGR1-IT1,0.0
ENSG00000285778,0.0
ENSG00000287870,0.0
ENSG00000287647,0.0
ENSG00000285928,0.0
MGC27382,0.0
ENSG00000227960,0.0
TTLL7-IT1,0.0017842257
ENSG00000284882,0.00273625
ENSG00000286758,0.0
ENSG00000286802,0.0
ENSG00000286548,0.0
ENSG00000230735,0.0
ENSG00000231613,0.0
ENSG00000287015,0.0
ENSG00000287406,0.0
ENSG00000287372,0.0
ENSG00000287076,0.0
LINC02788,0.0
ENSG00000287797,0.0
CCDC18-AS1,0.09727691
ENSG00000286692,0.0
ENSG00000231992,0.0
ENSG00000287919,0.0
DPYD-IT1,0.0
ENSG00000285530,0.0
ENSG00000285525,0.0
ENSG00000285981,0.0
ENSG00000285923,0.0
ENSG00000225113,0.0
LAMTOR5-AS1,0.0033520712
ENSG00000261654,0.0
ENSG00000260948,0.0036299992
ENSG00000243960,0.0013440396
ENSG00000284830,0.0013065789
KCND3-IT1,0.0
ENSG00000287807,0.0
ENSG00000282048,0.0
ENSG00000285698,0.0
ENSG00000287103,0.0
ENSG00000287217,0.0
ATP1A1-AS1,0.04090304
ENSG00000286276,0.0
ENSG00000287980,0.0
HAO2-IT1,0.0036160948
LINC00622,0.023508446
NOTCH2NLR,0.0
ENSG00000287979,0.0
H3-7,0.0
ENSG00000287374,0.0
ENSG00000287190,0.0
ENSG00000287978,0.0
NOTCH2NLB,0.0
NOTCH2NLC,0.0
ENSG00000285184,0.0075644786
LINC02988,0.0
ADAMTSL4-AS1,0.003585914
ENSG00000261168,0.0005953838
ENSG00000232536,0.0
ENSG00000232937,0.0
ENSG00000285651,0.0
ENSG00000286581,0.0
LCE7A,0.0
ENSG00000285867,0.0
ENSG00000286391,0.0
ENSG00000287064,0.0
ASH1L-IT1,0.0
ENSG00000287839,0.0
ENSG00000285677,0.0
ENSG00000285570,0.0
ENSG00000287624,0.0
KIRREL1-IT1,0.0
SMIM42,0.0
ENSG00000287040,0.0
ENSG00000288093,0.0
ENSG00000285636,0.0
ENSG00000272574,0.0
ENSG00000269887,0.0021430238
ENSG00000271917,0.010588621
ENSG00000230898,0.0
ENSG00000272033,0.0
ENSG00000287218,0.0
ENSG00000233411,0.0
ENSG00000287831,0.0
ENSG00000287282,0.0
DNM3-IT1,0.0
ENSG00000287336,0.0
GAS5,0.22706564
RC3H1-IT1,0.0
RABGAP1L-IT1,0.0
ENSG00000287697,0.0
TNR-IT1,0.0
ENSG00000286754,0.0
ENSG00000285910,0.0
ENSG00000261060,0.0
ENSG00000287452,0.0
DHX9-AS1,0.0
ENSG00000287929,0.0
ENSG00000286372,0.0
SMG7-AS1,0.0016615815
ENSG00000286966,0.0
ENSG00000286655,0.0
ENSG00000230470,0.0
ENSG00000285847,0.0
ENSG00000286378,0.0
ENSG00000288078,0.0
ENSG00000285894,0.0
ENSG00000287472,0.0
ENSG00000285638,0.0
ENSG00000286285,0.0
ENSG00000285718,0.0
ENSG00000287364,0.0
ENSG00000287989,0.0
ENSG00000286541,0.0
ENSG00000224818,0.0
ENSG00000249007,0.0
ENSG00000286383,0.0
ENSG00000287197,0.0
ENSG00000285521,0.0
PM20D1-AS1,0.0
ENSG00000287432,0.0
ENSG00000287220,0.0
ENSG00000286198,0.0
ENSG00000287046,0.0
MIR205HG,0.0
ENSG00000287902,0.0
ENSG00000287343,0.0
ENSG00000287354,0.0
ENSG00000287157,0.0
ENSG00000284376,0.0
KCNH1-IT1,0.0
ENSG00000287033,0.0
ENSG00000261314,0.0
ENSG00000230063,0.0
ENSG00000229832,0.0
ENSG00000287445,0.0
ENSG00000288007,0.0
PROX1-AS1,0.002290121
ENSG00000228470,0.0
ENSG00000287008,0.0
ENSG00000286775,0.0
TGFB2-OT1,0.0
ENSG00000287676,0.0
ENSG00000286398,0.0
ENSG00000286421,0.0
ENSG00000287684,0.0
ENSG00000287338,0.0
ENSG00000232628,0.0025135523
CNIH3-AS2,0.0
ENSG00000286174,0.0
ENSG00000286719,0.0
LINC02765,0.0
ENSG00000226349,0.0
ENSG00000248322,0.0
ENSG00000287627,0.0
ITPKB-IT1,0.0
ENSG00000287259,0.0
ENSG00000287532,0.0
ENSG00000287525,0.0
ENSG00000287205,0.0
ENSG00000286389,0.0
ENSG00000287895,0.0
ENSG00000286773,0.0
ENSG00000287315,0.0
ENSG00000226920,0.0
ENSG00000288037,0.0
ENSG00000287395,0.0
ENSG00000286071,0.0
DISC1-IT1,0.0
ENSG00000286774,0.0
ENSG00000287423,0.0
ENSG00000286109,0.0
ENSG00000286666,0.0
ENSG00000287921,0.0
ENSG00000231272,0.0
ENSG00000286210,0.0
ENSG00000287633,0.0
ENSG00000286263,0.0
ENSG00000286142,0.0
ENSG00000288099,0.0
ENSG00000287177,0.0
ENSG00000287589,0.0
RPS7P5,0.0
ENSG00000231440,0.0
ENSG00000286496,0.0
ENSG00000287516,0.0
ENSG00000287738,0.0
ENSG00000287513,0.0
ENSG00000232184,0.0
AKT3-IT1,0.0
ENSG00000286486,0.0
ENSG00000287531,0.0
ENSG00000287601,0.0
SMYD3-IT1,0.0
ENSG00000225300,0.0018280989
LINC01341,0.0007800775
ENSG00000286747,0.0
ENSG00000286216,0.0
ENSG00000228643,0.0014791224
ENSG00000287583,0.0
EIPR1-IT1,0.0
ENSG00000287126,0.0
ENSG00000242540,0.0
SILC1,0.0
ENSG00000286851,0.0
GRASLND,0.0015009153
ENSG00000229727,0.0
ENSG00000287119,0.0
ENSG00000286857,0.0
ENSG00000285591,0.0
ENSG00000242136,0.0003901819
ENSG00000287305,0.0
ENSG00000285872,0.0
ENSG00000285569,0.0
ENSG00000228496,0.0
ENSG00000286427,0.0
ENSG00000225649,0.0
ENSG00000285876,0.0
ENSG00000287291,0.0
ENSG00000287881,0.0
ENSG00000287849,0.0
ENSG00000287284,0.0
HS1BP3-IT1,0.0016517559
ENSG00000287956,0.0
ENSG00000286829,0.0
ENSG00000286645,0.0
ENSG00000286707,0.0
MAPRE3-AS1,0.0
AGBL5-IT1,0.0
ENSG00000270640,0.018017737
ENSG00000286963,0.0
ENSG00000287658,0.0
ENSG00000285984,0.0
ENSG00000276334,0.005832531
ENSG00000276517,0.010860957
ENSG00000274159,0.0
ENSG00000285577,0.0
ENSG00000286415,0.0
ENSG00000285754,0.0
ENSG00000272054,0.012331243
ENSG00000285925,0.0
SOS1-IT1,0.0024130272
ENSG00000273035,0.0016762427
ENSG00000287255,0.0
ENSG00000285898,0.0
ENSG00000287468,0.0
ENSG00000287145,0.0
ENSG00000286796,0.0
LINC01121,0.0
ENSG00000286728,0.0
ENSG00000285548,0.0
ENSG00000286412,0.0
ENSG00000287867,0.0
ENSG00000287344,0.0
ENSG00000285519,0.0
ENSG00000285755,0.0
ENSG00000286604,0.0
ENSG00000285611,0.0
ENSG00000287640,0.0
ENSG00000267520,0.0
ENSG00000273302,0.0
ENSG00000285857,0.0
ENSG00000286360,0.0
ENSG00000286524,0.0
ENSG00000286480,0.0
ENSG00000287123,0.0
ENSG00000232693,0.0
ENSG00000286002,0.0
ENSG00000286347,0.0
PCBP1-AS1,0.048148464
TGFA-IT1,0.0
ENSG00000286979,0.0
ENSG00000288065,0.0
ENSG00000272702,0.121713534
ENSG00000287435,0.0
ENSG00000285068,0.0
ALMS1-IT1,0.0028797286
ENSG00000284902,0.0
ENSG00000287250,0.0
ENSG00000286244,0.0
ENSG00000286623,0.0
ENSG00000286883,0.0
ENSG00000287687,0.0
ENSG00000286739,0.0
ENSG00000271452,0.00037328512
ENSG00000286045,0.0
ENSG00000287474,0.0
ENSG00000287172,0.0
ENSG00000287749,0.0
ENSG00000287026,0.0
ENSG00000287130,0.0
ENSG00000286202,0.0
ENSG00000287025,0.0
ENSG00000286932,0.0
ENSG00000286260,0.0
ENSG00000224879,0.0
ENSG00000286227,0.0
ENSG00000286211,0.0
ENSG00000287625,0.0
TCF7L1-IT1,0.0
ENSG00000286011,0.0
PARTICL,0.0
ENSG00000287628,0.0
ENSG00000287931,0.0
ENSG00000287763,0.0
ENSG00000287670,0.0
ENSG00000286698,0.0
ENSG00000287362,0.0
STARD7-AS1,0.0033353437
ENSG00000286654,0.0
ENSG00000286036,0.0
ENSG00000227987,0.0
ENSG00000287832,0.0
ENSG00000286737,0.0
ENSG00000286047,0.0
ENSG00000286101,0.0
ENSG00000287771,0.0
ENSG00000236525,0.0
ENSG00000234389,0.0
ENSG00000286290,0.0
ENSG00000287793,0.0
PANTR1,0.063933134
ENSG00000269707,0.0
LINC01159,0.00333238
ENSG00000287135,0.0
LINC02946,0.0
ENSG00000287308,0.0
ST6GAL2-IT1,0.0
ENSG00000286218,0.0
ENSG00000286769,0.0
ENSG00000230696,0.0
ENSG00000285016,0.0
ENSG00000286904,0.0
ENSG00000287141,0.0
ENSG00000286545,0.0
ENSG00000243389,0.0
ENSG00000287937,0.0
PAX8-AS1,0.031257953
ENSG00000287165,0.0
ENSG00000286513,0.0
ENSG00000286776,0.0
ENSG00000287451,0.0
ENSG00000286370,0.0
ENSG00000286481,0.0
ENSG00000287871,0.0
ENSG00000287854,0.0
ENSG00000286384,0.0
ENSG00000286206,0.0
ENSG00000286515,0.0
ENSG00000286971,0.0
ENSG00000286400,0.0
ENSG00000286145,0.0
ENSG00000287742,0.0
ENSG00000286873,0.0
ENSG00000286957,0.0
ENSG00000286208,0.0
LINC03124,0.0
ENSG00000287414,0.0
ENSG00000286833,0.0
ENSG00000286068,0.0
NCKAP5-IT1,0.0
ENSG00000286697,0.0
ENSG00000287463,0.0
ENSG00000287147,0.0
ENSG00000244125,0.0
ENSG00000283994,0.0
LINC02993,0.0
ENSG00000286225,0.0
ENSG00000287847,0.0
ENSG00000286167,0.0
ENSG00000286335,0.0
ENSG00000286081,0.0
ENSG00000288066,0.0
ENSG00000286234,0.0
ENSG00000287085,0.0
ENSG00000286207,0.0
ENSG00000227400,0.0
ENSG00000287900,0.0
ENSG00000286679,0.0
ENSG00000287048,0.0
ENSG00000286530,0.0
ENSG00000286621,0.0
ENSG00000287091,0.0
ENSG00000251621,0.0
ENSG00000288091,0.0
ENSG00000288089,0.0
TTC21B-AS1,0.0
CERS6-AS1,0.0
ENSG00000286611,0.0
ENSG00000286115,0.0
ENSG00000288048,0.0
ENSG00000286557,0.0
ENSG00000213963,0.060469996
ENSG00000236664,0.0
ENSG00000287149,0.0
ENSG00000287536,0.0
ENSG00000287621,0.0
ENSG00000286879,0.0
ENSG00000286807,0.0
ENSG00000286152,0.0
ENSG00000286980,0.0
ENSG00000286797,0.0
ENSG00000287129,0.0
ENSG00000223523,0.0
ENSG00000287418,0.0
ASDURF,0.0
ENSG00000284052,0.0028088375
STAT4-AS1,0.0
ENSG00000288064,0.0
ENSG00000286358,0.0
ENSG00000286868,0.0
ENSG00000286539,0.0
ANKRD44-IT1,0.00035151182
ENSG00000286020,0.0
ENSG00000232732,0.0
ENSG00000287027,0.0
ENSG00000287299,0.0
ENSG00000234431,0.0
ENSG00000287133,0.0
ENSG00000287041,0.0
ENSG00000286223,0.0
ENSG00000287524,0.0
CMKLR2-AS,0.0
KLF7-IT1,0.0038754623
ENSG00000286568,0.0
ENSG00000225111,0.003078091
ENSG00000231896,0.0
ENSG00000287662,0.0
ENSG00000286249,0.0
CPS1-IT1,0.0
ENSG00000273118,0.0
ENSG00000286965,0.0
VWC2L-IT1,0.0
ENSG00000286836,0.0
RPL37A-DT,0.001730226
ENSG00000287498,0.0
ENSG00000261338,0.0044669285
CATIP-AS1,0.015038587
ENSG00000286154,0.0
ENSG00000286606,0.0
ENSG00000287529,0.0
SPEGNB,0.0
ENSG00000286199,0.0
ENSG00000286272,0.0
ENSG00000286170,0.0
ENSG00000261379,0.0
ENSG00000286772,0.0
ENSG00000287791,0.0
FBXO36-IT1,0.0
ENSG00000261829,0.00064381387
ENSG00000224376,0.004957687
ENSG00000286942,0.0
ENSG00000286399,0.0
ENSG00000261096,0.0024450077
ENSG00000241409,0.0
ENSG00000222001,0.00073550025
UGT1A5,0.0
UGT1A3,0.0
ENSG00000286059,0.0
ENSG00000288040,0.0
ENSG00000235726,0.0010629568
AGAP1-IT1,0.002971527
ENSG00000286864,0.0
LINC02610,0.010041049
ENSG00000225057,0.0
ENSG00000286160,0.0
ENSG00000286748,0.0
ENSG00000286307,0.0
ENSG00000287405,0.0
ENSG00000286525,0.0
ENSG00000288082,0.0
ENSG00000286188,0.0
ENSG00000286325,0.0
ENSG00000286183,0.0
GPC1-AS1,0.0
ENSG00000287049,0.0
UICLM,0.0015799189
ENSG00000286588,0.0
ENSG00000288080,0.0
LINC01237,0.0011283269
ENSG00000287971,0.0
CHL1-AS2,0.05037091
ENSG00000287140,0.0
ENSG00000287505,0.0
ENSG00000286363,0.0
ENSG00000287720,0.0
ENSG00000286579,0.0
ENSG00000288030,0.0
ENSG00000287623,0.0
ENSG00000287878,0.0
ENSG00000287086,0.0
ATP2B2-IT1,0.0
ATP2B2-IT2,0.0
ENSG00000286962,0.0
ENSG00000287964,0.0
ENSG00000285906,0.0
ENSG00000287059,0.0
ENSG00000285969,0.0
ENSG00000288077,0.0
ENSG00000287042,0.0
ENSG00000286689,0.0
ENSG00000285654,0.0
ENSG00000287377,0.0
ENSG00000288050,0.0
ENSG00000285731,0.0
ENSG00000286352,0.0
ENSG00000272477,0.0008996558
SATB1-AS1,0.00105518
ENSG00000287069,0.0
SGO1-AS1,0.0
THRB-IT1,0.0019863134
THRB-AS1,0.003488426
LINC00692,0.0
ENSG00000287348,0.0
ENSG00000287774,0.0
ENSG00000261468,0.012147942
ENSG00000261572,0.013443693
ENSG00000287981,0.0
ENSG00000287641,0.0
ITGA9-AS1,0.008533937
ENSG00000287620,0.0
ENSG00000287995,0.0
ENSG00000287958,0.0
ENSG00000287780,0.0
ENSG00000286781,0.0
ENSG00000285885,0.0
EIF1B-AS1,0.015232534
ENSG00000287415,0.0
ENSG00000287629,0.0
ENSG00000287417,0.0
ENSG00000273328,0.0
ENSG00000285788,0.0
ENSG00000286570,0.0
ENSG00000214773,0.0
RHOA-IT1,0.0
ENSG00000213600,0.0016560799
ENSG00000288063,0.0
ENSG00000287707,0.0
ENSG00000285685,0.0
ENSG00000286419,0.0
GLYCTK-AS1,0.0
ENSG00000286531,0.0
ENSG00000288029,0.0
ENSG00000286353,0.0
ESRG,0.0
ERC2-IT1,0.0
ENSG00000286952,0.0
ENSG00000287502,0.0
PTPRG-AS1,0.0013905839
ENSG00000270059,0.0014478846
MAGI1-IT1,0.0032802874
ENSG00000288039,0.0
ENSG00000285738,0.0
ENSG00000287873,0.0
ENSG00000286967,0.0
ENSG00000287669,0.0
FOXP1-IT1,0.00568764
ENSG00000287131,0.0
ENSG00000287882,0.0
ENSG00000287595,0.0
ENSG00000287398,0.0
ENSG00000287567,0.0
ENSG00000288105,0.0
ENSG00000287053,0.0
ENSG00000288004,0.0
ENSG00000286567,0.0
ENSG00000287158,0.0
ENSG00000287273,0.0
ENSG00000285780,0.0
ENSG00000286516,0.0
ENSG00000286447,0.0
ENSG00000285614,0.0
ENSG00000286602,0.0
ENSG00000287378,0.0
ENSG00000287421,0.0
ENSG00000286956,0.0
ENSG00000279277,0.0
ENSG00000286492,0.0
CD200R1L-AS1,0.0
ENSG00000288079,0.0
ENSG00000287805,0.0
ENSG00000285836,0.0
ENSG00000287795,0.0
ENSG00000288074,0.0
ENSG00000241596,0.0
ENSG00000286660,0.0
ENSG00000286584,0.0
ENSG00000286735,0.0
ENSG00000287366,0.0
ENSG00000287022,0.0
ENSG00000287207,0.0
ENSG00000260391,0.0
ENSG00000288022,0.0
ENSG00000284624,0.0
ENSG00000287617,0.0
LINC02614,0.010504336
ENSG00000287232,0.0
ENSG00000287784,0.0
PRR20G,0.0
ENSG00000285600,0.0
ENSG00000287143,0.0
ENSG00000285619,0.0
ENSG00000286806,0.0
ACAD9-DT,0.0
ENSG00000286729,0.0
ENSG00000203644,0.02764987
ENSG00000285631,0.0
NUDT16-DT,0.003880784
ENSG00000261167,0.0076562976
ENSG00000285908,0.0
ENSG00000286982,0.0
ENSG00000240086,0.0
ENSG00000286988,0.0
ENSG00000248773,0.0
ENSG00000287155,0.0
RASA2-IT1,0.0
ENSG00000286822,0.0
ENSG00000244327,0.0
ENSG00000287045,0.0
ENSG00000241679,0.0
ENSG00000240888,0.0
ENSG00000261051,0.0003318435
ENSG00000285798,0.0
ENSG00000285557,0.0
ENSG00000287198,0.0
ENSG00000286714,0.0
WWTR1-IT1,0.0
ENSG00000287688,0.0
ENSG00000286273,0.0
ENSG00000287706,0.0
LINC02006,0.008401712
ARHGEF26-AS1,0.00086573494
ENSG00000214919,0.0
ENSG00000286585,0.0
ENSG00000288032,0.0
ENSG00000287916,0.0
ENSG00000286361,0.0
ENSG00000286892,0.0
ENSG00000271778,0.0023258752
ENSG00000286913,0.0
ENSG00000288087,0.0
ENSG00000287319,0.0
ENSG00000286994,0.0
ENSG00000242795,0.0
SLC7A14-AS1,0.0
ENSG00000244738,0.0
ENSG00000286695,0.0
ENSG00000286856,0.0
TMEM212-IT1,0.0
ENSG00000287899,0.0
ENSG00000287012,0.0
NAALADL2-AS3,0.0
ENSG00000288104,0.0
ENSG00000286003,0.0
LINC01014,0.0149783725
ENSG00000287645,0.0
SOX2-OT,0.004446178
ENSG00000286453,0.0
ENSG00000287605,0.0
ENSG00000286086,0.0
BCL6-AS1,0.0
ENSG00000287178,0.0
ENSG00000286624,0.0
ENSG00000287206,0.0
LINC02028,0.0065134754
ENSG00000286317,0.0
ENSG00000244675,0.0
ENSG00000287073,0.0
ENSG00000287005,0.0
ACAP2-IT1,0.0
ENSG00000286004,0.0
ENSG00000286168,0.0
ENSG00000286661,0.0
ENSG00000230732,0.0069335825
ENSG00000286017,0.0
ENSG00000286870,0.0
ENSG00000286909,0.0
ENSG00000287286,0.0
ENSG00000275426,0.0006052715
ENSG00000286705,0.0
ENSG00000286205,0.0
ENSG00000254094,0.0
ENSG00000253399,0.0
ENSG00000248399,0.0
ENSG00000287099,0.0
ENSG00000286900,0.0
LINC00955,0.0
STX18-IT1,0.0
LINC01587,0.0
ENSG00000287786,0.0
ENSG00000286176,0.0
ENSG00000287331,0.0
ENSG00000287104,0.0
ENSG00000187904,0.00094327424
ENSG00000287164,0.0
ENSG00000258507,0.0
ENSG00000288075,0.0
ENSG00000287972,0.0
ENSG00000287117,0.0
ENSG00000287154,0.0
ENSG00000287778,0.0
ENSG00000286297,0.0
ENSG00000287360,0.0
ENSG00000286280,0.0
ENSG00000286888,0.0
ENSG00000287081,0.0
ENSG00000286046,0.0
SLIT2-IT1,0.0
ENSG00000286318,0.0
ENSG00000287389,0.0
ENSG00000286321,0.0
ENSG00000286141,0.0
ENSG00000286596,0.0
ENSG00000286212,0.0
ENSG00000286784,0.0
ENSG00000287968,0.0
ENSG00000288321,0.0
ENSG00000287320,0.0
ENSG00000287416,0.0
LINC02616,0.0
ENSG00000288073,0.0
ENSG00000287659,0.0
KLF3-AS1,0.011584608
ENSG00000287262,0.0
ENSG00000286349,0.0
ENSG00000260296,0.0019102496
ENSG00000286089,0.0
ENSG00000287182,0.0
ENSG00000287762,0.0
ENSG00000250657,0.0
ENSG00000286891,0.0
ENSG00000260878,0.0016295904
ENSG00000260918,0.0009466083
ENSG00000282904,0.0
ENSG00000286294,0.0
ENSG00000287999,0.0
DANCR,0.42070943
ENSG00000286161,0.0
LNX1-AS2,0.0
ENSG00000249341,0.023785982
ENSG00000249706,0.0
ENSG00000287534,0.0
ENSG00000287060,0.0
SRD5A3-AS1,0.002555071
ENSG00000287382,0.0
ENSG00000286093,0.0
ENSG00000287369,0.0
ENSG00000285998,0.0
LINC02619,0.0
ENSG00000286097,0.0
ENSG00000287174,0.0
ENSG00000286664,0.0
LINC02835,0.0
ENSG00000287383,0.0
ENSG00000286848,0.0
ENSG00000287037,0.0
ENSG00000287375,0.0
ENSG00000286074,0.0
ENSG00000287401,0.0
ENSG00000287632,0.0
ENSG00000286490,0.0
ENSG00000286035,0.0
LINC02994,0.0
WDFY3-AS2,0.11732144
ENSG00000286618,0.0
ENSG00000287181,0.0
ENSG00000287239,0.0
ENSG00000287392,0.0
ENSG00000287552,0.0
ENSG00000287841,0.0
ENSG00000254044,0.0
ENSG00000287512,0.0
ENSG00000286150,0.0
LINC01216,0.0
LINC01217,0.0
LINC01218,0.0
ENSG00000286124,0.0
ENSG00000286242,0.0
ENSG00000286291,0.0
ARHGEF38-IT1,0.0
ENSG00000286147,0.0
LEF1-AS1,0.0013656104
ENSG00000286136,0.0
ENSG00000287845,0.0
ENSG00000287520,0.0
ENSG00000287290,0.0
ENSG00000286637,0.0
ENSG00000286269,0.0
ENSG00000286241,0.0
ENSG00000287692,0.0
ENSG00000287951,0.0
ENSG00000286700,0.0
ENSG00000286734,0.0
ENSG00000286251,0.0
ENSG00000287021,0.0
ENSG00000287748,0.0
ENSG00000286467,0.0
ENSG00000286253,0.0
ENSG00000287441,0.0
ENSG00000287144,0.0
SLC7A11-AS1,0.0
ENSG00000286896,0.0
ENSG00000286320,0.0
ENSG00000287449,0.0
ENSG00000286771,0.0
ENSG00000286055,0.0
ENSG00000285783,0.0
ENSG00000286371,0.0
ENSG00000287292,0.0
ENSG00000249317,0.0
ENSG00000287565,0.0
ENSG00000286711,0.0
ENSG00000286066,0.0
LINC03074,0.0
ENSG00000286720,0.0
