,PRE019
F11,0.030302335
SIRPG,0.004323818
DZANK1,0.016840583
CFAP61,0.00043378698
LHX5,0.0
RPH3A,0.0
CHGB,0.06957787
TBX5,0.0
NOS1,0.03002034
CMTM1,0.0
KCNH4,0.0
BIRC5,0.0020524487
LAG3,0.0033645495
ANKRD24,0.0031031943
SI,0.0
FETUB,0.0
THPO,0.0
KIF4A,0.0
PLEKHG2,0.018236239
PITPNM2,0.062213283
POU4F3,0.0006609549
NLRC4,0.0
LAMB4,0.018566115
NRCAM,0.057714127
SLC26A4,0.03971065
SLC26A3,0.0
IL5RA,0.0
ABCC6,0.03732123
SMPX,0.0
MYO15A,0.0026078157
PITPNM3,0.0111282095
ORC6,0.0061443057
ZFHX4,0.0
SLC17A6,0.0
CPA1,0.00548933
RGS17,0.0
CMA1,0.0
JPH4,0.014085797
MYH7,0.0
CEBPE,0.0
RNF31,0.0036715427
RPGRIP1,0.0
TGM1,0.019278688
DAZL,0.0
TBL1Y,0.0
TYRO3,0.01513319
CAPN3,0.013470447
TBX15,0.0
COL9A3,0.010919911
TEKT2,0.002248337
VNN3P,0.0
OR1I1,0.0
GABRP,0.0056292326
KRT31,0.0
CDC6,0.0017762625
NXPE1,0.0
EPB41L4B,0.030194568
WHRN,0.013850875
PDE6C,0.0
SEMA4G,0.012293579
TLL2,0.0015372192
CYP26A1,0.0
TDRD1,0.0024975971
IL11,0.00042446874
MYO3A,0.007212884
TPSD1,0.0
SMIM24,0.44828987
KCNK16,0.0
CRISP3,0.0
PGC,0.0013329334
NCR2,0.0
MLN,0.0
ITPR3,0.051063146
ZNF184,0.030671814
CDC7,0.0050571943
SYDE2,0.031789966
CATSPERG,0.007147452
STX1B,0.0009191286
MAGEB2,0.0
EFNA2,0.0
CBARP,0.0626108
PCDH11Y,0.0
AMELY,0.0
CEP170B,0.053483725
HCN2,0.012939417
CDHR5,0.065288
IZUMO4,0.02415539
MADCAM1,0.005082786
IGF2-AS,0.0
SERPIND1,0.0
CECR2,0.013246183
P2RX6,0.0016960585
DERL3,0.014154124
SLC7A4,0.0
DDTL,0.008069862
SEC14L2,0.0077247717
SEC14L3,0.0
PRODH,0.0024816387
TOP3B,0.020923154
CRYBB3,0.0076581435
PLA2G3,0.00086139713
SEZ6L,0.0
ENSG00000100101,0.0
GGTLC2,0.0
SOX10,0.0
SLC16A8,0.009484951
CENPM,0.014838378
SEPTIN3,0.0021219915
SLC5A1,0.0041511497
TPTEP1,0.021216812
SLC5A4,0.00055415765
KDELR3,0.035831224
CYP2D6,0.0
DMC1,0.0078030834
RSPH14,0.014530951
RAB36,0.023260385
C22orf31,0.0014339002
MIOX,0.49279615
NEFH,0.0048900954
CHKB,0.06168487
APOBEC3H,0.0060582673
RASD2,0.0060436246
ACR,0.00076039246
CABP7,0.0
PNPLA5,0.0
PNPLA3,0.004266152
CACNA1I,0.0
UPK3A,0.00070158736
MLC1,0.0
KCNK10,0.0017528243
CTSG,0.00058450765
PRMT5,0.071145765
CDKL1,0.07385704
TRIM9,0.0018340732
CCDC198,0.3098913
PLEK2,0.028228479
LRRC74A,0.0
SAMD15,0.007557359
ISM2,0.0
CHGA,0.0
SIX4,0.017160462
ASB2,0.009495101
CEP128,0.007899911
SLC10A1,0.0
SERPINA4,0.07085165
SLC8A3,0.0
TCL1A,0.0
BDKRB1,0.0050140093
PAPLN,0.052476645
CPNE6,0.0019258634
PRORP,0.0064290618
REC8,0.03140301
VSX1,0.0
GINS1,0.002708081
NINL,0.07749688
SGK2,0.115902215
MYBL2,0.0
R3HDML,0.0
HNF4A,0.07013892
RIMS4,0.0
PABPC1L,0.033016734
SALL4,0.0005729151
BMP7,0.016911907
TUBB1,0.0
HRH3,0.0
NTSR1,0.0
SLC17A9,0.0018967943
NKAIN4,0.013105826
AVP,0.03105269
COL20A1,0.0
CHRNA4,0.0029034382
PTK6,0.0
SPEF1,0.006048063
ISM1,0.010471003
SEL1L2,0.0
SLC52A3,0.057780795
ANGPT4,0.0004886323
RSPO4,0.0016255416
PROKR2,0.0
SNPH,0.004986793
MYLK2,0.0
SIRPB1,0.00052930263
FERMT1,0.006162142
HAO1,0.0018777209
PDYN,0.0
TLDC2,0.007037533
PAK5,0.005494161
MROH8,0.0040220665
OXT,0.041860145
E2F1,0.0016811072
BPI,0.0011571347
CST9L,0.0
SLC32A1,0.0
CST4,0.0
SPINT3,0.0
EPPIN,0.0
SYNDIG1,0.020138528
PIGU,0.04903018
TNNC2,0.014534897
CDH20,0.0029594107
ST8SIA5,0.006119756
LAMA1,0.017768051
NOL4,0.0007668429
H2BW2,0.0
VSIG1,0.0
GPR143,0.014278606
MID1,0.0716856
RHOXF1,0.0016555549
GUCY2F,0.0
ATP1B4,0.0
CHRDL1,0.008620848
SUV39H1,0.011444633
PAGE4,0.0
GLRA2,0.0
MCF2,0.0068314914
F9,0.0
CACNA1F,0.0019265892
SYP,0.017987216
BMX,0.0
LUZP4,0.0
MTMR8,0.001530265
ZC3H12B,0.0070835343
PPP1R2C,0.0031863824
KCND1,0.00014820835
OPN1LW,0.0
SLC25A14,0.033121135
SCML2,0.0024357615
RS1,0.0004131084
RAB40AL,0.0
GATA1,0.0
PHEX,0.0038935356
GPR50,0.0
JADE3,0.021353206
PCYT1B,0.0
BRS3,0.0
VGLL1,0.001089768
PCDH11X,0.0003171788
FGD1,0.011206598
PORCN,0.024206843
ITIH6,0.0
SRPX2,0.0
ZDHHC15,0.015673393
CENPI,0.0022502786
DRP2,0.0
TAF7L,0.0038509055
NALCN,0.0
FGF14,0.009620775
HTR2A,0.0
MLNR,0.0
CDADC1,0.09418349
KLF5,0.080826975
FGF9,0.13000861
SGCG,0.0
ACOD1,0.0
MEDAG,0.00088492554
OLFM4,0.014613184
MSLN,0.009252845
MT4,0.0
TSNAXIP1,0.0063441084
ZNF423,0.017483274
CCL22,0.0
CCL17,0.0008081677
MMP15,0.03772986
CFAP263,0.013063447
PRSS54,0.0
HAS3,0.0037655013
SMPD3,0.0007218574
ESRP2,0.024978397
FA2H,0.02937178
SEC14L5,0.004454047
ABCC1,0.041210108
NOMO3,0.0065794378
SLC7A5,0.10069619
RHBDL1,0.016145244
ZP2,0.0
MEFV,0.0
PRSS33,0.0
EARS2,0.028910322
AQP8,0.0
CORO7-PAM16,0.0
SALL1,0.093316786
TOX3,0.110938326
RPGRIP1L,0.030929185
IL21R,0.0031649126
TMC5,0.0
SLC6A2,0.0
IQCH,0.013155437
CORO2B,0.011768744
AP3B2,0.0028346637
ACSBG1,0.00038699192
IGDCC4,0.0006676258
CEMIP,0.0
CEP152,0.032226045
OCA2,0.0024355801
TGM5,0.0
ENTREP2,0.009754778
SCG3,0.00038988775
OIP5,0.0012365392
RP1,0.029755786
INTS9,0.022472354
EYA1,0.0047684163
TRPA1,0.0
CALB1,0.6818946
POP1,0.014190534
DKK4,0.0
CCN4,0.008738207
STMN2,0.0
GML,0.0
PYCR3,0.03730183
ANXA13,0.01303449
NEFM,0.0011387233
ADAM2,0.0
FGL1,0.0
KCNN4,0.005806785
TULP2,0.0
DHDH,0.053424332
CGB2,0.0
LHB,0.0013947138
CGB3,0.0
TUBB4A,0.005875717
KCNA7,0.0
CKM,0.0020946742
ARHGEF18,0.0
SLC17A7,0.0
RNASEH2A,0.0036087288
KLC3,0.023231812
AMH,0.0075562415
DKKL1,0.00044573503
FCER2,0.0013375725
RSPH6A,0.0
KIR3DX1,0.0
EPHX3,0.004902765
CASP14,0.00024510347
SLC1A6,0.0
AURKC,0.0071323197
CCNE1,0.0028078032
LGALS13,0.0
CLC,0.0
CCNP,0.00097435236
SHD,0.0
FSD1,0.008738767
OVOL3,0.0
ZFR2,0.0
CEACAM4,0.0011261938
CD79A,0.02989387
LIM2,0.0
ICAM4,0.0012067582
ICAM5,0.000723887
CEACAM5,0.0
CRX,0.0008569666
ATP1A3,0.0
ZNRF4,0.0
GRIN2D,0.0
SYNGR4,0.0
ODAD1,0.0014549778
SIGLEC6,0.0
SIGLEC5,0.0
CABP5,0.0
HAS1,0.0
FAM83E,0.0
SPMAP2,0.0
FGF21,0.0
CACNG7,0.0
KLF1,0.0
MAST1,0.00047716766
SLC5A5,0.0
KCNN1,0.0
RAB3A,0.04193481
PDE4C,0.00057648594
COMP,0.0016760108
UPK1A,0.0
ETV2,0.015995584
ATP4A,0.0
GAPDHS,0.0
MAG,0.007748058
TMEM59L,0.0010637239
GRIK5,0.03821512
PIK3CG,0.0008817222
ITGB8,0.12222119
DNAH11,0.0014528842
DLX5,0.0
STEAP1B,0.0011938476
PALS2,0.03004403
ATP6V0A4,0.29484493
NPVF,0.0
MET,0.086026244
RNF32,0.010170391
WNT2,0.0026542917
HOXA1,0.002087448
HOXA2,0.0040124096
HOXA3,0.031003524
HOXA6,0.0048481775
ANKRD7,0.0062376335
VIPR2,0.015487665
HOXA13,0.0006430977
EVX1,0.0
COBL,0.050209783
STX1A,0.0057980963
CRHR2,0.0
GHRHR,0.0
CCL24,0.0
NPTX2,0.0
PTPRZ1,0.0014170782
HYAL4,0.0
SPAM1,0.0
TFR2,0.0
FSCN3,0.00039031872
PAX4,0.0
FBXO24,0.0021079418
PPP1R17,0.0
MOGAT3,0.000406573
NOBOX,0.0
MYL10,0.0
SFRP4,0.003971981
ACTR3C,0.03505372
POU6F2,0.0003672181
MYL7,0.0
GCK,0.00081221294
GALNTL5,0.0
CLIP2,0.024970535
SPATA6L,0.00974993
SLC1A1,0.08890112
CNTNAP3,0.011860697
PRUNE2,0.057629324
OGN,0.011470592
LHX6,0.0
DNM1,0.012891034
RLN1,0.003087158
ELAVL2,0.004818635
NCS1,0.08171082
KCNT1,0.0
CA9,0.0014447087
TYRP1,0.062247258
LHX3,0.0
PIP5K1B,0.09573543
SH3GL2,0.025302032
DNTT,0.000248802
CUBN,0.2725297
CDH23,0.0012530512
TLX1,0.0
KAZALD1,0.0076225633
FGF8,0.0
PITX3,0.0
DKK1,0.0
EBF3,0.0
SORCS1,0.004071799
DNAJC12,0.045312945
LGI1,0.0
CYP2C18,0.0010053208
CRYBA1,0.0
RUNDC3A,0.0058509023
CSF3,0.00094948255
RAPGEFL1,0.0029670733
RNF43,0.06719954
WNT3,0.0015767405
ASPA,0.05711155
KRT37,0.0
ENO3,0.021432405
CHRNE,0.015682232
SLC6A4,0.0067165066
ALDH3A1,0.0021217004
ASIC2,0.015388313
CCL1,0.0
PEX12,0.018677017
KRT32,0.0
HSD17B1,0.047377314
DLX4,0.0
PTGES3L-AARSD1,0.0
RND2,0.011485269
ALOX12,0.0
PPY,0.0
MPP2,0.011345103
CACNG1,0.0
EFNB3,0.00030471937
DPH1,0.0027621496
RCVRN,0.0
MYH1,0.0
MYH3,0.007566326
FOXN1,0.0
PHOX2B,0.0
GABRA4,0.0017621692
GNRHR,0.0
UGT2B10,0.0
CWH43,0.044116624
SULT1E1,0.004152956
ODAM,0.007112918
SMR3A,0.0
NMU,0.0005756561
CRACD,0.0009310393
PF4V1,0.0016890486
UCP1,0.0
IL2,0.0020387715
ANXA10,0.0
AADAT,0.014324966
CPZ,0.0
SLC2A9,0.020236049
NEIL3,0.0
TBC1D19,0.042860728
CLNK,0.10245215
NKX3-2,0.0
GLRB,0.029649667
HGFAC,0.0010646443
LRP2BP,0.007469457
FAM149A,0.06449891
NCAPG,0.0010722758
PPARGC1A,0.32275757
DDX25,0.00981828
DBX1,0.0
TECTA,0.0040166234
JHY,0.028023705
B3GAT1,0.0
P2RX3,0.0
NRXN2,0.013589246
CCKBR,0.0
HPX,0.0014280082
FOLR3,0.17171295
PANX1,0.012950854
APOA5,0.0
APOA4,0.0
UPK2,0.0
KIAA1549L,0.005299192
SLC1A2,0.0017030382
SCGB2A2,0.0
NAA40,0.05113754
SLC35F2,0.03229886
C11orf21,0.002991418
ELMOD1,0.005508289
CALCA,0.02069588
EXPH5,0.08496153
POU2AF1,0.008748382
PTPN5,0.0
ASIC1,0.00019493126
DAO,0.08621699
TSPAN11,0.0
IL23A,0.00079164264
SYT10,0.026733626
CYP27B1,0.026681032
MYF6,0.0
MYF5,0.0
GLI1,0.0013221097
SLC6A12,0.025388913
WNT5B,0.0053300466
TRPV4,0.04274756
FOXM1,0.00070827757
PRR4,0.00014987425
PRMT8,0.000980508
FGF6,0.0
MYL2,0.0
RAD51AP1,0.008344234
CUX2,0.0
AKAP3,0.0074710273
KCNA1,0.0
GPRC5D,0.0
GSG1,0.0
RASAL1,0.02785348
ENDOU,0.0018479202
FZD10,0.0
ADGRD1,0.0044610747
IL26,0.0
IFNG,0.00307441
TIMELESS,0.012815368
GNB3,0.0043158727
SLCO1B3,0.0
APOBEC1,0.0
NANOG,0.0041411957
GYS2,0.00067917997
ST8SIA1,0.0014854074
AICDA,0.0
ENSG00000111780,0.0
RFX4,0.0
FRK,0.099533856
RSPH4A,0.0022302838
MAK,0.002548083
ADTRP,0.015733004
FAM184A,0.06920807
GABRR2,0.0
UST,0.01594466
ULBP1,0.0010988453
OPRM1,0.0
FANCE,0.008135682
TULP1,0.0
SLC26A8,0.0
RHAG,0.0
IL17A,0.0
IL17F,0.0
MDGA1,0.0032956216
GLP1R,0.0
BACH2,0.017634677
TREML2,0.0
TSPO2,0.00011604688
GPR63,0.0046926965
KHDRBS2,0.0014912207
PRDM13,0.0
SIM1,0.1473568
HDGFL1,0.0
BVES,0.0055740476
COL9A1,0.0052644936
GPLD1,0.0041345707
ALDH5A1,0.06626076
EYA4,0.030302709
NR2E1,0.0
SLC17A2,0.0
ARFGEF3,0.048955668
SLC16A10,0.059449628
OR12D3,0.0
UNC93A,0.0
SLC22A2,0.20318355
PACRG,0.0682518
C6orf118,0.0
MDFI,0.0010812422
GUCA1B,0.0
PRPH2,0.0011542647
IMPG1,0.00048367275
TTK,0.0012782413
CCN6,0.008285395
PRSS16,0.012899099
MEP1A,0.0
TBX18,0.0
PCDHB2,0.0046133823
CEP72,0.006627491
KIF20A,0.0
SLC4A9,0.0874522
LOX,0.0069449265
CDH9,0.003357927
HAND1,0.0
PCDHB3,0.0074768397
PCDHB5,0.018569455
PCDHB6,0.0035211614
PCDHB7,0.0041977116
PCDHB15,0.0111638615
HAVCR1,0.00088140246
GRM6,0.0
ITK,0.014176899
THBS4,0.0052145533
IL12B,0.0
BTNL8,0.0018086247
GABRG2,0.0
SLC27A6,0.0
IRX4,0.0
AGXT2,0.08007709
IL4,0.0
IL5,0.0
FGF1,0.01638345
C9,0.0072835595
CDX1,0.0
UNC5A,0.0
CNTN3,0.01678771
KNG1,0.84388036
HRG,0.100118406
CLDN16,0.31435627
ARL6,0.035760064
RBP2,0.024468109
GRK7,0.0
SERPINI2,0.0
LRRC31,0.0
COL7A1,0.011899498
GNAT1,0.0
USP9Y,0.0
HHLA2,0.003948881
MORC1,0.0
ROPN1B,0.00063462736
UPK1B,0.005055868
CSPG5,0.00087063527
CFAP92,0.001672714
NEK11,0.022786554
HEMK1,0.058767542
PEX5L,0.0014037724
AADAC,0.0
ABHD14A-ACY1,0.0030701759
PLCH1,0.0042140055
ZBTB47,0.010188412
TNNC1,0.1244367
CLCN2,0.015289116
NEK4,0.05571652
SLC4A3,0.01569911
IL1A,0.0
CCL20,0.008304866
KCNIP3,0.020076778
ZAP70,0.004988873
OTOF,0.0
CENPA,0.0
SLC30A3,0.0
ITGB6,0.078232415
ASB3,0.024100637
PCSK4,0.011785846
GCG,0.0
APC2,0.0
GRB14,0.1938759
TLX2,0.0
GALNT3,0.08233482
TACR1,0.0059332345
ACADL,0.05333939
EVA1A,0.11974018
REG1A,0.0038848014
DNAH6,0.012305031
KCNJ13,0.012743096
NEU2,0.0
OTX1,0.0
PLCD4,0.016336242
ZNF142,0.02054689
PRKAG3,0.0
SMYD1,0.0
IL1RL2,0.010004899
SLC9A2,0.055873886
ABCB6,0.0010022762
SLC5A7,0.0071215983
TPO,0.0
DLX2,0.001866327
LCT,0.0
LINC02566,0.0
KISS1R,0.0
CD207,0.0
GRIN3B,0.0
VAX2,0.0026941192
ATP6V1B1,0.13626379
PRRX1,0.0
TNR,0.00021937025
MORN1,0.024893172
TPSG1,0.0
PAPPA2,0.0663869
NPHS2,0.014977576
CHD5,0.007890577
ELAPOR1,0.00041716103
OPRD1,0.0
TRIM62,0.0079990225
DLGAP3,0.008395743
PRG4,0.0
PDC,0.0
SLC35D1,0.0457303
PLA2G4A,0.0101869255
PRAMEF1,0.0
PRAMEF12,0.0
RPE65,0.0
AMPD1,0.0
CTH,0.06524313
AGMAT,0.11360566
TNNI3K,0.0011360671
CFHR3,0.0
TFAP2E,0.00056272343
HAO2,0.101295196
NT5C1A,0.0
HPCAL4,0.022266436
BMP8B,0.00830085
MYCL,0.0039229468
ZP4,0.0
KMO,0.029270085
KCNQ4,0.0031376071
ST6GALNAC5,0.0013031143
ACTL8,0.0
PLA2G2D,0.0
CR2,0.0011732408
CDC20,0.0020088172
MPL,0.0
PTCH2,0.003438347
CCDC181,0.03913212
MROH9,0.0
FASLG,0.0011594461
TNFSF4,0.0074708965
HSD11B1,0.00014997541
PLPPR5,0.0
PLPPR4,0.0019801478
SERPINC1,0.0004388786
PROX1,0.043577902
SLC5A9,0.0053637824
CHRNB4,0.0
MUC5B,0.0
A4GNT,0.0
TREH,0.01169133
MMP8,0.0
ZNF541,0.0052371207
SLC8A2,0.0
KIF14,0.0
TNNT2,0.025200795
CRYGD,0.0
MREG,0.010907541
TNP1,0.0
CA14,0.00016409371
DNAI7,0.01728799
ATP10B,0.00085578265
USP35,0.00423581
ELOVL4,0.007863401
CNR1,0.0
SPACA1,0.0004469266
ZC2HC1B,0.0
ADGB,0.0
MYB,0.0
ALDH8A1,0.0678814
PMFBP1,0.0
GHRH,0.0
OLFM3,0.0049580866
PPL,0.021766163
HS1BP3,0.05330826
FGF23,0.0
DNAH7,0.021176487
SATB2,0.0070574717
TRPM6,0.06390987
GDA,0.03766294
TJP2,0.017519675
TRIM67,0.0
GALNT12,0.021864505
ONECUT2,0.00024824144
PROX2,0.0
VSX2,0.0
BBOF1,0.03612922
ACOT2,0.039604053
PPP4R4,0.0010173828
ZC2HC1C,0.02569088
GPR68,0.0
ESRRB,0.034255575
ZNF410,0.012744687
GPR75,0.00062366086
KLHL29,0.0057691997
TECTB,0.0
ELOVL3,0.0
NKX2-3,0.0
PPP1R3C,0.024275912
CNNM1,0.00088491663
PRLHR,0.0
AVPI1,0.07504343
KCNIP2,0.0008802374
CFAP58,0.0026870593
CPN1,0.0
C10orf95,0.0085984375
SFRP5,0.0
HOXB8,0.1144713
CRHR1,0.0
HOXB1,0.0012256438
MSX2,0.0032064114
EQTN,0.0010804931
INSL6,0.0
INSL4,0.0
MLANA,0.00046734978
CD274,0.010157806
IFNA6,0.0
IFNA8,0.0
GRIA2,0.024623359
CCDC170,0.0017066102
MAGEB4,0.0
PCDHB8,0.0
PCDHB10,0.006867847
PCDHB14,0.017542541
PCDHB12,0.0045215436
SLC25A2,0.0
TNN,0.0
TNFSF18,0.0
GPR31,0.0
TTLL2,0.0
SNX19,0.09676759
TP53AIP1,0.00542968
TEX11,0.0
ARR3,0.0
LYZL1,0.0
IQSEC3,0.0030091752
ENOX1,0.043283746
TNFSF11,0.0
SPART-AS1,0.0018624588
SOHLH2,0.0035116288
MYOT,0.003871532
CHRNA2,0.0
ADRA1A,0.003396285
NPPB,0.0
TNFRSF8,0.00031620156
PRAMEF2,0.0
RDH10,0.23342246
EPX,0.0
TBX4,0.0
TEX14,0.0017241018
LRAT,0.0031347848
MND1,0.0058631985
TRIM6,0.0067993933
ABCC11,0.0010105276
TAS2R8,0.0
TAS2R10,0.0
PRB2,0.0
IAPP,0.0
TAS2R7,0.0
BCL2L14,0.0
TAS2R9,0.0
ZNF549,0.018764263
RGSL1,0.0
LHX4,0.0024240343
DPPA4,0.0
CD80,0.0
KIF18A,0.0037953781
GJA8,0.0
DEPDC7,0.020326937
GJB6,0.0
GJA3,0.0
ADGRB2,0.006432125
HCRTR1,0.0
GHSR,0.0
SLITRK3,0.0
CPXM2,0.09109148
ZSCAN20,0.0023966092
CSMD2,0.0009995785
HPCA,0.0012154346
SV2C,0.0
LINC00544,0.0
XPNPEP2,0.07179668
PAEP,0.0
OBP2A,0.0
TBX22,0.0
FMOD,0.004267264
MYOG,0.00087250216
PLG,0.1255441
PRM2,0.0
OPN4,0.0
PTGFR,0.0703079
LRRC39,0.005536163
RWDD3,0.014060757
OCM,0.0
KIAA0087,0.0
WIPF3,0.020368645
NXPH1,0.0
NPY,0.0
HOXA7,0.090693325
TWIST1,0.003667338
SPINK4,0.0011355255
TAF1L,0.0
PHF24,0.0
DNAI1,0.002619739
NUDT10,0.0029541268
SFTPA1,0.0
NEUROG3,0.0
CIT,0.071296245
ACTRT1,0.0
CCDC70,0.0
ATP7B,0.017907785
CENPK,0.005660562
NEUROD4,0.0
MMP19,0.002236679
HOXC13,0.0
HOXC11,0.0037631954
HOXC12,0.0
EEF1AKMT3,0.025385903
SARDH,0.021206876
DBH,0.0
STIL,0.0029116045
HJURP,0.0
SERPINA7,0.0011197457
H2BW1,0.0
NRK,0.10934118
ESX1,0.0
MAGEA9,0.0
ATXN3L,0.0
ACVR1C,0.01149872
C4BPA,0.0
C4BPB,0.002432989
RAB38,0.034913473
GPR83,0.0
DAW1,0.0
INHA,0.005435174
MOGAT1,0.0024428377
FAM124B,0.00031193712
MC3R,0.0
GCNT7,0.0
CTCFL,0.0
PI3,0.0
FAM209A,0.0001777226
SLPI,0.02560355
WFDC3,0.005978457
KCNS1,0.0
SLC12A5,0.0009454656
ARHGAP40,0.0017246591
SEMG2,0.0035934208
MATN4,0.0021655185
PLCG1,0.05141664
GDAP1L1,0.0
GTSF1L,0.0
ZNF831,0.0019166237
EDN3,0.0
PEDS1-UBE2V1,0.0
CDH26,0.0012879836
ANKRD60,0.0
RBPJL,0.0
SEMG1,0.0
CIMIP1,0.0
TP53TG5,0.0027031081
PCK1,0.60022646
NEURL2,0.028701149
MAGEA10,0.0
CHST8,0.0
IL9R,0.0
XG,0.0
IL17C,0.0
POF1B,0.0031964534
IRGC,0.0
ZNF45,0.01670819
LYPD3,0.014996349
PSG8,0.0
CEACAM8,0.0
NDP,0.0
CRISP2,0.0058091423
GRM4,0.0
PACSIN1,0.00092076877
BTN1A1,0.0
SLC17A3,0.073638186
SLC17A1,0.022684922
PEX6,0.05776125
ENSG00000124593,0.010374425
UNC5CL,0.012970001
AARS2,0.019224418
H1-1,0.011818412
H2BC11,0.0039818874
OR2B6,0.0
TCP11,0.003153777
APOBEC2,0.0
DNAH8,0.0019111554
KLHL31,0.00013502764
CPNE5,0.024947338
RPP40,0.010649877
CRISP1,0.0
OPN5,0.0
GCM2,0.0
ENSG00000124835,0.0006173132
CXCL6,0.0016033269
TRIM51,0.0
MYRF-AS1,0.0
MYRF,0.023326851
SCGB2A1,0.01503496
WNT1,0.0
PIWIL1,0.004178266
SLC10A2,0.008077314
ABCC4,0.08289543
SOX21,0.0
HROB,0.0
KIF25,0.0
AMELX,0.0
GRK4,0.011016613
SOX9,0.044142187
TEKT3,0.0009365471
MYH2,0.0
SLC25A35,0.03673966
MIR9-1HG,0.0
BARHL1,0.0
KIR2DL1,0.0
SRMS,0.0
LINC00029,0.0
NPBWR2,0.0
FNDC11,0.0
BHLHE23,0.0
PLGLB2,0.0
IL37,0.0
SLC25A23,0.12847795
GRIA3,0.005620048
ENSG00000125695,0.0
CD70,0.008456357
TRIP10,0.09836522
TGM3,0.0
GNRH2,0.0
DEFB126,0.0
FOXA2,0.0
PAX1,0.0
CST8,0.0
NKX2-4,0.0
NKX2-2,0.0
CSTL1,0.0
CST11,0.005771724
PCSK2,0.0011461489
GFRA4,0.0
BFSP1,0.0051157395
LAMP5,0.0020269887
LRRN4,0.0016223355
OTOR,0.00019971882
BANF2,0.00048118317
LINC02871,0.0
SIRPD,0.0
DEFB129,0.0
CHURC1-FNTB,0.0
GDF5,0.0
MMP24,0.047025613
C20orf173,0.0
FAM83C,0.00074773695
GRPR,0.0
XRCC3,0.0039043613
PROZ,0.012220026
SLURP1,0.0
IGFLR1,0.003693739
GPR42,0.0
KIRREL2,0.0
FFAR1,0.0
KRT36,0.0
TSKS,0.0
FLRT1,0.008781457
CSN1S1,0.0
STATH,0.0
HTN1,0.0
PRKCG,0.0
DACH2,0.0013778305
SSX1,0.0
SIX1,0.000977975
PLEKHG3,0.09071174
PZP,0.00050530705
PRDM7,0.0
OMG,0.0
CTAG2,0.0
AVPR2,0.046381
TMEM35A,0.0024554844
NXF5,0.0
ZC4H2,0.016191537
EDN2,0.022016745
ATP13A4,0.0008610961
PLAAT1,0.0047348775
IL22,0.0
TSPAN8,0.2037459
BEST3,0.0
TAS2R3,0.0
TAS2R4,0.0064262524
TAS2R5,0.0
CRYGN,0.0
LRRC61,0.045854293
TRPV5,0.0015847437
AUNIP,0.00028104297
OR7A10,0.0
OR7C2,0.0
OR7C1,0.0
SYNGR3,0.007162458
PKMYT1,0.0010499686
WFIKKN1,0.016891524
CHTF18,0.012153323
GNG13,0.0
OR1E2,0.0
VIL1,0.023054872
TNFRSF19,0.060142193
GNGT1,0.009459056
SPINK2,0.0027121694
ADM2,0.018571604
ASPHD2,0.008421023
GAL3ST1,0.062741
RFPL1,0.0
RFPL2,0.0
GNAZ,0.011619044
MGAT3,0.0036389197
ADORA2A,0.0
RFPL3,0.0
MCHR1,0.0
BAIAP2L2,0.0073952274
GALR3,0.0012805698
APOL5,0.0
IGLL1,0.0
LIF,0.012413931
C22orf23,0.0032787763
APOBEC3F,0.004773173
RIBC2,0.0009338927
KRT17,0.00618116
RNF112,0.0020926998
CPA4,0.00011895276
TAS2R16,0.0
CDHR3,0.010835838
VGF,0.006875377
FOXP2,0.0042633987
STRIP2,0.0055877697
LRRC4,0.0047663287
CCDC136,0.0014996509
SMO,0.037570752
FEZF1,0.0
OPN1SW,0.0
HOXD1,0.050729662
HOXD3,0.04386787
PDE11A,0.0
GAD1,0.051689174
HOXD9,0.10891401
HOXD10,0.11555129
HOXD11,0.047082704
HOXD13,0.0
CGNL1,0.40171963
ELL3,0.0
ALDH1A2,0.061485253
CHAC1,0.024926817
CALML4,0.009179614
THAP10,0.017918568
ACKR4,0.0020802382
MYOD1,0.0
KCNC1,0.0
TPH1,0.0030523958
CSRP3,0.0
E2F8,0.0
SOX15,0.012035897
PIMREG,0.0
USP6,0.009476827
SHBG,0.008350395
AIPL1,0.0
KLK14,0.0
KLK10,0.0
KLK8,0.0
AJUBA,0.03305379
CDO1,0.0023576904
QRICH2,0.010898089
FOXJ1,0.0014956701
AANAT,0.00012576547
ART1,0.0
CHRNA10,0.004715933
SGO1,0.0
TTTY1B,0.0
RPS4Y1,0.0049596922
TTTY1,0.0
VCY1B,0.0
VCY,0.0
CDY2B,0.0
CDH15,0.00024088101
INS-IGF2,0.0
LBP,0.0
SYT5,0.0
GALNT8,0.0031995263
NXNL2,0.011482843
NALF2,0.0028356316
GDPD2,0.0009630769
TSPAN16,0.0
ANGPTL8,0.0001914897
ZSCAN10,0.0
DPP6,0.006283769
ACE2,0.032762423
GDF1,0.0
NCAN,0.0
KIF1A,0.00037981468
RSPH3,0.042793833
MAS1,0.0
ACSBG2,0.0
FUT5,0.0
BMP15,0.0
STK33,0.07486549
EPO,0.0
CACNG6,0.0
UNC13A,0.0
KLHDC7B,0.014912788
IQCN,0.01631007
OR11H1,0.0
SULT4A1,0.0019251507
SAG,0.0
TNNT3,0.0
CALY,0.00075980916
HBZ,0.0
MNX1,0.0
RBBP8NL,0.00038195425
PRDM12,0.0
NPAS1,0.005095262
SESN2,0.04437256
SMPDL3B,0.008529403
CCDC62,0.0015454881
DUSP9,0.3046162
SLC7A10,0.0071907206
PKDREJ,0.0004676393
